provincia;departamento;sector;ambito;ini_dir_cub;ini_dir_ncub;ini_fte_cub;ini_fte_ncub;ini_apo_cub;ini_apo_ncub;ini_pu_cub;ini_pu_ncub;ini_nopof;pri_dir_cub;pri_dir_ncub;pri_fte_cub;pri_fte_ncub;pri_apo_cub;pri_apo_ncub;pri_pu_cub;pri_pu_ncub;pri_nopof;sec_dir_cub;sec_dir_ncub;sec_fte_cub;sec_fte_ncub;sec_apo_cub;sec_apo_ncub;sec_nopof;snu_dir_cub;snu_dir_ncub;snu_fte_cub;snu_fte_ncub;snu_apo_cub;snu_apo_ncub;snu_nopof;ini_hs_cub;ini_hs_ncub;ini_hs_nopof;pri_hs_cub;pri_hs_ncub;pri_hs_nopof;sec_hs_pro_cub;sec_hs_pro_ncub;sec_hs_docente_cub;sec_hs_docente_ncub;sec_hs_otros_cub;sec_hs_otros_ncub;sec_hs_fuera;snu_hs_dic_cub;snu_hs_dic_ncub;snu_hs_cap_cub;snu_hs_cap_ncub;snu_hs_com_cub;snu_hs_com_ncub;snu_hs_inv_cub;snu_hs_inv_ncub;snu_hs_otr_cub;snu_hs_otr_ncub;snu_hs_fuera
Buenos Aires;25 DE MAYO;Estatal;Rural;3;0;17;0;14;0;6;0;0;8;0;38;0;15;0;26;0;0;15;0;0;0;60;0;0; ; ; ; ; ; ; ;21;0;0;433,5;3;0;0;0;1459,5;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;25 DE MAYO;Estatal;Urbano;19;0;81;0;53;0;2;0;0;22;1;101;0;44;0;2;0;3;33;1;1;0;91;0;0;11;1;0;0;10;1;0;87;0;0;799,5;0;0;0;0;3502,5;0;39;0;0;931,5;501;0;0;33;0;0;0;0;0;0
Buenos Aires;25 DE MAYO;Privado;Urbano;3;0;15;0;5;0; ; ;0;7;0;30;0;6;0;0;0;0;7;0;2;0;10;0;2; ; ; ; ; ; ; ;30;0;3;162;0;45;0;0;1066,5;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;9 DE JULIO;Estatal;Rural;3;0;21;0;14;0;12;0;0;12;0;41;0;21;0;12;0;0;26;0;0;0;29;2;0; ; ; ; ; ; ; ;70;1;0;457,5;3;12;36;12;2010;31,5;16;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;9 DE JULIO;Estatal;Urbano;16;1;66;5;35;2;3;0;0;27;0;144;0;48;0;1;0;0;30;0;0;0;109;0;0;11;3;197;23;15;6;0;136;6;0;1134;6;0;60;0;6204;0;192;0;0;1555;53,5;0;0;0;0;486;54;87;0;0
Buenos Aires;9 DE JULIO;Privado;Urbano;2;0;15;0;9;0;0;0;3;9;0;31;0;8;0;0;0;12;8;0;0;0;14;0;7; ; ; ; ; ; ; ;38;0;15;138;0;22,5;0;0;1251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;2;0;11;0;8;0;7;0;0;3;0;10;0;7;0;11;0;0;5;0;0;0;13;0;0; ; ; ; ; ; ; ;10;0;0;180;0;0;0;0;516;19,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;8;0;33;0;26;0;2;0;0;12;0;47;0;20;0;1;0;0;31;5;0;0;75;4;0; ; ; ; ; ; ; ;23;0;0;478,5;0;0;0;0;2371,5;7,5;16;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;3;0;11;0;7;0;3;0;0;2;0;7;0;5;0;9;0;0;3;0;0;0;13;0;0; ; ; ; ; ; ; ;21;0;0;123;0;0;0;0;510;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano;7;0;32;0;21;0;1;0;0;6;0;25;0;10;0;0;0;0;10;0;0;0;23;0;0;3;0;0;0;3;0;0;56;0;0;165;0;0;19,5;0;850,5;6;84,5;3;0;429;0;0;0;0;0;0;0;0;0;0
