provincia;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;Menosde18años;11añosymenos;6añosymás;18añosymás;25añosymás;30añosymás;De20a24años;De25a29años
Buenos Aires;25 DE MAYO;Privado;Urbano;Sala de 4; ; ; ; ;133; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;25 DE MAYO;Privado;Urbano;Sala de 5; ; ; ; ; ;128; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;10º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;91;24;6;8; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;11º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;61;11;1;2; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;12º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;45;16;5; ; ; ; ; ; ; ; ; ; ; ;2; 
Buenos Aires;9 DE JULIO;Estatal;Rural;13º/14º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;1º; ; ; ; ; ; ;120;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;2º; ; ; ; ; ; ;1;105;9;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;3º; ; ; ; ; ; ; ; ;108;10;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;4º; ; ; ; ; ; ; ; ; ;124;7;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;5º; ; ; ; ; ; ; ; ; ; ;116;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;6º; ; ; ; ; ; ; ; ; ; ; ;110;7;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;7º; ; ; ; ; ; ; ; ; ; ; ; ;96;13;2; ; ; ;1; ; ; ; ; ; ; ;4; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;8º; ; ; ; ; ; ; ; ; ; ; ; ;3;88;19;7;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;9º; ; ; ; ; ; ; ; ; ; ; ; ; ;6;77;22;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;Sala de 2; ; ;56; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;Sala de 3; ; ; ;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;Sala de 4; ; ; ; ;112; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;Sala de 5; ; ; ; ; ;125; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;10º; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;315;97;58;20; ; ; ; ; ; ; ; ; ; ;17; ;6; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;11º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;21;196;86;28;6; ; ; ; ; ; ; ; ; ; ; ;1; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;12º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;234;53;14; ; ; ; ; ; ; ; ; ; ; ;5; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;13º/14º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;57;5; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;1º; ; ; ; ; ; ;496;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;2º; ; ; ; ; ; ; ;489;54;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;3º; ; ; ; ; ; ; ; ;504;41;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;4º; ; ; ; ; ; ; ; ; ;504;37;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;5º; ; ; ; ; ; ; ; ; ; ;443;40;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;6º; ; ; ; ; ; ; ; ; ; ; ;486;29;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;7º; ; ; ; ; ; ; ; ; ; ; ; ;505;95;28;11;4;4;5; ; ; ; ; ; ; ;4; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;8º; ; ; ; ; ; ; ; ; ; ; ; ;17;484;115;67;22;4;3;3; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;9º; ; ; ; ; ; ; ; ; ; ; ; ; ;12;387;151;55;16;5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;Sala de 2; ; ;54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;Sala de 3; ; ; ;512; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;Sala de 4; ; ; ; ;574; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;Sala de 5; ; ; ; ; ;533; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;62;74;92;97;80;66;55; ; ; ; ; ;206; ;156
Buenos Aires;9 DE JULIO;Privado;Urbano;10º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;150;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;11º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;123;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;12º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;131;5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;1º; ; ; ; ; ; ;155; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;2º; ; ; ; ; ; ; ;153;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;3º; ; ; ; ; ; ; ; ;162;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;4º; ; ; ; ; ; ; ; ; ;164; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;5º; ; ; ; ; ; ; ; ; ; ;150;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;6º; ; ; ; ; ; ; ; ; ; ; ;150;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;7º; ; ; ; ; ; ; ; ; ; ; ; ;150;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;8º; ; ; ; ; ; ; ; ; ; ; ; ; ;146;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;9º; ; ; ; ; ; ; ; ; ; ; ; ; ; ;143;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;Sala de 3; ; ; ;129; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;Sala de 4; ; ; ; ;148; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;Sala de 5; ; ; ; ; ;146; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;10º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;35;10;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;11º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;21;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;12º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;24;3;1; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;1º; ; ; ; ; ; ;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;2º; ; ; ; ; ; ; ;52; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;3º; ; ; ; ; ; ; ; ;25;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;4º; ; ; ; ; ; ; ; ; ;35;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;5º; ; ; ; ; ; ; ; ; ; ;36;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;6º; ; ; ; ; ; ; ; ; ; ; ;43;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;7º; ; ; ; ; ; ; ; ; ; ; ; ;32;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;8º; ; ; ; ; ; ; ; ; ; ; ; ;2;38;4;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;9º; ; ; ; ; ; ; ; ; ; ; ; ; ;1;30;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;Sala de 2; ; ;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;Sala de 3; ; ; ;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;Sala de 4; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;Sala de 5; ; ; ; ; ;47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;10º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;126;18;17;6; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;11º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;103;26;16;1; ; ; ; ; ; ; ; ; ; ; ;1; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;12º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;105;24;10; ; ; ; ; ; ; ; ; ; ; ;2; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;13º/14º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;1º; ; ; ; ; ; ;150;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;2º; ; ; ; ; ; ; ;157;9;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;3º; ; ; ; ; ; ; ; ;138;18;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;4º; ; ; ; ; ; ; ; ;5;133;14;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;5º; ; ; ; ; ; ; ; ; ;1;135;5;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;6º; ; ; ; ; ; ; ; ; ; ;4;115;13;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;7º; ; ; ; ; ; ; ; ; ; ; ; ;148;28;8;5;5; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;8º; ; ; ; ; ; ; ; ; ; ; ; ;4;150;21;16;7;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;9º; ; ; ; ; ; ; ; ; ; ; ; ; ;1;136;25;8;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;Deambuladores; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;Lactantes;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;Sala de 2; ; ;127; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;Sala de 3; ; ; ;163; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;Sala de 4; ; ; ; ;175; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;Sala de 5; ; ; ; ; ;166; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;10º; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;28;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;11º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;27;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;12º; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16;5; ; ; ; ; ; ; ; ; ; ; ; ; ; 
