provincia;Departamento;sector;ambito;ini_dir_cub;ini_dir_ncub;ini_fte_cub;ini_fte_ncub;ini_apo_cub;ini_apo_ncub;ini_pu_cub;ini_pu_ncub;ini_nopof;pri_dir_cub;pri_dir_ncub;pri_fte_cub;pri_fte_ncub;pri_apo_cub;pri_apo_ncub;pri_pu_cub;pri_pu_ncub;pri_nopof;sec_dir_cub;sec_dir_ncub;sec_fte_cub;sec_fte_ncub;sec_apo_cub;sec_apo_ncub;sec_nopof;snu_dir_cub;snu_dir_ncub;snu_fte_cub;snu_fte_ncub;snu_apo_cub;snu_apo_ncub;snu_nopof;ini_hs_cub;ini_hs_ncub;ini_hs_nopof;pri_hs_cub;pri_hs_ncub;pri_hs_nopof;sec_hs_pro_cub;sec_hs_pro_ncub;sec_hs_docente_cub;sec_hs_docente_ncub;sec_hs_otros_cub;sec_hs_otros_ncub;sec_hs_fuera;snu_hs_dic_cub;snu_hs_dic_ncub;snu_hs_cap_cub;snu_hs_cap_ncub;snu_hs_com_cub;snu_hs_com_ncub;snu_hs_inv_cub;snu_hs_inv_ncub;snu_hs_otr_cub;snu_hs_otr_ncub;snu_hs_fuera
Buenos Aires;ZARATE;Estatal;Urbano;42;0;155;1;93;0;1;0;0;82;3;534;11;92;3;0;0;0;89;0;0;0;319;0;0;14;0;0;0;21;2;0;277;0;0;2892;42;0;0;0;18702;55,5;16;0;0;7542;444;0;0;0;0;0;0;0;0;0
Buenos Aires;ZARATE;Privado;Urbano;25;0;97;0;48;0;0;0;5;29;0;121;0;23;0;0;0;2;23;0;0;0;48;0;1;5;0;65;0;2;0;0;216;0;52;1119;0;18;0;0;4096,5;0;47;0;135;535;0;0;0;0;0;0;0;0;0;0
Catamarca;AMBATO;Estatal;Rural;2;0;21;0;2;0; ; ;0;8;1;70;4;2;1;13;0;1;10;1;11;1;6;15;2; ; ; ; ; ; ; ; ; ; ;2;6;0;0;0;957;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catamarca;ANCASTI;Estatal;Rural; ; ;7;0; ; ; ; ;0;3;0;67;5; ; ;26;0;0;11;2; ; ;7;2;0; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;958;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catamarca;ANDALGALA;Estatal;Rural;1;1;21;0;4;1;0;0;2;12;0;136;5;4;1;10;1;4;18;4;5;0;7;20;3; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;2010;52;0;0;4;0;0;0;0;0;0;0;0;0;0;0
Catamarca;ANDALGALA;Estatal;Urbano;6;1;41;0;8;0;0;0;3;16;1;148;17;14;10; ; ;0;21;10;21;10;18;39;3;11;2;0;1;2;6;0; ; ; ;0;0;0;0;0;3010;172;0;0;80;1981;57;0;0;0;0;0;0;10;0;0
Catamarca;ANTOFAGASTA DE LA SIERRA;Estatal;Rural; ; ;7;0; ; ; ; ;0;4;0;23;4;0;2;4;0;1;4;0;29;0;1;0;0; ; ; ; ; ; ; ;5;0;0;0;0;0;0;0;417;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catamarca;BELEN;Estatal;Rural;43;5;118;3;25;0;1;0;5;17;1;312;12;6;0;37;0;7;42;2;47;2;12;5;26; ; ; ; ; ; ; ; ; ; ;110;0;0;0;0;4406;138;0;0;3;138;0;0;0;0;0;0;0;0;0;0
Catamarca;BELEN;Estatal;Urbano;5;1;33;0;6;0; ; ;0;21;1;169;6;0;1; ; ;0;26;2;185;0;22;50;46;7;1; ; ;5;5;0; ; ; ;0;0;0;0;0;3472;203;261;0;0;2934;39;0;0;0;0;0;0;0;96;0
Catamarca;CAPAYAN;Estatal;Rural;3;0;45;0;8;0; ; ;10;17;0;164;5;5;1;15;0;15;19;1;39;6;8;9;1; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;2144;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catamarca;CAPAYAN;Estatal;Urbano;6;0;30;0;7;0; ; ;6;13;0;104;2;2;3;0;0;0;6;2;9;0;14;4;2;13;0; ; ;1;2;0;0;0;0;8;0;0;0;0;1240;34;0;0;0;3413;41;0;0;0;0;0;0;0;0;0
Catamarca;CAPITAL;Estatal;Urbano;44;1;382;16;58;4;0;0;44;125;1;1266;24;136;48;3;0;5;161;13;203;9;278;139;21;38;6;10;6;30;21;0;0;0;0;0;0;0;0;0;24044;592;8;50;0;7404;91;0;0;0;0;0;0;82;128;0
Catamarca;CAPITAL;Privado;Urbano;34;0;202;0;48;0;0;0;5;45;0;513;0;13;0;2;0;12;68;0;291;0;200;0;4;55;0;3;0;37;0;0;0;0;0;0;0;0;0;0;9587;103;0;0;39;3827;14;0;0;1;0;1;0;0;70;186
Catamarca;EL ALTO;Estatal;Rural;2;0;28;0;7;0; ; ;0;14;0;109;3;3;1;15;0;3;16;1;7;1;11;3;2; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1538;58;0;0;27;0;0;0;0;0;0;0;0;0;0;0
Catamarca;Enmascarado;Privado;Urbano;20;0;67;0;16;0; ; ;1;28;0;233;0;18;0;2;0;3;34;0;16;0;70;1;0;8;0;2;0;5;0;0; ; ; ;0;0;0;0;0;4193;88;0;0;0;740;0;0;0;0;0;0;0;0;0;0
Catamarca;FRAY MAMERTO ESQUIU;Estatal;Rural;1;3;19;0;2;0; ; ;2;2;0;32;1;2;1;2;0;7;7;3;5;1;22;7;4; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;989;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catamarca;FRAY MAMERTO ESQUIU;Estatal;Urbano;5;0;19;0;4;0; ; ;1;17;2;135;3;8;2; ; ;0;21;2; ; ;34;4;0;8;1; ; ;2;2;0; ; ; ;0;0;0;0;0;1663;25;0;0;0;1397;11;0;0;0;0;0;0;0;70;0
Catamarca;LA PAZ;Estatal;Rural;4;0;49;0;9;0; ; ;0;20;1;196;5;5;0;31;1;4;22;3;33;1;5;13;0;0;0;0;0;0;0;0; ; ; ;0;0;0;0;0;2754;112;25;0;0;159;0;0;0;0;0;0;0;0;0;0
Catamarca;LA PAZ;Estatal;Urbano;5;0;34;0;11;0; ; ;0;19;1;171;4;7;10; ; ;0;22;3;10;7;10;33;6;6;1; ; ;3;0;0; ; ; ;0;0;0;0;0;3010;12;0;0;0;2204;39;0;0;0;0;0;0;0;0;0
Catamarca;PACLIN;Estatal;Rural;3;0;36;0;18;0; ; ;3;8;0;92;3;4;0;8;0;6;11;0;0;0;21;1;1; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;1586;6;0;0;4;654;10;0;0;0;0;0;0;0;0;0
Catamarca;POMAN;Estatal;Rural; ; ;57;0;19;0; ; ;1;17;0;149;3;8;2;7;0;15;12;1;0;1;10;16;0; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;1984;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catamarca;POMAN;Estatal;Urbano;11;0;40;0;11;0; ; ;0;7;1;68;1;9;3; ; ;0;14;2; ; ;10;26;5;4;5; ; ;1;3;0; ; ; ;0;0;0;0;0;1813;75;0;0;0;1928;496;0;0;0;0;0;0;30;40;0
Catamarca;SANTA MARIA;Estatal;Rural; ; ;45;0; ; ; ; ;0;16;1;134;6;0;3;15;0;8;32;8;2;2;2;12;13; ; ; ; ; ; ; ;0;0;0;70;0;0;0;0;2967;116;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Catamarca;SANTA MARIA;Estatal;Urbano;5;1;59;1;16;0; ; ;1;30;1;215;2;12;7; ; ;8;41;4;27;2;18;59;14;18;1; ; ;11;4;5;0;0;0;8;0;0;0;0;4650;236;42;0;0;1290;30;0;0;12;0;12;0;34;0;0
Catamarca;SANTA ROSA;Estatal;Rural; ; ;93;1;45;0; ; ;0;19;0;168;2;3;5;13;1;9;18;6;48;0;19;13;2;5;3;180;25;1;2;5;0;0;0;226;0;0;0;0;2200;64;10;0;0;180;25;0;0;1;0;1;0;2;0;2
Catamarca;SANTA ROSA;Estatal;Urbano;3;0;17;0;9;0; ; ;0;8;0;65;3;3;4; ; ;0;5;1; ; ;1;18;0; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;591;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catamarca;TINOGASTA;Estatal;Rural;16;0;73;0;12;0;0;0;0;19;2;176;11;0;2;17;0;13;25;4;8;2;15;21;2; ; ; ; ; ; ; ;0;0;0;150;0;0;0;0;2374;95;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Catamarca;TINOGASTA;Estatal;Urbano;11;0;37;0;15;0; ; ;0;30;0;197;14;6;18;0;0;12;30;12;16;23;25;33;1;9;6;0;0;5;12;0; ; ; ;0;0;0;0;0;4524;354;0;0;0;3348;72;0;0;0;0;0;0;36;34;0
Catamarca;VALLE VIEJO;Estatal;Rural; ; ;11;0; ; ; ; ;0;2;0;38;2;1;0;6;0;0;5;1; ; ;3;3;0; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;688;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catamarca;VALLE VIEJO;Estatal;Urbano;14;0;55;1;14;0; ; ;1;33;1;245;9;23;5; ; ;0;29;4;4;2;72;52;2;4;0; ; ;8;0;0; ; ; ;0;0;0;0;0;4302;799;0;0;0;1255;0;0;0;0;0;0;0;45;0;0
Chaco;1§ DE MAYO;Estatal;Rural;5;0;14;0;0;0;0;0;0;5;0;57;0;1;0;3;0;1;8;0; ; ;12;0;0; ; ; ; ; ; ; ;0;0;0;10;0;0;23;0;1061;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaco;1§ DE MAYO;Estatal;Urbano;1;0;18;0;0;0;2;0;0;4;0;46;0; ; ; ; ;0;8;0; ; ;14;0;0;1;0; ; ;1;0;0;0;0;0;24;0;0;0;0;1406;0;0;0;0;215;0;0;0;0;0;0;0;0;0;0
Chaco;12 DE OCTUBRE;Estatal;Rural;0;0;20;0;0;0;0;0;0;7;0;69;0;0;0;14;0;5;4;0; ; ;9;0;0; ; ; ; ; ; ; ;0;0;0;13;0;0;0;0;732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaco;12 DE OCTUBRE;Estatal;Urbano;8;0;39;1;2;0;0;0;1;14;0;140;0;1;0; ; ;0;17;0;15;0;43;0;0;6;0;2;0;9;0;0;0;0;2;74;0;0;127;4;3958;42;0;0;0;1451;0;0;0;0;0;0;0;0;0;0
Chaco;12 DE OCTUBRE;Privado;Urbano;2;0;8;0;0;0;0;0;0;3;0;21;0;0;0;1;0;1;8;0; ; ;12;0;0; ; ; ; ; ; ; ;0;0;4;0;0;0;203;0;765;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0
Chaco;2 DE ABRIL;Estatal;Rural;0;0;7;0;0;0;0;0;0;1;0;13;1;2;0;9;0;3;2;0; ; ;2;0;0; ; ; ; ; ; ; ;0;0;0;7;0;3;8;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaco;2 DE ABRIL;Estatal;Urbano;2;0;12;0;0;0;1;0;0;6;0;55;0; ; ;1;0;0;7;0;1;0;10;2;0;3;0; ; ;2;0;0;0;0;0;37;0;0;0;0;1037;0;0;0;0;577;0;0;0;0;0;0;0;0;0;0
Chaco;25 DE MAYO;Estatal;Rural;2;0;22;0;5;0; ; ;0;13;0;142;0;12;1;14;0;5;4;0; ; ;10;0;0; ; ; ; ; ; ; ;0;0;0;0;0;1;0;0;757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaco;25 DE MAYO;Estatal;Urbano;8;0;58;0;0;0;0;0;0;17;1;184;3;6;0;0;0;0;19;0;19;0;51;1;0;3;0;0;0;14;0;0;0;0;0;28;0;0;0;0;3991;0;0;0;0;1398;0;0;0;0;0;0;0;0;0;2
Chaco;9 DE JULIO;Estatal;Rural;0;0;18;0;0;0;0;0;0;5;0;50;0;1;0;27;0;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;0;0; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0
Chaco;9 DE JULIO;Estatal;Urbano;8;1;54;0;0;0;0;0;4;23;0;199;7; ; ; ; ;0;25;0;20;0;72;0;0;12;0;1;0;14;0;0;0;0;0;27;3;0;36;0;4851;0;0;0;0;1947;0;0;0;0;0;0;0;0;0;0
Chaco;ALMIRANTE BROWN;Estatal;Rural;1;0;23;0;0;0;0;0;2;4;0;49;0;0;0;33;0;2;2;0; ; ;3;0;0; ; ; ; ; ; ; ;0;0;0;13;0;0;0;0;280;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaco;ALMIRANTE BROWN;Estatal;Urbano;13;0;85;1;0;0;1;0;1;33;0;344;0;2;0;1;0;1;25;1;17;0;56;0;5;8;0; ; ;11;0;0;0;0;0;25;0;0;0;0;6056;0;0;0;0;2220;0;24;0;0;0;72;0;112;0;0
