provincia;departamento;sector;ambito;ini_dir_cub;ini_dir_ncub;ini_fte_cub;ini_fte_ncub;ini_apo_cub;ini_apo_ncub;ini_pu_cub;ini_pu_ncub;ini_nopof;pri_dir_cub;pri_dir_ncub;pri_fte_cub;pri_fte_ncub;pri_apo_cub;pri_apo_ncub;pri_pu_cub;pri_pu_ncub;pri_nopof;sec_dir_cub;sec_dir_ncub;sec_fte_cub;sec_fte_ncub;sec_apo_cub;sec_apo_ncub;sec_nopof;snu_dir_cub;snu_dir_ncub;snu_fte_cub;snu_fte_ncub;snu_apo_cub;snu_apo_ncub;snu_nopof;ini_hs_cub;ini_hs_ncub;ini_hs_nopof;pri_hs_cub;pri_hs_ncub;pri_hs_nopof;sec_hs_pro_cub;sec_hs_pro_ncub;sec_hs_docente_cub;sec_hs_docente_ncub;sec_hs_otros_cub;sec_hs_otros_ncub;sec_hs_fuera;snu_hs_dic_cub;snu_hs_dic_ncub;snu_hs_cap_cub;snu_hs_cap_ncub;snu_hs_com_cub;snu_hs_com_ncub;snu_hs_inv_cub;snu_hs_inv_ncub;snu_hs_otr_cub;snu_hs_otr_ncub;snu_hs_fuera
Buenos Aires;25 DE MAYO;Estatal;Rural;3;0;15;0;13;0;6;0;0;9;0;44;0;26;0;25;0;0;9;0;0;0;21;0;0; ; ; ; ; ; ; ;35;0;0;475,5;12;0;0;0;1459,5;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;25 DE MAYO;Estatal;Urbano;20;0;86;0;72;0;1;0;2;25;0;104;0;61;0;1;0;0;36;0;0;0;80;0;0;8;4;0;0;10;0;0;140;0;0;990;9;3;0;0;4059;49,5;47;0;0;348;34,5;0;0;27;4,5;0;0;3;0;0
Buenos Aires;25 DE MAYO;Privado;Urbano;3;0;15;0;5;0; ; ;3;7;0;30;0;7;0;0;0;1;7;0;0;0;10;0;1; ; ; ; ; ; ; ;43;0;3;315;0;36;0;0;987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;9 DE JULIO;Estatal;Rural;2;0;20;0;12;0;6;0;0;12;0;43;0;21;0;11;1;0;22;2;0;0;32;0;0; ; ; ; ; ; ; ;27;0;0;627;6;0;36;12;2200,5;34,5;8;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;9 DE JULIO;Estatal;Urbano;17;1;78;0;50;0;0;0;0;29;0;207;1;48;0;0;0;0;28;1;0;0;111;0;0;13;1;86;3;16;5;0;192;0;0;1324,5;0;0;0;0;5280;0;42;0;0;1646;157,5;0;0;0;0;438;78;81;30;0
Buenos Aires;9 DE JULIO;Privado;Urbano;2;0;15;0;10;0;0;0;0;10;0;31;0;13;0;0;0;0;8;0;6;0;19;0;0; ; ; ; ; ; ; ;38;0;13;325,5;0;0;0;0;1240,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;2;0;14;0;6;0;1;0;0;2;0;10;0;7;0;12;0;0;4;0;0;0;13;0;0; ; ; ; ; ; ; ;56;0;0;201;9;0;0;0;648;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;8;0;31;0;21;0;1;0;0;14;0;49;0;35;0;0;0;0;26;1;0;0;69;1;0; ; ; ; ; ; ; ;40;0;0;381;21;0;0;0;2641,5;13,5;16;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;2;0;13;0;7;0;1;0;0;3;0;17;0;4;0;9;1;0;7;0; ; ;20;0;0; ; ; ; ; ; ; ;18;0;0;202,5;0;0;0;0;859,5;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano;7;0;29;0;24;0;0;0;0;8;0;32;0;16;0;0;0;0;10;0;0;0;88;0;0;2;0;0;0;3;0;0;58;0;0;322,5;0;30;24;0;940,5;0;0;0;0;387;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ALBERTI;Estatal;Rural;2;0;11;0;8;0;2;0;0;7;0;23;0;7;0;3;0;0;7;0;6;0;28;0;0; ; ; ; ; ; ; ;30;0;0;165;0;0;0;0;657;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ALBERTI;Estatal;Urbano;4;0;19;0;13;0;0;0;0;6;0;36;0;13;0;0;0;0;12;0; ; ;30;0;0; ; ; ; ; ; ; ;22;0;0;225;0;0;0;0;966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;138;12;588;0;321;0;0;0;24;278;12;2020;10;336;3;0;0;29;297;18;9;1;980;43;0;24;9;41;0;80;15;0;1418;4;12;10938;109,5;69;63;0;50098,5;72;289;0;0;4682;94,5;0;0;0;0;0;0;0;0;0
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;86;1;368;0;184;1;2;0;27;150;0;721;0;53;0;0;0;51;152;0;0;0;298;0;20;7;1;112;0;6;0;0;846;0;28;7320;0;313,5;0;0;22995;0;0;0;306;3999;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ARRECIFES;Estatal;Rural;1;0;6;0;4;0;2;0;0;2;0;11;0;4;0;8;0;0;2;0; ; ;8;0;0; ; ; ; ; ; ; ;3;0;0;136,5;0;0;0;0;340,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ARRECIFES;Estatal;Urbano;17;0;64;0;48;0;0;0;2;24;0;100;0;36;0;0;0;0;29;0;28;0;94;0;0;2;1; ; ;3;0;0;72;0;0;735;0;0;0;0;4899;6;32;10;0;367,5;43,5;0;0;0;0;0;0;0;0;0
Buenos Aires;AVELLANEDA;Estatal;Urbano;129;0;451;1;272;0;2;0;2;200;5;1059;4;266;3;0;0;17;240;8;36;2;946;6;8;64;16;563;0;116;19;0;1146;1;12;7110;21;54;0;0;50014,5;271,5;188;0;15;15815,5;12;0;0;6;0;0;0;2;0;0
