provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;RAUCH;Estatal;Rural;27; ; ; ; ; ; ; ; ; ; ; ; ; ;78; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;213;217;114;248;105;2;16;1; ;1;0; ; ; ;5; ;2;5;15; ;3;15; ; ; ;1; ; ; ;3; ;2;1; ; ; ; ; 
Buenos Aires;RAUCH;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ;493; ; ; ; ; ; ; ; ;134; ; ; ; ; ; ; ; ;53; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;811;33;15;637;15;2;3;1;1; ;0; ;68; ;9; ;4;9;2; ;3;3;1; ;1;1;4;3; ;3; ; ;3; ; ; ; ; 
Buenos Aires;RIVADAVIA;Estatal;Rural;28;4; ; ; ; ; ; ; ; ; ; ; ; ;309; ; ; ; ; ; ; ; ;204; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;396;291; ;386;38;10;13;3; ; ;7; ;130; ;4; ;8;4;5; ;8;6;2; ;2;1;3; ; ;6; ; ;1; ; ; ; ; 
Buenos Aires;RIVADAVIA;Estatal;Urbano;12; ; ; ; ; ; ; ; ; ; ; ; ; ;459; ; ; ; ; ; ; ; ;894; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;901;224;340;774; ;3;4;4;1; ;5; ;239; ;3; ;3;3;2; ;2;4;4; ;3;3;2; ;1;16; ; ;19; ;1; ; ; 
Buenos Aires;RIVADAVIA;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ; ;504; ; ; ; ; ; ; ; ;129; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ;0; ; ; ; ; ; ; ;2; ; ;2;1; ;1;1; ; ; ;1; ; ; ; ; ; ; ; 
Buenos Aires;ROJAS;Estatal;Rural;24; ; ; ; ; ; ; ; ; ; ; ; ; ;205; ; ; ; ; ; ; ; ;334; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;368;312;95;336;95;2;15;3; ;3;0; ;162; ;4; ;1;3;10; ;3;13;1; ;1;2;1; ; ;3; ; ;2; ; ; ; ; 
Buenos Aires;ROJAS;Estatal;Urbano;26;2; ; ; ; ; ; ; ; ; ; ; ; ;1119; ; ; ; ; ; ; ; ;1435; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ;1; ;2; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2020;1194; ;1864; ;8;6;5;1; ;3; ;770; ;8; ;10;9;3; ;3;6;6; ;4;6;12;1; ;37;1; ;9;1;2; ; ; 
Buenos Aires;ROQUE PEREZ;Estatal;Rural;30; ; ; ; ; ; ; ; ; ; ; ; ; ;135; ; ; ; ; ; ; ; ;231; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;289;243; ;215; ;2;17;3; ;1;29; ; ; ;2; ;4;2;12; ;9;12;1;1;1;1;1; ; ;5; ; ;2; ; ; ; ; 
Buenos Aires;ROQUE PEREZ;Estatal;Urbano;18; ; ; ; ; ; ; ; ; ; ; ; ; ;585; ; ; ; ; ; ; ; ;1035; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ;1; ; ; ; ;1; ; ; ; ; ; ;1;1224;59;2;1289; ;4;3;3;1;5;5; ; ; ;9; ;5;9;3; ;3;3;3; ;2;3;4;2; ;6; ; ;10; ; ; ; ; 
Buenos Aires;SAAVEDRA;Estatal;Rural;23; ; ; ; ; ; ; ; ; ; ; ; ; ;154; ; ; ; ; ;47; ; ;270; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;417;323; ;103;49;7;10;2; ; ;0; ;214; ;6; ;2;6;4; ;3;8;1; ;1;2;1; ;1;6; ; ;2; ;1; ; ; 
Buenos Aires;SAAVEDRA;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ; ;349;199; ; ; ; ;162; ; ;841; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ;5; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;725;679;565;550; ;4;5;4;1; ;1; ;276;122;5; ;4;5;4; ;3;5;5; ;2;4;5;1; ;19; ; ;12; ;3; ; ; 
Buenos Aires;SAAVEDRA;Privado;Urbano;7; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;311; ; ;639; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1; ;0; ; ; ;2; ; ;2;2; ; ;2;2; ; ;2;1; ; ;3;1; ; ; ; ; ; ; 
Buenos Aires;SALADILLO;Estatal;Rural;41; ; ; ; ; ; ; ; ; ; ; ; ; ;434; ; ; ; ; ; ; ; ;439; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;20; ; ; ;1;1; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;723;600;146;858;132;4;28;4; ;1;5; ;328; ;2; ;4;2;15; ;13;18;1; ;1;2; ; ;1;22;3; ;3; ;1; ; ; 
Buenos Aires;SALADILLO;Estatal;Urbano;31; ; ; ; ; ; ; ; ; ; ; ; ; ;794; ; ; ; ; ; ; ; ;1928; ; ; ; ; ; ; ; ;158;15; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;27; ; ; ; ; ; ; ;3; ; ; ; ;28; ; ; ;3;2; ; ;1; ; ; ; ;3; ; ; ; ; ; ; ;1077;451;87;1524; ;12;7;5;2;1;1; ;152; ;7; ;15;7;5; ;5;6;5; ;4;3;7;1; ;20;3;1;5; ;1; ; ;1
Buenos Aires;SALADILLO;Privado;Urbano;6; ; ; ; ; ; ; ; ; ; ; ; ; ;197; ; ; ; ; ; ; ; ;537; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;3; ; ;1; ; ; ; ; ;2; ; ; ;1; ;3; ; ;1;3;1; ;1; ; ;2;3; ; ; ; 
Buenos Aires;SALLIQUELO;Estatal;Urbano;12;2; ; ; ; ; ; ; ; ; ; ; ; ;494; ; ; ; ; ; ; ; ;790; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;721;246; ;561; ;4;4;3;1; ;2; ;94; ;1; ;4;1;2; ;2;3;3; ;1;2;3;3;1;6; ; ;19; ; ; ; ; 
Buenos Aires;SALTO;Estatal;Rural;18; ; ; ; ; ; ; ; ; ; ; ; ; ;324; ; ; ; ; ; ; ; ;381; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;509;556; ;738; ;5;9;3; ; ;11; ;245; ;1; ;4;1;3; ;5;4;1;1;1;2;3; ; ;3; ; ;2; ; ; ; ; 
Buenos Aires;SALTO;Estatal;Urbano;28; ; ; ; ; ; ; ; ; ; ; ; ; ;1482; ; ; ; ; ; ; ; ;2184; ; ; ; ; ; ; ; ;113; ; ; ; ;42;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;9; ; ; ;1; ; ; ;2; ; ; ; ;5; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ;1514;422; ;1561; ;9;8;6;1;3;5; ;255; ;8; ;9;7;5; ;6;7;7; ;6;5;14;2;3;41;3; ;11; ; ; ; ; 
Buenos Aires;SALTO;Privado;Urbano;8; ; ; ; ; ; ; ; ; ; ; ; ; ;345; ; ; ; ; ; ; ; ;691; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;55; ; ;83; ;4;2;2; ; ;4; ; ; ;4; ;2;4;1; ;1;1;1; ;1;1;2; ; ;4;1; ;1; ; ; ; ; 
Buenos Aires;SAN ANDRES DE GILES;Estatal;Rural;36; ;2; ; ; ; ; ; ; ; ; ; ; ;373; ; ; ; ; ; ; ; ;380; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ; ;1; ; ;17; ; ; ; ;6; ; ; ; ; ; ; ;21; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;504;280; ;861; ;6;16;5; ;1;11; ;3; ;3; ;9;3;3; ;16;4;6; ;1;6;1; ; ;23;1; ;10; ; ; ; ; 
Buenos Aires;SAN ANDRES DE GILES;Estatal;Urbano;30; ; ; ; ; ; ; ; ; ; ; ; ; ;901; ; ; ; ; ; ; ; ;1358; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ;4; ;1; ; ;1;1; ;6; ; ; ; ;2; ;2; ; ; ; ; ;3; ;1; ; ;1; ; ; ; ; ; ; ;1697;138; ;2026;95;5;5;7;1; ;1; ; ; ;6; ;14;6;5; ;6;5;6; ;4;7;14; ; ;31;1; ;20; ; ; ; ;1
Buenos Aires;SAN ANDRES DE GILES;Privado;Urbano;9; ; ; ; ;61; ; ; ; ; ; ; ; ;647; ; ; ; ; ;46; ; ;626; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;3; ; ;0; ; ; ;1; ;1;1;2; ;2;2;3;1;1;3;4; ;1;7; ; ;2; ; ; ; ; 
Buenos Aires;SAN ANTONIO DE ARECO;Estatal;Rural;15;2;2; ; ; ; ; ; ; ; ; ; ; ;154; ; ; ; ; ; ; ; ;221; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;421;471; ;266; ;1;7;2; ; ;0; ;244; ;2; ;3;2;3; ;4;5;1; ;1;2;1; ;2;3; ; ; ; ; ; ; ; 
Buenos Aires;SAN ANTONIO DE ARECO;Estatal;Urbano;31;11; ; ; ;27; ; ; ; ; ; ; ; ;872; ; ; ; ; ; ; ; ;1462; ; ; ; ; ; ; ; ;55; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ;2;1; ; ; ; ; ; ;20; ; ; ; ; ;1; ; ;2; ; ; ;20;1; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ;1221;619; ;977; ;10;7;4;2; ;1; ;642; ;11; ;12;10;3; ;4;6;5; ;1;6;10;33; ;7;1; ;5; ;2; ; ; 
Buenos Aires;SAN ANTONIO DE ARECO;Privado;Urbano;7; ; ; ; ;159; ; ; ; ; ; ; ; ;325; ; ; ; ; ; ; ; ;633; ; ; ; ; ; ; ; ;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;7; ; ; ; ; ; ; ;1; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1; ;0; ; ; ;1; ;2;1;2; ;1;2;1; ; ;2;1; ; ;2;1;2;3;3; ; ; ; 
Buenos Aires;SAN CAYETANO;Estatal;Rural;11; ; ; ; ; ; ; ; ; ; ; ; ; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;30; ; ;25; ; ;9; ; ; ;4; ; ; ;1; ;1;1;5; ;4;5; ; ; ; ; ; ; ;2; ;1; ; ; ; ; ; 
Buenos Aires;SAN CAYETANO;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ;338; ; ; ; ; ; ; ; ;416; ; ; ; ; ; ; ; ;45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ;520; ;48;524; ;3;3;2;1;3;0; ; ; ;3; ;3;3;3; ;3;3;2; ;1;1;2; ; ;12; ; ;20; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Estatal;Rural;27; ;1; ; ; ; ; ; ; ; ; ; ; ;257; ; ; ; ; ; ; ; ;426; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ; ; ; ; ;12; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;824;865; ;47; ;5;10;5; ; ;0; ; ; ;9;1; ;9;11;1; ;11;3; ;2;3;1; ; ;4; ; ;1; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Estatal;Urbano;72; ;2; ; ; ; ; ; ; ; ; ; ; ;4982; ; ; ; ; ; ; ; ;7975; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;16;17; ; ; ;1; ; ;10;1;2;2;3;132;95;5; ;6;1;3;1;11;3;3;5; ;138;112;8;1;3;1;1;5; ; ; ;1; ;16;14;7; ; ; ; ; ;6595;5407;2665;4844; ;17;20;22;1;34;60; ;1215; ;22;1;20;23;17; ;17;22;21; ;21;20;18;3;9;118;9;5;30;1;7; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;70; ; ; ; ;2553; ; ; ; ; ; ; ; ;6902; ; ; ; ; ; ; ; ;6049; ; ; ; ; ;68; ; ;123; ; ; ; ; ; ; ; ; ;2;6;2; ;6;9;3; ;4;7;1;1;4;2;1;6;1;8;14;1; ;27;9;5;2; ;6; ;3;1;14;25;2;4;26;10;9;2;8;1; ;2;1;17;33;2; ; ; ; ; ;791;944;293;759; ;33;20;19;1; ;2; ;629;570;31; ;30;32;17; ;12;17;17; ;9;16;11;20;5;46;35;1;19;6;1; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;93; ; ; ; ;2020; ; ; ; ; ; ; ; ;5603; ; ; ; ; ; ; ; ;11203;250; ;252; ; ; ; ; ;163; ;28; ; ; ; ; ; ;3;2;2;1; ;8;16; ;2;1;8; ; ;19;6;5;1;1;132;121;3;3;11;18;2; ;16;6;9;11; ;137;194;11;2;19;8;3;1;6;1;2;1; ;4;10;2; ; ;3; ; ;6921;2677;3700;4061;238;27;34;27;2;41;30; ;1423; ;27; ;27;27;25; ;26;33;29; ;28;26;181;20;39;116;25;9;103;5;4;1; ;1
Buenos Aires;SAN ISIDRO;Privado;Urbano;195; ; ; ; ;3810;157; ; ;340; ;130; ; ;15307; ; ; ;301; ;803; ; ;15592; ; ; ; ; ;1083; ; ;944;69;191; ; ; ;70; ; ;3;15;4;4; ;4;9;7;3;23;39;6;5;11;24;17;8;1;17;38;17;9;105;139;8;11;13;21;15;5;1;30;55;21;8;76;78;2; ;35;4;4;6;1;14;80;8;3;9;2;3;1;994;1019; ;706; ;71;56;54;12; ;1562; ;3816;711;72;4;52;73;42; ;20;51;43; ;9;48;15;38;353;39;106;7;47;61;11; ;2; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;121; ;24; ; ; ; ; ; ; ; ; ; ; ;7505; ; ; ; ; ; ; ; ;14655; ; ; ; ; ;283; ; ;629; ; ; ; ; ; ; ; ;5;2; ; ; ;31;1;5; ; ;2; ; ;14;11;1;5; ;384;26;8;2;12;8;1;1;38;5;1;2;1;464;47;12;7;6;3; ;2;9; ;4;1; ;24;17;9;2; ;3; ;20;8967;5915;4849;6569; ;10;35;37;7;234;0; ;33; ;27; ;27;29;36;1;38;36;43; ;39;43;46;4;13;91;33;20;46;2;5; ; ;4
Buenos Aires;SAN MIGUEL;Privado;Urbano;141; ; ; ; ;3043; ; ; ; ; ;162; ; ;13761; ; ; ; ; ;114; ; ;12939; ; ; ; ; ;856; ; ;430; ;15; ; ; ; ; ; ; ;1;2; ; ;34;1;1;1;1;2; ; ;4;2;6;8; ;42;18;2;2;18;12; ;1;5;6;3;6;2;84;24;5;1;13;4;2;3;5;1; ;1; ;18;3;1; ; ; ; ;2; ; ; ; ; ;28;27;45;8;10;4; ;370;485;48; ;49;48;42; ;36;42;44; ;17;43;6;20;19;47;54;39;26;9;8; ; ;3
Buenos Aires;SAN NICOLAS;Estatal;Rural;6; ; ; ; ; ; ; ; ; ; ; ; ; ;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;89;67;4;40; ; ;3; ; ; ;3; ;40; ;1; ;1;1;3; ; ;4; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;105; ; ; ; ; ; ; ; ; ; ; ; ; ;4267; ; ; ; ; ;912; ; ;8872; ; ; ; ; ;224; ; ;527; ;33; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;2; ; ;4; ; ;1; ; ; ; ;1;12;3; ; ;6; ;2;5; ;3; ;4; ;13;4; ; ;3; ; ;1; ;1; ; ; ; ; ; ; ;4913;2801;800;5740; ;15;34;28;7;33;31; ;417; ;22;1;26;22;27;1;30;32;29; ;15;30;17;18;11;198;35;1;67;1;4; ;1; 
Buenos Aires;SAN NICOLAS;Privado;Urbano;59; ; ; ; ;1724; ; ; ; ; ; ; ; ;4298; ; ; ; ; ;452; ; ;4284; ; ; ; ; ;244; ; ;587; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1;2;3; ;1;2;1;5; ; ; ;1;1; ;9;4; ;1; ; ;3;2;1; ;1; ;4;3;8; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ;150; ; ; ; ;14;8;14;5; ;6; ;208; ;16;1;19;16;12; ;12;13;14; ;5;14;5;20;6;32;26;1;18;10;4; ; ; 
Buenos Aires;SAN PEDRO;Estatal;Rural;39;3;5; ; ; ; ; ; ; ; ; ; ; ;600; ; ; ; ; ; ; ; ;297; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551;335;31;1275; ;5;19;1; ;8;8; ; ;31;4; ;12;4;4;1;22;3;2; ;1;2;2; ; ;36;2;1;4; ; ; ; ; 
Buenos Aires;SAN PEDRO;Estatal;Urbano;47; ;3;6; ; ; ; ; ; ; ; ; ; ;2727; ; ; ; ; ; ; ; ;5107; ; ; ; ; ; ; ; ;297; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;2; ;2; ;2; ; ; ; ; ;3; ; ;2; ;5; ; ;1;1; ; ; ; ; ; ; ; ;2;1; ; ; ; ; ; ;2407;574;757;3317; ;9;14;17;3;48;12; ; ; ;9; ;12;9;14; ;15;14;13; ;9;13;27;5;1;71;3;5;24;3; ; ; ; 
Buenos Aires;SAN PEDRO;Privado;Urbano;13; ; ; ; ; ; ; ; ; ; ; ; ; ;528; ; ; ; ; ; ; ; ;986; ; ; ; ; ; ; ; ;55;7; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3;4;4;2; ;1; ; ; ;3; ;4;3;1; ;3;1;2; ;1;3;6;3; ;5;2;1;3; ; ; ; ; 
Buenos Aires;SAN VICENTE;Estatal;Rural;9; ; ; ; ; ; ; ; ; ; ; ; ; ;290; ; ; ; ; ; ; ; ;353; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16;1; ; ; ; ; ; ;1; ; ; ; ;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;513;364; ;354; ;1;4;1; ;8;0; ; ; ;2; ;2;2;4; ;2;4;1; ;1;1;3; ; ;2; ; ; ; ; ; ; ; 
