provincia;departamento;sector;ambito;ini_dir_cub;ini_dir_ncub;ini_fte_cub;ini_fte_ncub;ini_apo_cub;ini_apo_ncub;ini_pu_cub;ini_pu_ncub;ini_nopof;pri_dir_cub;pri_dir_ncub;pri_fte_cub;pri_fte_ncub;pri_apo_cub;pri_apo_ncub;pri_pu_cub;pri_pu_ncub;pri_nopof;sec_dir_cub;sec_dir_ncub;sec_fte_cub;sec_fte_ncub;sec_apo_cub;sec_apo_ncub;sec_nopof;snu_dir_cub;snu_dir_ncub;snu_fte_cub;snu_fte_ncub;snu_apo_cub;snu_apo_ncub;snu_nopof;ini_hs_cub;ini_hs_ncub;ini_hs_nopof;pri_hs_cub;pri_hs_ncub;pri_hs_nopof;sec_hs_pro_cub;sec_hs_pro_ncub;sec_hs_docente_cub;sec_hs_docente_ncub;sec_hs_otros_cub;sec_hs_otros_ncub;sec_hs_fuera;snu_hs_dic_cub;snu_hs_dic_ncub;snu_hs_cap_cub;snu_hs_cap_ncub;snu_hs_com_cub;snu_hs_com_ncub;snu_hs_inv_cub;snu_hs_inv_ncub;snu_hs_otr_cub;snu_hs_otr_ncub;snu_hs_fuera
Chaco;GENERAL DONOVAN;Estatal;Rural;2;0;9;0; ; ; ; ;0;2;0;32;0;0;0;6;0;5;2;0; ; ;2;0;0; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaco;GENERAL DONOVAN;Estatal;Urbano;5;0;29;0;8;0;1;0;0;16;0;137;0;3;0;1;0;0;13;0;10;0;30;0;0;6;0;0;0;23;0;0;0;0;0;60;0;0;0;0;2341;0;6;0;0;554;0;0;0;0;0;0;0;0;0;0
Chaco;GENERAL GUEMES;Estatal;Rural;8;0;118;0;32;0;2;0;0;57;0;572;2;85;0;92;2;23;27;0; ; ;72;0;2;1;0; ; ;8;0;0;0;0;0;209;0;1;143;0;5689;0;92;0;8;659;0;0;0;0;0;0;0;0;0;0
Chaco;GENERAL GUEMES;Estatal;Urbano;13;0;72;0;15;0;2;0;2;36;0;389;0;37;0;1;0;5;46;0;38;0;120;0;0;11;0;0;0;25;0;0;0;0;0;251;0;1;0;0;9070;23;57;10;3;3050;0;0;0;0;0;0;0;0;0;0
Chaco;GENERAL GUEMES;Privado;Rural;0;0;5;0;0;0;0;0;1;6;0;37;0;11;0;0;0;0;15;0;7;0;28;0;0;11;0;63;0;6;0;0;0;0;0;0;0;0;0;0;1467;12;92;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaco;GENERAL GUEMES;Privado;Urbano;4;0;43;0;9;0;0;0;2;8;0;77;0;6;0;0;0;2;16;0;63;0;25;0;1;13;0;17;0;13;0;0;0;0;0;260;0;0;0;0;2304;38;226;0;16;847;0;25;0;9;0;0;0;22;0;0
Chaco;INDEPENDENCIA;Estatal;Rural;0;0;7;0;0;0;0;0;0;4;0;43;0;3;0;21;0;0;2;0; ; ;5;0;0; ; ; ; ; ; ; ;0;0;0;39;0;0;0;0;660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaco;INDEPENDENCIA;Estatal;Urbano;10;0;45;0;0;0;0;0;0;16;0;192;0;5;0; ; ;0;15;0; ; ;45;0;0;2;0; ; ;2;0;0;0;0;0;23;0;0;313;0;3278;10;0;0;0;378;0;0;0;0;0;0;0;0;0;0
Chaco;LIBERTAD;Estatal;Rural;1;0;9;0; ; ; ; ;0;1;0;36;0;0;0;5;0;1;3;0; ; ;3;0;0; ; ; ; ; ; ; ;0;0;0;2;0;3;0;0;408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chaco;LIBERTAD;Estatal;Urbano;5;0;27;0;4;0;0;0;3;6;0;81;0;1;0;0;0;0;12;0;15;0;27;0;0;2;0;0;0;6;0;0;0;0;0;16;0;0;0;0;2415;0;0;0;0;488;0;0;0;0;0;0;0;0;0;0
