provincia;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;25años;26años;27años;28años;29años;Menosde18años;11añosymenos;6añosymás;18añosymás;25añosymás;30añosymás;De20a24años;De25a29años
Buenos Aires;SAN FERNANDO;Privado;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;923;95;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;42;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;2°; ; ; ; ; ; ; ;1278;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;3°; ; ; ; ; ; ; ; ;1259;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;4°; ; ; ; ; ; ; ; ; ;1274;14;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;5°; ; ; ; ; ; ; ; ; ; ;1271;15;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;6°; ; ; ; ; ; ; ; ; ; ; ;1251;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ; ;1129;37;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;1090;45;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1097;75;11;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;Deambuladores; ;35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;Lactantes;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;Sala de 2; ; ;246; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;Sala de 3; ; ; ;872; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;Sala de 4; ; ; ; ;1117; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;Sala de 5; ; ; ; ; ;1309; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;29;32;49;63;62;51;29;27;37;26;17;17; ; ; ; ; ;124; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;1°; ; ; ; ; ; ;1565;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1388;594;340;100;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1222;563;347;125; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1015;458;238; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ;125; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;51;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;2°; ; ; ; ; ; ; ;1579;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;3°; ; ; ; ; ; ; ; ;1543;57;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;4°; ; ; ; ; ; ; ; ; ;1574;92;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;5°; ; ; ; ; ; ; ; ; ; ;1472;99;22;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;6°; ; ; ; ; ; ; ; ; ; ; ;1462;75;23;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ; ;1484;238;44;9;9;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;1538;343;123;41;16;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1608;560;281;78;15;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;Sala de 2; ; ;137; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;Sala de 3; ; ; ;1194; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;Sala de 4; ; ; ; ;1541; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;Sala de 5; ; ; ; ; ;1583; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54;79;56;83;85;103;90;105;126;80;78;101; ; ; ; ; ;557; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;1°; ; ; ; ; ; ;2621;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2787;173;29;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2765;176;26;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2596;164;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;108;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;2°; ; ; ; ; ; ; ;2696;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;3°; ; ; ; ; ; ; ; ;2742;32;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;4°; ; ; ; ; ; ; ; ; ;2818;30;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;5°; ; ; ; ; ; ; ; ; ; ;2819;29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;6°; ; ; ; ; ; ; ; ; ; ; ;2877;45;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ; ;2750;88;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;2776;102;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2756;123;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;Deambuladores; ;212; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;Lactantes;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;Sala de 2; ; ;749; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;Sala de 3; ; ; ;1726; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;Sala de 4; ; ; ; ;2130; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;Sala de 5; ; ; ; ; ;2411; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95;148;194;166;145;137;114;80;86;81;65;49;9; ; ; ; ;694; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;1°; ; ; ; ; ; ;3341;11; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2184;876;453;224;71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;27; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1812;915;493;164; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;43; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1444;676;357; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;156; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;231;42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;2°; ; ; ; ; ; ; ;3236;19;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;3°; ; ; ; ; ; ; ; ;3204;184;31;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;4°; ; ; ; ; ; ; ; ; ;3092;254;53;10;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;5°; ; ; ; ; ; ; ; ; ; ;2886;265;67;17;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;6°; ; ; ; ; ; ; ; ; ; ; ;2729;238;72;24;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ; ;2757;539;126;54;35;26;13;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;2781;677;238;104;27;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2466;988;448;151;37;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;Deambuladores; ;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;Lactantes;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;Sala de 2; ; ;42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;Sala de 3; ; ;4;1425; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;Sala de 4; ; ; ; ;2871; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;Sala de 5; ; ; ; ; ;3077; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Estatal;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;103;199;296;385;353;388;346;357;328;292;263;281;6; ; ; ; ;2413; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;1°; ; ; ; ; ; ;2904;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2539;156;40;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2500;195;37;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2333;224;35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;2°; ; ; ; ; ; ; ;2982;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;3°; ; ; ; ; ; ; ; ;2930;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;4°; ; ; ; ; ; ; ; ; ;2791;28;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;5°; ; ; ; ; ; ; ; ; ; ;2808;20;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;6°; ; ; ; ; ; ; ; ; ; ; ;2769;24;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ; ;2716;49;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;2618;122;6;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2672;143;18;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;Deambuladores; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;Sala de 2; ; ;142; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;Sala de 3; ; ; ;796; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;Sala de 4; ; ; ; ;1913;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;Sala de 5; ; ; ; ; ;2345; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; 
Buenos Aires;SAN MIGUEL;Privado;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;40;84;111;131;122;128;119;139;155;141;96;87; ; ; ; ; ;222; ; 
Buenos Aires;SAN NICOLAS;Estatal;Rural;1°; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Rural;2°; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Rural;3°; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Rural;4°; ; ; ; ; ; ; ; ; ;14;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Rural;5°; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Rural;6°; ; ; ; ; ; ; ; ; ; ; ;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Rural;Sala de 3; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Rural;Sala de 4; ; ; ; ;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Rural;Sala de 5; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;1°; ; ; ; ; ; ;1683; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1068;384;229;42;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;6; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;991;349;203;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;725;291;143; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;48; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;230;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;32; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;2°; ; ; ; ; ; ; ;1700;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;3°; ; ; ; ; ; ; ; ;1636;85;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;4°; ; ; ; ; ; ; ; ; ;1496;110;11;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;5°; ; ; ; ; ; ; ; ; ; ;1522;157;22;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;6°; ; ; ; ; ; ; ; ; ; ; ;1510;159;36;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ; ;1468;222;58;56;23;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;1471;287;110;17;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1339;314;126;48;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;Sala de 2; ; ;190;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;Sala de 3; ; ; ;1008;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;Sala de 4; ; ; ; ;1557;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;Sala de 5; ; ; ; ; ;1519; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;196;277;253;266;217;229;215;191;173;138;134;155;22; ; ; ; ;534; ; 
Buenos Aires;SAN NICOLAS;Privado;Urbano;1°; ; ; ; ; ; ;920;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Privado;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;800;54;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Privado;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;717;83;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
