provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Buenos Aires;25 DE MAYO;Estatal;Rural;49; ; ; ; ; ; ; ; ; ; ; ; ;311; ; ; ; ; ; ; ;647;62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;514;496;328;940;328;11;29;6; ; ;22;54; ; ;2; ;10;2;7; ;25;7;4;1;2;5; ; ; ;21; ; ;4; ; ; ; ; 
Buenos Aires;25 DE MAYO;Estatal;Urbano;43; ; ; ; ; ; ; ; ; ; ; ; ;1287; ; ; ; ; ; ; ;2117; ; ; ; ; ; ; ;49; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1859;531;55;1560; ;20;12;7;1; ;28;336;159; ;9; ;19;10;7; ;8;9;7; ;5;7;7;2;3;47; ; ;78; ; ; ; ; 
Buenos Aires;25 DE MAYO;Privado;Urbano;9; ; ; ; ;307; ; ; ; ; ; ; ;593; ; ; ; ; ; ; ;733; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;3; ; ;6;122; ; ; ; ;3; ;2; ;3;2;2; ;1;2;1;1;3;7; ; ;8; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;48; ; ; ; ; ; ; ; ; ; ; ; ;443; ; ; ; ; ; ; ;622; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;906;544;97;975;122;13;22;7; ;4;15;34;411; ;9; ;9;9;5; ;12;12;2; ;6;3;3; ; ;5; ;1;15; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;37; ; ; ; ; ; ; ; ; ; ; ; ;1996; ; ; ; ; ; ; ;3124; ; ; ; ; ; ; ;170; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ;4;1; ; ; ;3; ;1;2; ; ; ; ;2; ; ;1; ;6; ;1; ;7;3; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ;2868;549;30;3592;30;12;12;8;2; ;69;1371;462; ;10;1;13;10;8; ;9;11;7; ;9;7;13; ;3;39; ; ;43; ;5; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;7; ; ; ; ;176; ; ; ; ; ; ; ;563; ; ; ; ; ; ; ;866; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ;1;101; ; ;2; ;1;2;3; ;1;3;3; ; ;3;2;1;1;5;2; ;7;1; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;26;1; ; ; ; ; ; ; ; ; ; ; ;128; ; ; ; ; ; ; ;244; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;341;49; ;193; ;7;13;1; ;2;1;35;38; ;7; ;4;4;8; ;5;7;3; ;1;3; ; ; ;4; ;1;8; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;19; ;1; ; ; ; ; ; ; ; ; ; ;471; ; ; ; ; ; ; ;992; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;3;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1073;378;100;880;100;5;6;7; ; ;25;193;214; ;4; ;4;4;4; ;5;6;6; ;4;5;9; ; ;24; ;3;13; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;22; ;3; ; ; ; ; ; ; ; ; ; ;146; ; ; ; ; ; ; ;270; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;261;108;74;403;74;6;9;4; ; ;16;91; ; ;2; ;6;2;5; ;7;5;2; ;3;3;2; ; ;10; ; ;8; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano;14; ; ; ; ; ; ; ; ; ; ; ; ;346; ; ; ; ; ; ; ;363; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;793;118; ;601; ;4;4;3;1; ;63;105;125; ;4; ;4;4;3; ;2;4;4; ;1;3;3; ; ;2; ; ;12; ; ;1; ; 
Buenos Aires;ALBERTI;Estatal;Rural;17; ; ; ; ; ; ; ; ; ; ; ; ;157; ; ; ; ; ; ; ;193; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;413;152;101;317;73;5;8;2; ; ;21;47;31; ;2; ;4;2;3; ;6;4;2; ; ;2;2; ; ; ; ; ;1; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ;350; ; ; ; ; ; ; ;699; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3; ; ; ;1; ;3; ; ; ; ; ; ;1;1; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;573;276; ;678; ;4;2;3; ; ;10;2;94; ;2; ;4;2;2; ;2;3;3; ;3;3;2; ; ;17; ; ;13; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;237; ;2;1; ; ; ; ; ; ; ; ; ;20562; ; ; ; ; ; ; ;32613; ; ; ; ; ;77; ;234; ; ; ; ; ; ; ;48;1;1;1; ;10; ; ;16; ; ; ; ;133;6; ;5;1;211;28;10;63;5;4;1;1;216;7;4;13; ;420;53;11;23;17;6;1;1;5; ;1; ; ;8;6; ; ; ; ; ; ;34113;16180;15447;24616;1023;57;75;78;1;300;2384;13278;2167; ;60;2;60;60;71;1;72;79;83; ;82;83;176;22;89;512;110;79;207;47;26; ; ; 
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;175; ; ; ; ;3021; ; ; ; ; ; ; ;16444; ; ; ; ; ; ; ;14354; ; ; ; ; ;162; ;136; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;3;2; ;1; ;7; ;2;7; ;12;3;6;12;7;3;3; ;10;1;3; ; ;40;24;6;4;6;12;7; ;6; ; ; ;1;12;4; ;2;1;1; ; ;46; ;128;286; ;53;45;51;2;8;1082;3590;282;293;59; ;54;60;42;1;39;42;50; ;20;51;14;25;85;45;152;43;22;61;6; ; ; 
Buenos Aires;ARRECIFES;Estatal;Rural;14;9; ; ; ; ; ; ; ; ; ; ; ;61; ; ; ; ; ; ; ;170; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;28;145; ;173; ;3;10;1; ; ;3;81; ; ;1; ;3;1;3; ;7;3;1; ; ;1;1; ; ;3;3; ;6; ; ; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;31; ;3; ; ; ; ; ; ; ; ; ; ;1372; ; ; ; ; ; ; ;2746; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2; ; ; ; ;4; ; ; ; ;1; ; ;1;3; ; ; ;5; ; ; ; ;5;1;2; ;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2331;544;515;2338; ;13;9;8;1;84;23;896;96; ;8; ;9;10;6; ;8;7;6;1;6;6;1; ;1;49;4;25;31;1;1; ; ; 
Buenos Aires;AVELLANEDA;Estatal;Urbano;185; ; ; ; ; ; ; ; ; ; ; ; ;12657; ; ; ; ; ; ; ;20355;215;230; ; ; ; ; ;604;15; ; ; ; ; ; ;15;1;1;4; ;15;11;1;90;7; ; ;1;52;6;1;6;2;101;54;7;223;27;3; ;7;88;4;3;12; ;305;93;15;136;23;18;1;4;29;1;16;14;1;39;27;4;13;8;4; ;8;18192;11288;4769;13967; ;63;53;37;10;207;1597;11984;3376;30;66; ;64;71;39;2;39;55;40; ;39;39;60;29;83;449;90;24;221;17;19; ; ;1
Buenos Aires;AVELLANEDA;Privado;Urbano;119; ; ; ; ;2480; ; ; ; ; ; ; ;10524; ; ; ; ; ; ; ;10909; ; ; ; ; ; ; ;82; ;28; ; ; ; ; ;1;2;1; ;1;5;2;2;21;3; ; ; ;2;1; ;5;3;8;3;3;27;3;5;1; ;14;5;1;4;1;19;21;2;38;10;12;1;5;9; ; ;2; ;5; ; ;1; ; ; ; ;220; ; ;173; ;37;35;30;4; ;260;2476;520;570;39;1;37;38;28; ;22;29;28;1;16;26;14;48;39;72;160;31;28;53;10; ; ; 
Buenos Aires;AYACUCHO;Estatal;Rural;39; ; ; ; ; ; ; ; ; ; ; ; ;199; ; ; ; ; ; ; ;164; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;235;177;54;69; ;5;19;1; ;2;9;6; ; ;6;2; ;6;24;1;3;24;1;1; ;1; ; ;2;13; ; ;2; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;25; ; ; ; ; ; ; ; ; ; ; ; ;949; ; ; ; ; ; ; ;1932; ; ; ; ; ; ; ;51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;1; ; ;626;386;485;1216;26;8;6;9;2;1;1;178;59; ;5; ;6;5;4; ;4;5;6; ;7;5;7;1;3;20; ;38;31; ;1; ; ; 
Buenos Aires;AZUL;Estatal;Rural;43; ; ; ; ; ; ; ; ; ; ; ; ;171; ; ; ; ; ; ; ;147; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;225;178;116;313;91;7;25;2; ;1;29;33; ; ;8; ;4;6;9; ;19;8;2; ; ;3;1; ;1;6;1; ;3; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;61; ; ;2; ; ; ; ; ; ; ; ; ;2258; ; ; ; ; ; ; ;4420; ; ; ; ; ; ; ;158; ; ; ; ; ; ; ;4; ;1;1; ; ; ; ;1; ; ; ; ;4; ; ; ; ;4;1; ;6; ; ; ; ;9;1; ;1; ;10; ; ;1;1;1; ; ; ; ; ; ; ;1;1; ;2; ; ; ; ;2987;1269; ;2771; ;20;20;13;4;11;180;1608;423; ;15; ;20;15;13; ;15;18;16; ;9;16;8;6;6;68;11;2;65;5;3; ; ;2
Buenos Aires;AZUL;Privado;Urbano;21; ; ; ; ;362; ; ; ; ; ; ; ;2043; ; ; ; ; ; ; ;1436; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;105; ; ;110; ;4;7;7;3; ;16;1048; ; ;4; ;4;4;4; ;6;4;7; ;3;7;1;3; ;15;8; ;8;1; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;6; ; ; ; ; ; ; ; ; ; ; ; ;115; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ;12;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;149;44; ;33; ;1;4; ; ; ;22; ;33; ;1; ; ;1;4; ;1;5; ; ; ; ; ; ; ;9;1; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;196; ; ;8; ; ; ; ; ; ; ; ; ;10323; ; ; ; ; ; ; ;18279; ;89;139; ; ;402; ;1077;10;63;63;11; ; ; ;1; ;1;3;1;5;1; ;4; ; ;1; ;15; ;9;2; ;15;6;1;32;7;3;1;2;49;3;10;5;3;37;1;1;18;10;7; ;4;8;2;19;1;2;5;1;1;1;2;1; ; ;10546;3884;1249;9363; ;59;66;50;11;68;928;9359;624; ;61;1;56;61;61; ;61;66;55; ;44;53;98;9;31;466;13;37;360;8;19;3; ;7
Buenos Aires;BAHIA BLANCA;Privado;Urbano;85; ; ; ; ;1928; ; ; ; ; ; ; ;5598; ; ; ; ; ;571; ;6998; ; ; ; ; ;356; ;996; ; ;47; ;78; ; ; ;2;2; ; ; ; ; ;3;2; ; ; ; ; ;1; ; ; ;1; ;6;3;6; ; ;1;3;3;1; ;2;1; ;4;5;18;2;1;2;1;2; ; ;1; ; ;2; ; ;2; ;369;47; ;207; ;27;22;23;10; ;10;988;322; ;26; ;27;26;13; ;17;14;22; ;1;21;17;21;41;35;31;15;33;20;17; ; ;3
Buenos Aires;BALCARCE;Estatal;Rural;34; ; ; ; ; ; ; ; ; ; ; ; ;175; ; ; ; ; ; ; ;313; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;270;135; ;301; ;8;21;4; ;3;13;52; ; ;4; ;4;4;12;1;8;12;3; ;3;3; ; ; ;6; ;2;13; ; ; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;46; ; ; ; ; ; ; ; ; ; ; ; ;1594; ; ; ; ; ; ; ;3758; ; ; ; ; ; ; ;158; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ;3; ; ; ; ;4; ; ; ; ;3; ; ;1; ; ; ; ;26; ;1; ; ;13; ;3;2;3;3; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1583;974; ;1404;245;16;12;13;2;22;151;1939;256; ;11; ;16;11;8; ;9;10;12; ;9;12;10; ;9;19;1;15;47;1;5; ; ;1
Buenos Aires;BALCARCE;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ;581; ; ; ; ; ; ; ;210; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ;3; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1; ; ;4;17; ; ; ; ;3; ;2; ;3;2;1; ; ;1;1; ; ;5; ;1;5; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Rural;25; ; ; ; ; ; ; ; ; ; ; ; ;270; ; ; ; ; ; ; ;452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;476;457;93;423;133;4;12;5; ; ;0;174;50; ;2; ;5;2;2;2;10;3;2;1;2;4; ;2; ;11;2; ;4; ;1; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;40; ; ; ; ; ; ; ; ; ; ; ; ;1501; ; ; ; ; ; ; ;2159; ; ; ; ; ;472; ;152; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;2; ; ; ; ;9; ; ; ; ;1; ; ;5; ; ; ; ;6; ; ; ; ;7; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;1147;385;92;1528; ;13;10;9;2;17;38;1287;122;342;9;2;17;10;4; ;9;5;8;1;5;8;17;11;3;38;36; ;43;4;3; ; ; 
Buenos Aires;BARADERO;Privado;Urbano;10; ; ; ; ;57; ; ; ; ; ; ; ;461; ; ; ; ; ; ; ;713; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;2; ; ;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ;0;134; ; ;1; ;4;1; ; ;3; ;3; ; ;3;2;2; ;7;9; ;1;24; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;13; ; ; ; ; ; ; ; ; ; ; ; ;110; ; ; ; ; ; ; ;137; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;179;408; ;481; ;5;5;3; ; ;0;0; ; ;1; ;5;1;1;1;5;1; ; ;3; ;1; ;1;2; ; ; ; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ;624; ; ; ; ; ; ; ;1619; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;3; ; ; ;1; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;2124;425;273;1949;7;3;6;6;1; ;22;655;118; ;4; ;4;4;4; ;5;5;6; ;4;5;1;1;1;31;6; ;33;4; ; ; ; 
Buenos Aires;BERAZATEGUI;Estatal;Urbano;182; ; ;18; ; ; ; ; ; ; ; ; ;12928; ; ; ; ; ; ; ;24583; ; ; ; ; ; ; ;65; ; ; ; ; ; ; ;10; ; ; ;1;3; ; ;4; ;1; ; ;77;1; ;10; ;38;5;1;25;5;4; ; ;215;5;2;6;1;123;12;8;21;15;11; ;1;1; ; ; ; ;3;4; ;1; ; ; ; ;24312;9614;4805;19963; ;56;53;54;3;209;1336;11141;2862; ;61; ;60;61;44;1;45;55;60;1;60;60;57;22;81;258;37;114;155;18;4; ; ; 
Buenos Aires;BERAZATEGUI;Privado;Urbano;103; ; ; ; ;2423; ; ;172; ; ; ; ;12105; ; ;202; ; ; ; ;8243; ; ; ; ; ;525; ;129;19; ; ; ; ; ; ; ;1;2; ;1;2;1; ;2;1;2; ; ;10; ;2;1;2;10;5;1;6;3;9; ; ;5;2; ;1;2;13;3;5;8;13;10;1; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;32;33;31;3;234;115;2255;549; ;33;2;34;33;30;4;31;31;25; ;21;28;4;32;89;48;88;74;21;20;4; ; ; 
Buenos Aires;BERISSO;Estatal;Urbano;57; ;33;2; ; ; ; ; ; ; ; ; ;3297; ; ; ; ; ; ; ;7478; ; ; ; ; ; ; ;299; ;35; ; ; ; ; ;1; ; ;2; ;7;3; ; ; ; ; ; ;14;5; ;5;2;67;31;3;5; ;1; ; ;16;3;2;2; ;169;51;2;4; ;1; ; ;2; ; ;1; ;4;5; ;1; ; ; ; ;6170;4462;1676;5838;20;13;20;17;2;16;327;1392;698; ;13; ;14;13;14; ;15;18;18; ;15;19;14;14;10;109;7;13;151;3;3; ; ;2
Buenos Aires;BERISSO;Privado;Urbano;21; ; ; ; ; ; ; ; ; ; ; ; ;1235; ; ; ; ; ; ; ;1384; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;204; ;8;7;6;1; ;3;213;185; ;7; ;8;8;3; ;6;4;7; ;2;7;2;2;13;16;6;7;6;6; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Rural;40; ; ; ; ; ; ; ; ; ; ; ; ;177; ; ; ; ; ; ; ;257; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;218;137;77;365; ;8;16;4; ;12;22;89;77; ;4; ;6;3;12; ;12;14;2; ;4;2;3; ;3;8;1; ;6; ; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;38; ; ;1; ; ; ; ; ; ; ; ; ;1112; ; ; ; ; ; ; ;2122; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ;2; ; ; ; ;8;1; ; ;1; ; ;1;2; ;1; ; ;13;4; ;1;1; ; ; ;1; ; ; ; ;5; ; ; ; ; ; ; ;1447;586;542;1494;41;14;10;6;1;2;103;569;208; ;10; ;15;10;7; ;8;9;8; ;7;7;7; ;3;49; ; ;37; ; ; ; ; 
Buenos Aires;BOLIVAR;Privado;Urbano;7; ; ; ; ;93; ; ; ; ; ; ; ;365; ; ; ; ; ; ; ;513; ; ; ; ; ; ; ;25;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1; ;17;0; ; ; ; ;2; ;1;1;2;1;2; ; ;2;1;1; ;6; ; ;3;1; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Rural;22; ; ; ; ; ; ; ; ; ; ; ; ;214; ; ; ; ; ; ; ;282; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;314;221; ;465; ;6;10;3; ;1;14;43;152; ;3; ;3;4;4; ;5;6;2; ;2;2; ; ; ;13; ; ;5; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Urbano;31; ; ; ; ; ; ; ; ; ; ; ; ;1921; ; ; ; ; ; ; ;2657; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ;1; ; ; ; ;2;1; ;2; ; ; ;2;2; ; ;1; ;4; ; ;5; ; ; ; ;3; ;1;3; ;4;1; ;1;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1913;748;80;2476;314;10;11;9;1;98;170;617;285; ;9; ;9;10;6; ;8;9;8; ;4;9;19;3;2;65;2; ;66;27; ; ; ; 
