anio,provincia,departamento,sector,ambito,localizacion,electricidadsi,electricidadredpública,electricidadgrupoelectrógeno,electricidadpanelfotovoltaicosolar,electricidadgeneradoreólico,electricidadgeneradorhidráulico,electricidadotro,equipamientoestablecimientotelevisor,equipamientoestablecimientosistemamultimediaocañón,equipamientoestablecimientoscanner,equipamientoestablecimientowebcam,equipamientoestablecimientoreproductordecd,equipamientoestablecimientoreproductordedvd,equipamientoestablecimientoimpresora,equipamientoestablecimientoequipoemisorderadioamfm,equipamientoestablecimientoequiporeceptorderadioamfm,equipamientoestablecimientoservidorparausoescolar,equipamientoestablecimientoimpresora3d,equipamientoestablecimientoequipodesonido,equipamientoestablecimientopizarrasdigitales,equipamientobibliotecatelevisor,equipamientobibliotecasistemamultimediaocañón,equipamientobibliotecascanner,equipamientobibliotecaequipamientobibliotecawebcam,equipamientobibliotecareproductordecd,equipamientobibliotecareproductordedvd,equipamientobibliotecaimpresora,equipamientobibliotecaequipoemisorderadioamfm,equipamientobibliotecaequiporeceptorderadioamfm,equipamientobibliotecaservidorparausoescolar,internettipodeserviciogratuito,internettipodeserviciopago,internettipodeconexióntelefónica,internettipodeconexiónadsl,internettipodeconexióncablemódem,internettipodeconexiónsatelital,internettipodeconexiónotrotipo,internettipodeconexiónmóvil,espaciosconconexióneneláreadeadministración,espaciosconconexiónenlasaulas,espaciosconconexiónenlabibliotecas,espaciosconconexiónenotroespaciodelestablecimiento,espaciosconconexiónenellaboratorio,cooperadoraconpersoneríajurídica,cooperadorasinpersoneríajurídica,cooperadorano,sistemadegestiónescolarsi,sistemadegestiónescolarprovistoporelministerio,sistemadegestiónescolardesarrolladoporterceros,sistemadegestiónescolarencargadoporelestablecimiento,sistemadegestiónescolarplanilladecalculo,disponedesalaolaboratoriodeinformáticasi,laboratoriofuncionaesespacioexclusivosi,bibliotecadisponedealmenosunasi,bibliotecafuncionaesespacioexclusivosi,subvenciónestataljardínmaternalsi,subvenciónestataljardíndeinfantessi,subvenciónestatalprimariasi,subvenciónestatalsecundariasi,subvenciónestatalsnusi
2012,Buenos Aires,MONTE,Estatal,Urbano,21,21,21, , , , , ,18,7,3, ,16,17,18,5,8, , , , ,5,2, , ,6,6,5,2,1,1,6,5,2,6, ,1,2, , , , , , ,13, ,8,9,9, , ,2,7, ,14, , , , , , 
2012,Buenos Aires,MONTE,Privado,Urbano,9,6,6, , , , , ,6,4,4,3,6,6,6, ,5, , , , ,2, , , ,2,3, , ,2, ,2,4,2, , ,2,3, , , , , , , ,1,4,5,5,1, ,2,5, ,3, , ,3,3,3, 
2012,Buenos Aires,MONTE HERMOSO,Estatal,Urbano,7,7,7, , , , , ,6,4,3,2,7,5,6,2,6, , , , ,2,1,1, ,2,1,2, ,2,1,6,1,4,1,3, , , , , , , , ,5,1,1, , , , , ,2, ,4, , , , , , 
2012,Buenos Aires,MORENO,Estatal,Urbano,233,209,208, , , , ,1,163,45,36,16,142,146,118,33,79, , , , ,43,4,7,2,23,32,22,9,10,3,43,10,23,10,15,7,3, , , , , , ,89,44,55,84,76,5,2,9,59, ,149, , , , , , 
2012,Buenos Aires,MORENO,Privado,Urbano,128,112,111,1, , , , ,107,62,53,23,97,101,104,25,62, , , , ,15,6,6,5,11,13,11,4,3,6,4,96,49,17,28,8,7, , , , , , , , ,91,60,47,8,10,13,87, ,56, ,1,35,36,36, 
2012,Buenos Aires,MORON,Estatal,Urbano,168,162,162, , , , , ,129,34,29,11,107,110,126,21,65, , , , ,37,4,1,3,20,25,17,4,7,4,43,17,28,6,18,2,10, , , , , , ,27,99,32,94,86,5,4,17,60, ,111, , , , , , 
2012,Buenos Aires,MORON,Privado,Urbano,130,115,115, , , , , ,112,77,75,28,114,108,114,24,75, , , , ,27,23,15,4,34,31,30,7,11,24,1,111,40,42,30,4,2, , , , , , ,3, ,96,73,68,19,15,8,93, ,63, ,6,37,34,36,7
2012,Buenos Aires,NAVARRO,Estatal,Rural,33,30,30,1, , , , ,28,4,2,2,20,20,14,6,14, , , , ,4, , , ,1,2,1, ,1,2,9,2, ,1, ,7,3, , , , , , ,23,5,2,13,12,2, ,4,4, ,18, , , , , , 
2012,Buenos Aires,NAVARRO,Estatal,Urbano,20,20,20, , , , , ,15,4,4,1,12,12,11,6,11, , , , ,4, ,1, ,2,2,2,1,2,2,10,1,1,2,4,3,3, , , , , , ,10,1,9,13,13, , ,4,3, ,15, , , , , , 
2012,Buenos Aires,NAVARRO,Privado,Urbano,6,6,6, , , , , ,6,5,4,2,6,6,5, ,3, , , , ,2, ,1, , , ,1, , ,2,5, , , ,5, , , , , , , , , , ,6,6,4,2,1,1,5, ,5, , ,1,2,2,1
2012,Buenos Aires,NECOCHEA,Estatal,Rural,25,24,23,1, , , , ,18,3,7,1,12,10,15,3,11, , , , ,2,1,1, ,2,3,4,2,1, ,9, ,2, , ,6,2, , , , , , ,15,4,4,5,5,1, ,1,3, ,7, , , , , , 
2012,Buenos Aires,NECOCHEA,Estatal,Urbano,69,64,64, , , , , ,52,23,17,5,48,43,55,7,32, , , , ,16,8,3,1,11,13,9, ,5,3,25,10,14,7,9,6,2, , , , , , ,26,28,9,34,34,2, ,10,19, ,40, , , , , , 
2012,Buenos Aires,NECOCHEA,Privado,Urbano,38,36,36, , , , , ,31,23,15,11,29,25,31,9,26, , , , ,6,5,2, ,9,6,10,2,2,3,2,29,15,3,15, ,1, , , , , , ,1,1,33,20,19, ,1,1,18, ,14, ,2,14,9,10,1
2012,Buenos Aires,OLAVARRIA,Estatal,Rural,55,50,45,3,5, , , ,42,6,4,1,32,22,23,13,26, , , , ,6, ,2, ,2,2,2,2,2,4,9,6, , ,2,13,1, , , , , , ,20,14,14,4,4, , , ,4, ,21, , , , , , 
2012,Buenos Aires,OLAVARRIA,Estatal,Urbano,93,93,91,1,2, , , ,83,23,34,8,68,69,80,25,57, , , , ,29,9,6,4,21,20,21,10,14,7,34,16,15,7,24,5,2, , , , , , ,46,26,18,40,31,6,2,11,21, ,67, , , , , , 
2012,Buenos Aires,OLAVARRIA,Privado,Urbano,33,31,31, , , , , ,31,24,17,5,31,29,30,10,20, , , , ,8,5,2,1,7,6,3,1,2,2,1,27,17,2,11, ,1, , , , , , ,1, ,28,16,15,5,3,4,19, ,16, ,1,13,9,9,1
2012,Buenos Aires,PATAGONES,Estatal,Rural,42,39,37, ,2, , , ,34,5,6,2,25,19,23,10,14, , , , ,4, , , ,1,1,3,1, ,2,7,5,1, ,1,7,4, , , , , , ,15,18,7,15,14, , ,4,2, ,19, , , , , , 
2012,Buenos Aires,PATAGONES,Estatal,Urbano,26,26,26, , , , , ,19,11,5,1,16,18,21,1,7, , , , ,5,3,1, ,4,5,6,1,3,1,7,4,6,1,1,3,1, , , , , , ,7,12,4,13,13,1, ,3,8, ,19, , , , , , 
2012,Buenos Aires,PATAGONES,Privado,Urbano,5,5,5, , , , , ,5,4,4,1,4,4,5,2,2, , , , , , , , ,2,1,1,1,1,1, ,4,1,3, , , , , , , , , , ,1,4,3,2,1, , ,4, ,5, , ,1,2,2, 
2012,Buenos Aires,PEHUAJO,Estatal,Rural,42,41,41, , , , , ,37,3,5,2,23,23,14,6,13, , , , ,5,1, , ,3,2,1, ,1, ,7,1, , , ,8, , , , , , , ,25,8,6,8,7,1, ,2,5, ,16, , , , , , 
2012,Buenos Aires,PEHUAJO,Estatal,Urbano,41,40,39, , , , , ,35,13,10,5,31,28,29,10,23, , , , ,10,4,3,2,7,9,4,2,3,3,7,7,6,5, ,4,1, , , , , , ,24,6,7,15,12,4,1,5,14, ,26, , , , , , 
2012,Buenos Aires,PEHUAJO,Privado,Urbano,8,8,8, , , , , ,8,5,5,3,7,8,8,5,6, , , , , , , , ,1, , , , ,1, ,8,1,1,6, , , , , , , , ,1, ,7,7,4,3, ,1,6, ,5, , ,2,1,2, 
2012,Buenos Aires,PELLEGRINI,Estatal,Rural,10,10,8, ,1, , ,1,7,2,2, ,6,6,4,3,3, , , , ,1,1, , ,1,1,1, , , ,1,1, , , ,2, , , , , , , ,5,3,1,3,3, , , ,1, ,3, , , , , , 
2012,Buenos Aires,PERGAMINO,Estatal,Rural,51,45,45, , , , , ,35,4,4,1,23,25,19,8,12, , , , ,2, ,1, , ,1,1, ,1, ,11,9,2,2,11,6, , , , , , , ,19,12,11,10,9,1,1,2,6, ,15, , , , , , 
2012,Buenos Aires,PERGAMINO,Estatal,Urbano,68,63,63, , , , , ,51,21,13,9,45,50,46,15,31, , , , ,20,4,3,1,13,14,12, ,8,8,16,24,9,4,24,1,4, , , , , , ,36,19,6,34,32,6,1,9,18, ,41, , , , , , 
2012,Buenos Aires,PERGAMINO,Privado,Rural,5,5,5, , , , , ,5,3,4,1,4,4,5,2,5, , , , ,2, ,1, , , ,2, ,1, ,1,4, ,1,3,1,1, , , , , , ,3, ,2,3,3, , , ,3, ,3, , , , ,5, 
2012,Buenos Aires,PERGAMINO,Privado,Urbano,32,31,31,1, , , , ,28,15,19,5,28,25,27,6,19, , , , ,7, ,1,1,1,3,1, ,4,5,1,21,5,4,10,1,2, , , , , , , ,2,26,13,11,2,2,1,20, ,18, ,2,10,5,5, 
2012,Buenos Aires,PILA,Estatal,Rural,16,14,2,9,4,2, ,1,14, ,1, ,5,6,4, ,2, , , , , , , , , , , , , , ,1, , , , ,1, , , , , , , ,15, ,1,2,2, , , , , ,2, , , , , , 
2012,Buenos Aires,PILA,Estatal,Urbano,11,11,6,2,1,2, ,1,8,2, , ,7,5,6, ,8, , , , ,2, , , , ,1, , , , ,1, , ,1, , , , , , , , , ,4,1,6,4,4, , , ,2, ,6, , , , , , 
2012,Buenos Aires,PILAR,Estatal,Urbano,132,128,127, , , , ,1,92,20,18,5,73,77,92,14,46, , , , ,34,7,1,2,17,18,10,3,3,2,45,13,28,8,23,6,1, , , , , , ,65,37,23,65,54,4,2,12,28, ,92, , , , , , 
2012,Buenos Aires,PILAR,Privado,Urbano,154,133,133,3, , , , ,123,100,86,39,126,121,130,43,87, , , , ,32,20,10,3,32,27,20,7,13,13,5,123,32,48,42,8,7, , , , , , ,3, ,104,84,60,34,19,16,108, ,83, , ,25,28,25,1
2012,Buenos Aires,PINAMAR,Estatal,Urbano,19,19,19, , , , , ,18,7,6,7,16,17,18,8,15, , , , ,3,1, ,1,2,2,2,1,1,1,19, ,8,5,10, , , , , , , , ,13,5,1,12,11, , ,4,3, ,15, , , , , , 
2012,Buenos Aires,PINAMAR,Privado,Urbano,6,4,4, , , , , ,4,1,4,2,4,4,4,2,2, , , , , , , , , , , , , , , ,4, ,3,1, , , , , , , , , , ,4, , , , , ,2, , , , , , , , 
2012,Buenos Aires,PRESIDENTE PERON,Estatal,Urbano,40,39,39, , , , , ,27,5,7,5,24,23,22,1,15, , , , ,6,1,1,1,3,4,3,1,1,3,5,2,5,2,3, , , , , , , , ,20,10,8,30,28,2, ,4,10, ,32, , , , , , 
2012,Buenos Aires,PRESIDENTE PERON,Privado,Urbano,10,9,9, , , , , ,7,7,3, ,8,6,7,1,4, , , , ,1,1, , , , , , , , , ,7,4,1,2, , , , , , , , , , ,8,4,4,2, ,1,6, ,3, , ,2,3,3, 
2012,Buenos Aires,PUAN,Estatal,Rural,31,30,29,1,1, , , ,27,4,6,1,17,19,17,3,7, , , , ,6,1,2, ,4,3,3,1,2, ,11,2,2, ,3,6,3, , , , , , ,14,12,3,9,8,2, ,2,11, ,13, , , , , , 
2012,Buenos Aires,PUAN,Estatal,Urbano,8,7,7, , ,1, , ,7,3,4,4,7,7,7, ,4, , , , ,1, , , ,1,1,3, , , ,6,1,1,1,5, , , , , , , , ,6,1, ,4,4, , , ,3, ,6, , , , , , 
2012,Buenos Aires,PUAN,Privado,Urbano,9,9,9, , , , , ,9,8,6,4,8,8,7,5,6, , , , , ,1, , ,2,1,2,1,1, ,5,4, , ,9, , , , , , , , ,1,2,6,3,3, , ,2,8, ,7, , ,2,3,5,1
2012,Buenos Aires,PUNTA INDIO,Estatal,Rural,23,23,20, ,1, , ,2,19,1,4, ,12,12,10,1,6, , , , ,2,1,2, ,1,1,2, , ,1,7,1, , , ,7,1, , , , , , ,12,5,6,5,4, ,1,1,4, ,8, , , , , , 
2012,Buenos Aires,PUNTA INDIO,Estatal,Urbano,8,8,8, , , , , ,7,4,2, ,7,6,5,3,4, , , , ,5, , , ,2,3,3, ,1, ,3,1, , ,1,2,1, , , , , , ,6,1,1,2,2, , , ,4, ,6, , , , , , 
2012,Buenos Aires,QUILMES,Estatal,Urbano,264,256,256, , , , , ,207,47,42,19,161,166,184,32,101, , , , ,64,7,5,3,20,34,19,4,9,8,114,14,89,18,25,4,4, , , , , , ,119,49,71,120,112,7, ,21,72, ,206, , , , , , 
2012,Buenos Aires,QUILMES,Privado,Urbano,209,188,188,4,1, , , ,171,96,84,34,167,165,162,57,104, , , , ,26,11,9,4,27,23,18,6,14,13,3,147,46,29,72,8,2, , , , , , ,5, ,144,80,63,12,9,16,119, ,87, ,3,59,42,44,6
2012,Buenos Aires,RAMALLO,Estatal,Rural,17,17,17, , , , , ,15, ,1, ,14,14,9,1,6, , , , ,1, , , , , ,1, , , ,6, ,1, ,2,3, , , , , , , ,11,5, ,3,3, , , ,1, ,8, , , , , , 
2012,Buenos Aires,RAMALLO,Estatal,Urbano,28,28,28, , , , , ,26,13,10,2,25,25,23,6,14, , , , ,7,3, ,1,4,4,3, ,2,2,12,11,2,1,15,5,3, , , , , , ,12,11,3,18,17,3,1, ,12, ,21, , , , , , 
2012,Buenos Aires,RAUCH,Estatal,Rural,25,24,14,1,7,2, ,2,16,1, , ,12,9,5,4,10, , , , ,1, , , ,1,1, ,1,1, ,2, , , , ,2, , , , , , , ,4,18,1,2,2, , ,1, , ,4, , , , , , 
2012,Buenos Aires,RAUCH,Estatal,Urbano,17,17,15, ,1,1, , ,11,3,2,1,8,7,9,5,9, , , , ,6,1, ,1,4,5,3,2,1, ,3,3,2, , ,3,1, , , , , , ,8,1,7,8,7,1, ,1,5, ,9, , , , , , 
2012,Buenos Aires,RIVADAVIA,Estatal,Rural,26,26,26, , , , , ,22,6,9,4,21,16,19,4,14, , , , ,4, ,2,1,4,2,3,1,2,1,23,3,2,1,8,11,4, , , , , , ,9,11,4,16,14,2, ,4,5, ,8, , , , , , 
2012,Buenos Aires,RIVADAVIA,Estatal,Urbano,13,13,13, , , , , ,13,7,10,1,11,9,13, ,6, , , , ,5,4,3,1,4,3,3, ,2,1,9,3,1, ,7,3,1, , , , , , ,3,7,3,8,7, , ,2,7, ,12, , , , , , 
2012,Buenos Aires,RIVADAVIA,Privado,Urbano,4,4,4, , , , , ,4,4,3,4,4,4,4, ,2, , , , , , , ,2,2,1,2, ,1,2, ,4, , ,2,2, , , , , , , , , ,4,1,1, , , ,4, ,4, , , ,1,1, 
2012,Buenos Aires,ROJAS,Estatal,Rural,24,20,20, , , , , ,19,2,5,1,12,9,10,4,6, , , , ,5,1,1, ,3,4,3, ,1,3,5,2,1,2,1,2,1, , , , , , ,8,9,1,4,4,1, , ,5, ,10, , , , , , 
2012,Buenos Aires,ROJAS,Estatal,Urbano,26,25,25, , , , , ,22,6,7,3,21,20,20,8,12, , , , ,5,1, ,1,3,3,5, ,1,5,16,1,4,3,4,6,3, , , , , , ,8,9,7,10,9,1, , ,8, ,20, , , , , , 
2012,Buenos Aires,ROQUE PEREZ,Estatal,Rural,30,29,28,1,1, , , ,26,1, , ,16,9,11,4,6, , , , ,1, , , , , , , , , ,3,1, , ,1,3, , , , , , , ,16,7,5,9,9,1, ,2, , ,4, , , , , , 
2012,Buenos Aires,ROQUE PEREZ,Estatal,Urbano,18,18,18, , , , , ,9,4,5,2,9,7,9,2,7, , , , ,3,1, , ,1,1,1, ,1,1,5,4,2, ,5,3,1, , , , , , ,8,2,8,8,8, , , ,3, ,10, , , , , , 
2012,Buenos Aires,SAAVEDRA,Estatal,Rural,24,24,24, , , , , ,23,4,8,1,16,14,16,7,11, , , , ,4,1,2, ,3,3,5, ,2,3,9,4,6,1,2,6, , , , , , , ,5,19, ,11,11, , , ,6, ,9, , , , , , 
2012,Buenos Aires,SAAVEDRA,Estatal,Urbano,15,15,15, , , , , ,13,6,7, ,15,14,13,5,10, , , , ,3,1,1, ,3,3,2, , , ,5,6,4,3,3,3, , , , , , , ,3,11,1,12,12, , , ,7, ,11, , , , , , 
2012,Buenos Aires,SAAVEDRA,Privado,Urbano,7,7,7, , , , , ,7,6,4,3,7,7,6, ,3, , , , ,3,2,1, ,3,3,3, ,2,2, ,7,5,1,2,1, , , , , , , , ,2,3,7,7,2,2,2,4, ,5, , ,2,2,2,1
2012,Buenos Aires,SALADILLO,Estatal,Rural,41,38,35,1,2, , , ,34,4,4, ,25,25,25,11,17, , , , ,5,1,2, , ,2,3, ,1,1,5, ,1, ,1,3,1, , , , , , ,21,9,4,4,4, , ,1,4, ,15, , , , , , 
2012,Buenos Aires,SALADILLO,Estatal,Urbano,31,30,29,1, , , , ,21,9,10,4,20,18,19,6,11, , , , ,8,3,2, ,5,5,6,2,3,2,3,10,1,3,8, ,1, , , , , , ,13,4,9,9,7, , ,4,5, ,16, , , , , , 
2012,Buenos Aires,SALADILLO,Privado,Urbano,6,6,6, , , , , ,6,5,3,2,6,5,6, ,5, , , , ,2,2, ,1,3,3,3, ,3,1, ,6, , ,3,2,1, , , , , , ,2,1,3,4,4, , ,1,5, ,4, , ,1,1,3, 
2012,Buenos Aires,SALLIQUELO,Estatal,Urbano,12,12,12, , , , , ,12,6,4,1,11,10,12,2,8, , , , ,6,5,1, ,6,5,5, ,2, ,8,4, , ,7,4,1, , , , , , ,10,1,1,9,9,1, ,3,6, ,10, , , , , , 
2012,Buenos Aires,SALTO,Estatal,Rural,18,18,18, , , , , ,17,5,2,1,15,17,11,1,5, , , , ,5,1, ,1,3,3,3, , , ,4,4,2,2,2,3,1, , , , , , ,4,12,1,6,6, , ,1,6, ,6, , , , , , 
2012,Buenos Aires,SALTO,Estatal,Urbano,27,26,26, , , , , ,23,10,10,2,20,17,22,7,14, , , , ,13,4,6, ,7,10,10,1,2,4,1,19, ,3,15,2,2, , , , , , ,8,8,8,13,13, , ,4,8, ,17, , , , , , 
2012,Buenos Aires,SALTO,Privado,Urbano,8,8,8, , , , , ,8,6,6,1,8,7,8,1, , , , , , , , , ,1,1,1, , , , ,7,3, ,4, , , , , , , , , , ,7,4,2,1, ,2,3, ,4, ,1,4,2,2, 
2012,Buenos Aires,SAN ANDRES DE GILES,Estatal,Rural,34,34,31, , , , ,3,26,1,2,1,19,20,12,2,11, , , , ,2, , , ,1,1,2, , ,1,14, ,1, ,4,7,2, , , , , , ,15,15,4,3,3, , , ,2, ,10, , , , , , 
2012,Buenos Aires,SAN ANDRES DE GILES,Estatal,Urbano,30,30,29, , , , ,1,18,7,3,2,17,15,12,2,10, , , , ,4,1, , ,1,2,2, ,2,3,3,7,3,2,1,4, , , , , , , ,11,6,13,7,6, , ,2,6, ,13, , , , , , 
2012,Buenos Aires,SAN ANDRES DE GILES,Privado,Urbano,9,9,9, , , , , ,8,6,6,1,8,7,9,2,6, , , , ,1, , , ,1,1,1, , , , ,9,1,1,1,3,3, , , , , , ,2,1,5,7,6,2,1, ,2, ,2, ,1,1,2,3, 
2012,Buenos Aires,SAN ANTONIO DE ARECO,Estatal,Rural,15,15,15, , , , , ,12, ,2, ,10,9,8,4,8, , , , ,3, , , ,1,2,1,1,1,1,3,2,1,1, ,2,1, , , , , , ,6,6,3,5,5, , , ,3, ,7, , , , , , 
2012,Buenos Aires,SAN ANTONIO DE ARECO,Estatal,Urbano,30,29,29, , , , , ,23,12,9,2,23,22,23,7,18, , , , ,7,1, ,1,3,3,2,1,2,1,5,11,6, ,4,5,1, , , , , , ,9,12,6,16,15,1, ,1,13, ,18, , , , , , 
2012,Buenos Aires,SAN ANTONIO DE ARECO,Privado,Urbano,8,7,7, , , , , ,7,7,3,2,7,7,7,1,6, , , , , , , , , , , , , , , ,6, , ,2,4, , , , , , , , , ,7,6,6,2, , ,6, ,5, , ,1,1,1,1
2012,Buenos Aires,SAN CAYETANO,Estatal,Rural,11,11,11, , , , , ,9, ,1, ,4,5,6,2,2, , , , ,2, , , , ,1,1, , , ,2,1, , ,1,1,1, , , , , , ,7,2,2,9,8,1, ,1,1, ,4, , , , , , 
2012,Buenos Aires,SAN CAYETANO,Estatal,Urbano,10,10,10, , , , , ,7,3,2, ,8,7,7, ,8, , , , ,2,1, , ,1,2,4, , ,2,7, ,1,2,3,1, , , , , , , ,6,2,2,7,7, , ,2,4, ,6, , , , , , 
2012,Buenos Aires,SAN FERNANDO,Estatal,Rural,27,27,26,6, , , , ,27,2,8,1,23,26,19,1,9, , , , ,5,1, , , ,2, , , , ,6,2, , , ,7,1, , , , , , ,15,11,1,15,15, , , ,8, ,16, , , , , , 
2012,Buenos Aires,SAN FERNANDO,Estatal,Urbano,73,73,73, , , , , ,62,7,16,6,50,51,44,7,33, , , , ,11, ,2, ,3,4,3, ,2,1,30,3,8,2,21,1,1, , , , , , ,36,23,14,50,49,3, ,7,22, ,61, , , , , , 
2012,Buenos Aires,SAN FERNANDO,Privado,Urbano,70,70,70, , , , , ,66,46,42,15,67,65,68,17,51, , , , ,9,7,2,2,11,10,13,3,8,9,1,65,12,22,34,2, , , , , , , , , ,65,38,29,14,2,5,53, ,31, , ,20,14,16,1
2012,Buenos Aires,SAN ISIDRO,Estatal,Urbano,99,98,98, , , , , ,83,20,25,7,74,76,83,19,51, , , , ,29,5,3,1,12,24,12,3,5,6,49,28,9,5,66,2, , , , , , , ,42,32,24,63,56,7, ,12,69, ,80, , , , , , 
2012,Buenos Aires,SAN ISIDRO,Privado,Urbano,192,192,192,4,2,2,2,2,185,144,142,78,191,187,187,44,130, , , , ,55,34,31,13,56,57,50,11,16,25,7,182,17,46,133,11,6, , , , , , ,3,3,170,107,61,52,28,25,146, ,119, ,1,25,26,26,5
2012,Buenos Aires,SAN MIGUEL,Estatal,Urbano,121,115,115, , , , ,1,80,17,10,7,66,70,64,11,30, , , , ,25,6,5,1,16,18,13,2,2,4,23,14,21,2,12,6, , , , , , , ,45,36,24,49,45,4,2,6,26, ,86, , , , , , 
2012,Buenos Aires,SAN MIGUEL,Privado,Urbano,138,126,126,1, , , , ,119,69,71,36,112,109,115,31,70, , , , ,17,8,7,5,14,10,16,3,6,6,4,108,37,32,46,4,7, , , , , , , , ,103,65,48,13,13,9,101, ,63, ,4,35,31,40,3
2012,Buenos Aires,SAN NICOLAS,Estatal,Rural,6,6,6, , , , , ,4, ,1, , ,2,3, , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , , , ,2,2,2, , , , , , , ,3, , , , , , 
2012,Buenos Aires,SAN NICOLAS,Estatal,Urbano,105,101,101, , , , , ,83,28,27,8,73,74,75,13,39, , , , ,14,1, , ,8,9,9,2,3,2,22,22,6,9,11,19,3, , , , , , ,57,26,13,50,47,1, ,10,37, ,72, , , , , , 
2012,Buenos Aires,SAN NICOLAS,Privado,Urbano,61,56,56,1, , , , ,54,37,30,15,50,54,53,15,37, , , , ,10,5,3,6,12,9,9,5,8,6,2,48,9,15,26,2,3, , , , , , ,2,4,43,33,24,9,9,8,41, ,26, , ,18,16,19,4
2012,Buenos Aires,SAN PEDRO,Estatal,Rural,40,40,40, , , , , ,32,6,4, ,24,17,17,10,13, , , , ,4,1, , ,2,3,3,1, , ,12, ,1,1,1,9, , , , , , , ,26,11,3,6,3,2, ,1,2, ,9, , , , , , 
2012,Buenos Aires,SAN PEDRO,Estatal,Urbano,45,44,44, , , , , ,36,12,8,1,33,35,35,8,27, , , , ,13,1, , ,4,7,4, ,1,1,17,11,9,10,7,4,4, , , , , , ,30,7,7,16,16, , ,4,9, ,32, , , , , , 
2012,Buenos Aires,SAN PEDRO,Privado,Urbano,13,12,12, , , , , ,11,9,4,4,12,11,12,6,7, , , , , , , , , , ,2,1,1,1,2,10, ,6,6, , , , , , , , , , ,11,5,5, , ,2,7, ,4, , ,4,4,4,1
2012,Buenos Aires,SAN VICENTE,Estatal,Rural,8,8,8, , , , , ,7,1,1, ,5,4,5, ,2, , , , ,2, , , ,1,1, , ,1, ,1,1, , ,1,1, , , , , , , ,3,4,1,2,2,1, , , , ,4, , , , , , 
2012,Buenos Aires,SAN VICENTE,Estatal,Urbano,45,45,45, , , , , ,27,6,5,2,23,25,25,8,11, , , , ,14,1,1, ,9,10,3,1,3, ,11,1,6,1,3,2,1, , , , , , ,23,14,8,14,10,2, ,4,9, ,29, , , , , , 
2012,Buenos Aires,SAN VICENTE,Privado,Urbano,8,7,7, , , , , ,7,6,1, ,7,7,6,1,5, , , , , , , , , , , , , , , ,7,3,2,1,1, , , , , , , , , ,7,7,6, , ,1,6, ,4, , ,2,2,4, 
2012,Buenos Aires,SUIPACHA,Estatal,Rural,18,18,14, , , , ,4,13, , , ,11,11,9,1,4, , , , ,1, , , , ,1, , , ,1,2, , , ,2, , , , , , , , ,8,2,2,8,7,1, ,1,1, ,4, , , , , , 
2012,Buenos Aires,SUIPACHA,Estatal,Urbano,12,12,12, , , , , ,8,2,4,2,9,9,8,2,5, , , , ,3, ,1, ,2,3,1, ,1,2,5, ,2,1,2, ,1, , , , , , ,5,2,4,7,5,1,1, ,2, ,7, , , , , , 
2012,Buenos Aires,SUIPACHA,Privado,Urbano,5,5,5, , , , , ,3,4,4,1,5,5,4,1,5, , , , , ,1,1, ,4,2,2,1,1,1,4,1,1,1,3, , , , , , , , , ,2,3, , , , , ,4, ,4, , ,1,2,2, 
2012,Buenos Aires,TANDIL,Estatal,Rural,46,43,40, , , , ,4,35,7,8,3,29,27,28,6,21, , , , ,7,1,1, ,3,2,3,1,2, ,17,7,3, ,3,15,4, , , , , , ,22,8,8,18,15,1,1,3,14, ,13, , , , , , 
2012,Buenos Aires,TANDIL,Estatal,Urbano,78,77,77, , , , , ,70,16,18,8,51,58,66,11,42, , , , ,18,2,2,3,8,13,11,1,1,6,48,10,25,8,20,12,6, , , , , , ,33,27,14,46,44,1, ,14,27, ,54, , , , , , 
2012,Buenos Aires,TANDIL,Privado,Urbano,44,39,39, , , , , ,36,25,25,10,36,34,36,11,26, , , , ,9,1,1, ,6,6,4,2,3,2, ,35,17,6,16, ,1, , , , , , ,1, ,32,24,18,8,7,3,25, ,22, ,2,8,5,4,2
2012,Buenos Aires,TAPALQUE,Estatal,Rural,28,27,15,3,10,1, , ,26, ,3,1,19,14,15,4,10, , , , ,5, ,1, ,3,2,1,2,2, ,3, , , ,1,1,1, , , , , , ,22, ,6, , , , , , , ,8, , , , , , 
2012,Buenos Aires,TAPALQUE,Estatal,Urbano,13,12,11, ,1, , , ,9,3,2, ,9,5,9,3,8, , , , ,4,1, , ,5,4,3,1,2, ,3,3, ,1,2,2,1, , , , , , ,10, ,3,3,3, , ,1,6, ,9, , , , , , 
2012,Buenos Aires,TIGRE,Estatal,Rural,10,9,9, , , , , ,9, ,4, ,9,9,8,2,7, , , , ,3, , , ,3,2,1, , ,1,1, , , , ,1, , , , , , , ,4,2,2,3,2,1,1,1,1, ,4, , , , , , 
2012,Buenos Aires,TIGRE,Estatal,Urbano,167,163,163, , , , , ,131,30,32,8,108,103,115,17,65, , , , ,37,10,4, ,22,27,14,4,6,4,70,11,16,5,49,7,11, , , , , , ,66,41,42,73,61,8,2,16,37, ,106, , , , , , 
2012,Buenos Aires,TIGRE,Privado,Urbano,155,153,152,1,1,1,1,2,144,98,113,48,142,137,146,24,102, , , , ,28,23,15,8,31,26,26,8,15,18,3,141,42,38,67,13,5, , , , , , ,1,1,145,80,56,26,9,7,112, ,70, ,2,41,21,27,1
