provincia;Departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Buenos Aires;25 DE MAYO;Estatal;Rural;49; ; ; ; ; ; ; ; ; ; ; ; ;328; ; ; ; ; ; ; ;503;45; ; ; ; ;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;496;335; ;723; ;13;31;6; ;5;1;0;184; ;3; ;12;3;7; ;22;10;5; ;2;5; ; ;1;15; ; ;9; ; ; ; ; 
Buenos Aires;25 DE MAYO;Estatal;Urbano;43; ; ; ; ; ; ; ; ; ; ; ; ;1235; ; ; ; ; ; ; ;1965; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ;1; ; ; ; ;2736;805;435;2148;7;20;12;6;3; ;0;0;405; ;9; ;19;10;4; ;6;9;6; ;4;7;8; ;2;47; ;2;89; ;1; ; ;6
Buenos Aires;25 DE MAYO;Privado;Urbano;9; ; ; ; ;347; ; ; ; ; ; ; ;679; ; ; ; ; ; ; ;723; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ;0;0; ; ; ; ;3; ;2; ;3;2;2; ;1;2; ;1;3;8;2;1;8; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;50; ; ; ; ; ; ; ; ; ; ; ; ;457; ; ; ; ; ; ; ;590; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;960;662;70;914;119;16;23;10; ;1;11;0;479; ;9; ;9;9;5; ;8;14;2; ;8;3;4; ; ;22; ; ;19; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;36; ; ; ; ; ; ; ; ; ; ; ; ;1798; ; ; ; ; ; ; ;1928; ; ; ; ; ; ; ;71; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;1; ;1; ;8; ; ;1; ;4; ; ;2;1; ; ; ;2; ; ; ;1;6;1; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3306;570; ;3275;173;13;11;8;2; ;13;0;477; ;11; ;13;11;8; ;8;11;7; ;8;7;25; ;1;51;1;6;37; ;3; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;8; ; ; ; ;54; ; ; ; ; ; ; ;561; ; ; ; ; ; ; ;864; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ;0;0; ; ;2; ;1;2;3; ;1;3;3; ; ;3;2;1; ;17;3;5;8; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;27; ; ; ; ; ; ; ; ; ; ; ; ;127; ; ; ; ; ; ; ;191; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;354;105;7;246; ;10;12;3; ;7;1;0;33; ;7; ;5;6;7; ;6;8;3; ;1;3; ; ;1;5; ; ;4; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;18; ; ; ; ; ; ; ; ; ; ; ; ;477; ; ; ; ; ; ; ;1021; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ;1;2; ;1; ; ; ; ;1; ; ;2; ; ; ; ;1; ; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1529;650;328;1104;250;4;6;7; ;7;4;0;300; ;3; ;4;3;3; ;4;6;6; ;4;6;8; ;2;25; ;8;23; ;5; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;21; ; ; ; ; ; ; ; ; ; ; ; ;124; ; ; ; ; ; ; ;228; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;373;272;152;322;64;7;9;4; ;3;2;0;38; ;3; ;6;3;4; ;5;5;2; ;3;3;1; ; ;5; ; ;11; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano;13; ; ; ; ; ; ; ; ; ; ; ; ;371; ; ; ; ; ; ; ;159; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;817;215;85;532; ;4;4;3;1; ;6;0;130; ;4; ;4;4;2; ;2;4;3; ;1;3;4; ; ;9; ; ;12; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Rural;18; ; ; ; ; ; ; ; ; ; ; ; ;110; ; ; ; ; ; ; ;210; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;355;196;113;329;80;7;8;2; ;19;0;0;69; ;2; ;4;3;2; ;5;4;2; ;1;2;2; ; ;3; ;2;1; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Urbano;11; ; ; ; ; ; ; ; ; ; ; ; ;372; ; ; ; ; ; ; ;648; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;1; ; ; ; ;2;1; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;838;457;157;877;51;4;3;3;1;8;1;0;102; ;3; ;3;3;2; ;2;3;3; ;3;3;6; ;1;16;2;1;7; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;247; ; ; ; ; ; ; ; ; ; ; ; ;18778; ; ; ; ; ; ; ;29983; ; ; ; ; ; ; ;245;39; ; ; ; ; ; ;9;2;1; ; ;18;4; ;4; ; ; ; ;98;2;5;9;2;142;14;7;40;3;4;3; ;180;6;7;11;3;287;56;5;38;6;5;2; ;10; ;2;1; ;32;7;5;1; ; ; ; ;43643;24686;13439;35028;170;65;81;87;5;176;81;0;4139; ;68; ;68;68;68; ;69;82;89; ;88;89;126;59;252;609;99;214;289;89;84;1; ;1
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;173; ; ; ; ;2775; ; ; ; ; ; ; ;15536; ; ; ; ; ; ; ;11384; ; ; ; ; ;435; ;395; ; ; ; ; ; ; ;4; ; ;1; ;2;1;1; ;1; ;2; ;8;3;3;8; ;6;4;3;22;3;2; ; ;10; ;2;6;2;24;16; ;19;3;10;4; ;10; ; ; ;1;4;3; ; ; ; ; ; ;106;48; ;106;48;58;50;54;2;71;29;0;294; ;60; ;57;61;45; ;42;46;51; ;20;52;15;63;160;79;284;136;29;97;19; ; ; 
Buenos Aires;ARRECIFES;Estatal;Rural;17; ; ; ; ; ; ; ; ; ; ; ; ;118; ; ; ; ; ; ; ;179; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;231;148; ;283; ;4;9;2; ;4;0;0;49; ;3; ;3;3;3; ;6;4;1; ;1;1;2; ; ;6;1; ;9; ;1; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;29; ; ; ; ; ; ; ; ; ; ; ; ;1196; ; ; ; ; ; ; ;1387; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ;2; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2666;941;443;2341; ;11;8;7;1; ;45;0;111; ;7; ;9;9;6; ;8;7;6; ;5;6;8; ;7;68;10;48;47; ;15; ; ; 
Buenos Aires;AVELLANEDA;Estatal;Urbano;185; ; ; ; ; ; ; ; ; ; ; ; ;11633; ; ; ; ; ; ; ;21599;74;85; ; ; ; ; ;235;24; ; ; ; ; ; ;3;1; ;5; ;16;11;1;15;4; ; ; ;34;1;2;13;2;75;41;6;220;11;1; ; ;80;5;2;22;1;201;102;18;210;29;13;2; ;32;1;16;14;1;40;33;10;8;14;7;2; ;23531;15721;6395;18517; ;70;56;41;10;139;67;0;5316; ;66; ;65;72;32; ;33;55;42; ;41;42;112;54;159;613;108;85;230;76;41;3; ;3
Buenos Aires;AVELLANEDA;Privado;Urbano;111; ; ; ; ;1876; ; ; ; ; ; ; ;10784; ; ; ; ; ; ; ;9655; ; ; ; ; ; ; ;127; ;45; ; ; ; ; ; ; ; ;1;1;3;1; ;3;1;1; ; ;5;5;3;5;3;8;3; ;57;1;1;1; ;10;2;1;7;1;16;14;4;75;6;14;3; ;18; ; ; ; ;19; ;1;2; ; ; ; ;111; ; ;97; ;42;35;33;6;204;13;0;445; ;37; ;36;37;28; ;22;29;29; ;16;28;13;73;63;96;200;117;48;85;20; ; ;3
Buenos Aires;AYACUCHO;Estatal;Rural;42; ; ; ; ; ; ; ; ; ; ; ; ;173; ; ; ; ; ; ; ;219; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;472;398; ;234; ;8;26;3; ;1;0;0;96; ;11; ; ;11;25; ;1;27;2; ;1;2;1; ; ;10; ; ;12; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;24; ; ; ; ; ; ; ; ; ; ; ; ;896; ; ; ; ; ; ; ;1761; ; ; ; ; ; ; ;45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;814;473; ;1941;23;8;6;8;2;68;0;0;205; ;7; ;6;6;4; ;4;5;6; ;6;6;8; ;6;29;3;40;30; ;3;2; ;3
Buenos Aires;AZUL;Estatal;Rural;44; ; ; ; ; ; ; ; ; ; ; ; ;170; ; ; ; ; ; ; ;153; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;311;239;86;318;73;10;26;4; ;8;1;0;67; ;8; ;5;7;7; ;12;15;3; ; ;4; ; ;1;4;1; ;7; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;61; ; ;1; ; ; ; ; ; ; ; ; ;2264; ; ; ; ; ; ; ;4034; ; ; ; ; ; ; ;149; ; ; ; ; ; ; ;1; ; ; ; ;4; ;1; ; ; ; ; ;4; ; ;1; ;4; ; ;7;1; ; ; ;3;4;2;1; ;3; ; ;5;1;1; ; ; ; ; ;2; ;1; ; ;1; ; ; ; ;3078;1447; ;3027; ;21;19;16;4;4;1;0;400; ;17; ;19;17;13; ;14;18;16; ;10;16;20; ;7;98;13; ;58;3; ;1; ;5
Buenos Aires;AZUL;Privado;Urbano;21; ; ; ; ;220; ; ; ; ; ; ; ;1848; ; ; ; ; ; ; ;1594; ; ; ; ; ; ; ;20; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;105; ; ;95; ;4;7;7;3; ;0;0; ; ;4; ;4;4;4; ;6;4;7; ;3;7;2; ;4;20;6;9;14;6;4; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;6; ; ; ; ; ; ; ; ; ; ; ; ;112; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;124;142; ;127; ;1;4; ; ;2;1; ;62; ;1; ; ;1;1; ;1;5; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;197; ; ; ; ; ; ; ; ; ; ; ; ;9771; ; ; ; ; ; ; ;17539; ;85;125; ; ;304; ;757;3;49; ; ; ; ; ;4; ;1;1; ;3;3;1;5; ;2; ; ;15;2;3;3;1;21;4;2;29;4; ;1; ;33;3;10;2;1;42;3;4;31;7;10;1; ;3;1;3; ; ;2;2;1; ;1;1; ; ;11934;4222;4376;10332;118;58;65;54;10;60;43;0;684; ;62; ;57;62;60; ;60;66;55; ;47;55;69;5;100;434;17;65;417;8;23;1;2;23
Buenos Aires;BAHIA BLANCA;Privado;Urbano;86; ; ; ; ;2241; ; ; ; ; ; ; ;6078; ; ; ; ; ;602; ;6750; ; ; ; ; ;545; ;868;22; ;55; ; ; ; ; ;1; ; ; ; ; ; ;3;2;1; ; ;1;1;2; ;1; ;3;1;8;2;1;3; ;1; ;2; ; ;3; ; ;14;1;9;4; ;1;3; ; ; ;3; ; ;1;2;1; ; ;152; ; ;156; ;31;22;23;10;59;1;0;391; ;26; ;29;25;13; ;18;14;23; ;1;23;13;18;47;61;61;59;45;45;15; ; ;10
Buenos Aires;BALCARCE;Estatal;Rural;35; ; ; ; ; ; ; ; ; ; ; ; ;143; ; ; ; ; ; ; ;382; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;437;207; ;320;9;8;21;6; ; ;3;0;83; ;4; ;4;4;10;1;8;12;4; ;3;4; ; ; ;7; ;2;15; ;1; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;44; ; ; ; ; ; ; ; ; ; ; ; ;1669; ; ; ; ; ; ; ;3715; ; ; ; ; ; ; ;233; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;6; ; ;4;3;4; ; ;13;1;1; ; ;16; ;1;3;3;5; ; ;2; ; ;1; ; ; ; ;2;1; ; ; ;1449;972; ;1903;197;15;12;11;3;1;1;0;347; ;11; ;16;11;6; ;9;9;10; ;9;10;15;2;2;36;3;27;24;6;2;2; ;2
Buenos Aires;BALCARCE;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ;426; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;4;1; ; ;1;1;1;1;6;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;32;195; ; ; ;2;2;2; ;27;0;0; ; ;2; ; ;2;2; ; ;2;2; ; ;2; ; ; ; ; ;1;2;2; ; ; ; 
Buenos Aires;BALCARCE;Privado;Urbano;4; ; ; ; ;49; ; ; ; ; ; ; ;408; ; ; ; ; ; ; ;208; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;1; ; ;6;0; ; ;1; ;3;1;2; ;3;2;1; ; ;1; ;1; ;6;3;4;4; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Rural;26; ; ; ; ; ; ; ; ; ; ; ; ;254; ; ; ; ; ; ; ;375; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;548;516;110;403;110;5;14;4; ;1;5;0;149; ;2;1;5;2;2;2;6;7;3; ;2;5; ;1; ;13; ;1;3;2;3; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;39; ; ; ; ; ; ; ; ; ; ; ; ;1443; ; ; ; ; ; ; ;2094; ; ; ; ; ;82; ;220; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ;3;1; ;1; ;1; ; ;1; ; ; ; ;11; ; ;3; ;3; ; ;1;1;1;1; ;2; ; ; ; ;2; ; ;1; ; ; ; ;1664;698;222;2917; ;15;10;9;2;23;2;0;240; ;9; ;17;10;4; ;8;6;9; ;5;9;16;13;8;47;16;2;55;10;1; ; ; 
Buenos Aires;BARADERO;Privado;Urbano;9; ; ; ; ; ; ; ; ; ; ; ; ;534; ; ; ; ; ; ; ;681; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ;0;0; ; ;1; ;3;1; ; ;3; ;3; ; ;3;1;1;1;5;15;5; ;5;3; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;14; ; ; ; ; ; ; ; ; ; ; ; ;117; ; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;186;546; ;492; ;5;5;4; ; ;1;0; ; ;1; ;5;1;1; ;5;1;1; ;3;1;1; ;1;3; ;1;6; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ;550; ; ; ; ; ; ; ;1578; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;3;2; ; ; ;1; ; ; ; ; ; ; ;5; ; ; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ;2; ; ; ; ; ; ; ;2202;615;181;2109;19;4;6;5;1; ;25;0;221; ;4; ;4;4;4; ;4;6;5; ;3;5;4;3;4;35;6; ;22;6; ; ; ;2
Buenos Aires;BERAZATEGUI;Estatal;Urbano;186; ; ; ; ; ; ; ; ; ; ; ; ;11849; ; ; ; ; ; ; ;22836; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2; ; ; ;7; ;2;2; ; ; ; ;77;3; ;4; ;30;3; ;20;1; ; ; ;181;5;3;6; ;79;8;9;12;6;3; ; ;5; ;1; ; ;7;2;1;1;4; ; ; ;29050;13038;5486;21143;13;57;54;58;3;48;27;0;3234; ;62; ;62;62;45; ;45;57;61; ;62;61;42;48;163;315;63;182;182;27;46;2; ; 
Buenos Aires;BERAZATEGUI;Privado;Urbano;101; ; ; ; ;2848; ; ;178; ; ; ; ;10625; ; ;167; ; ;284; ;7749; ; ; ; ; ;507; ;268; ; ; ; ; ; ; ;3;2; ;2;2; ;1; ;1;4;9; ; ;6;1;3;1;2;2;1;1;7;2;4;2; ;13;1; ;6;3;9;3; ;12;2;1; ; ;5; ; ; ;1;4; ;1;3;1; ; ; ; ; ; ; ; ;31;35;33;5;1;13;0;302; ;33; ;32;33;29; ;30;30;27; ;21;30;2;36;123;22;164;215;37;44;33; ; ;1
Buenos Aires;BERISSO;Estatal;Urbano;56; ; ; ; ; ; ; ; ; ; ; ; ;3573; ; ; ; ; ; ; ;5524; ; ; ; ; ; ; ;331; ;68; ; ; ; ; ;4; ; ; ; ;2;6; ;1; ; ; ; ;7;2; ;2;1;32;13; ;10;2; ; ; ;20;2; ;2;1;110;41; ;5; ;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;9337;5786;1410;8078; ;15;20;17;2;14;13;0;724; ;14; ;15;15;14; ;14;20;17; ;15;18;13;7;247;149;8;34;158;7;1; ;1; 
Buenos Aires;BERISSO;Privado;Urbano;22; ; ; ; ;124; ; ; ; ; ; ; ;843; ; ; ; ; ; ; ;1773; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;66; ;288; ;9;7;6;1; ;9;0;182; ;7; ;8;8;3; ;6;4;7; ;3;7;3;6;12;23;2;7;13;8;4; ; ; 
Buenos Aires;BOLIVAR;Estatal;Rural;40; ; ; ; ; ; ; ; ; ; ; ; ;201; ; ; ; ; ; ; ;271; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;325;281;7;450; ;9;24;4;1;4;0;0;81; ;4; ;6;4;13; ;11;15;2; ;4;2; ; ; ;14; ; ;7; ; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;38; ; ; ; ; ; ; ; ; ; ; ; ;876; ; ; ; ; ; ; ;2098; ; ; ; ; ; ; ;190; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3; ; ; ; ;11; ; ; ;1;1; ; ;2; ; ; ; ;13; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2194;715;320;1922;398;16;10;8;1;1;0;0;361; ;10; ;15;10;6; ;7;9;8; ;6;7;8;1;8;65;2;5;36;1;3; ; ; 
Buenos Aires;BOLIVAR;Privado;Urbano;7; ; ; ; ; ; ; ; ; ; ; ; ;95; ; ; ; ; ; ; ;537; ; ; ; ; ; ; ;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1;30;0;0; ; ; ; ;2; ;1; ;2;1;2; ; ;2;2; ;1;9; ; ;3; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Rural;23; ; ; ; ; ; ; ; ; ; ; ; ;183; ; ; ; ; ; ; ;397; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;642;406; ;484;71;7;9;6; ;5;0;0;231; ;3; ;3;4;3; ;3;7;3; ;2;4; ; ; ;7;3;2;6; ;1; ; ; 
