provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngratuitaDesayuno;BeneficiariosdealimentacióngratuitaAlmuerzo;BeneficiariosdealimentacióngratuitaRefrigerio;BeneficiariosdealimentacióngratuitaMerienda;BeneficiariosdealimentacióngratuitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Buenos Aires;JUNIN;Estatal;Rural;26; ;1; ; ; ; ; ; ; ; ; ; ;330; ; ; ; ; ; ; ;302; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;446;462; ;367; ;5;14;4; ; ;15; ;119; ;1; ;4;1;7; ;7;9;3; ;3;3;1; ; ;11; ; ;17; ; ; ; ; 
Buenos Aires;JUNIN;Estatal;Urbano;73;1;1;43;3; ; ; ; ; ; ; ; ;2939; ; ; ; ; ; ; ;5364; ; ; ; ; ; ; ;225; ; ;37; ;14;2; ;3;1; ; ; ;4; ; ;9; ; ;1; ; ; ; ;4; ;4;2; ;24;1;4; ;3;1; ; ;2; ;4; ; ;9;1; ; ;3; ; ; ;1; ; ; ; ; ; ; ; ; ;4975;1955;195;4506;7;20;20;21;6;2;0; ;111; ;18; ;20;18;16; ;18;17;20;1;12;21;20; ;2;153; ; ;132; ; ; ; ;1
Buenos Aires;JUNIN;Privado;Urbano;28; ; ; ; ;284; ; ; ; ; ; ; ;2921; ; ; ; ; ; ; ;1578; ; ; ; ; ; ; ;271; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1; ; ; ; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;112;27; ;27; ;11;9;7;2; ;1; ; ; ;9; ;9;9;9;1;5;9;6; ;4;6;10; ;4;47;3; ;15; ;2; ; ; 
Buenos Aires;LA COSTA;Estatal;Urbano;52; ;2;5; ; ; ; ; ; ; ; ; ;3434; ; ; ; ; ; ; ;7502; ;65; ; ; ; ; ;216;20; ; ; ; ; ; ;26;1; ; ; ;10;2;1;1;1;2; ;3;66;1;3;2;1;41;7;4;7;1;8; ; ;127;4;8;1;2;75;2;2; ;7;21;2;1;24;1;1; ; ;10;1;5; ;3;1; ; ;8504;2566;150;8021; ;14;15;15;3;14;7; ;644;136;17; ;19;17;13; ;12;15;15;1;13;13;11;3;4;101;7;1;49;2;2; ; ;2
Buenos Aires;LA COSTA;Privado;Urbano;21; ; ; ; ;66; ; ;47; ; ; ; ;1482; ; ; ; ; ; ; ;1611; ; ; ; ; ; ; ;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;3; ; ; ; ;4; ; ; ; ; ; ; ;3; ; ; ;2;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;7;4;1; ;6; ; ; ;2; ;8;2;5; ;8;5;5; ;1;5;2;8; ;12;6; ;17; ; ; ; ; 
Buenos Aires;LA MATANZA;Estatal;Urbano;582; ;3;20; ; ; ; ; ; ; ; ; ;52422; ; ;73; ; ; ; ;89252; ; ; ; ; ;246; ;1355;46;46; ; ; ;36; ;302;9;2;3; ;99;29;2;99;1;1;3; ;1973;28;13;34;2;1710;163;44;228;79;23; ;21;2197;67;14;42;2;2427;217;36;129;43;25;3;26;50;4;5;2; ;77;13;7;6; ;5;1; ;92570;55553;19816;72220; ;134;192;167;8;1079;140; ;8221; ;136;1;136;141;168;4;173;199;206;3;200;203;154;53;252;685;169;91;337;64;31; ; ;2
Buenos Aires;LA MATANZA;Privado;Urbano;365; ; ;1; ;11471; ; ; ; ; ; ; ;43922; ; ; ; ; ;1144; ;37104; ;383; ; ; ;835; ;383; ;40; ; ; ; ; ;23;2; ;3; ;8;7;3;26;1;2;6; ;157;9;2;11;2;71;74;6;33;16;34;2;13;306;9;3;12; ;183;119;12;34;53;41;4;11;13;2;1; ; ;13; ; ; ; ; ; ; ;1378;1816;398;1157;154;132;118;112;9;10;1157; ;892;600;131;1;136;131;109;6;108;110;116;2;60;115;8;92;195;29;313;117;13;73;19; ; ;2
Buenos Aires;LA PLATA;Estatal;Rural;6; ; ; ; ; ; ; ; ; ; ; ; ;187; ; ; ; ; ; ; ;211; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ;1; ; ; ; ;1; ; ;35; ; ; ; ;3; ; ; ; ;2; ; ;200; ; ; ; ;7;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;388;394;60;244; ;2;2;1; ;2;0; ;94; ;2; ;1;2;2; ;1;3;1; ;1;1; ;1; ;2; ;3; ; ; ; ; ; 
Buenos Aires;LA PLATA;Estatal;Urbano;349;71;127;288;3; ; ; ; ; ; ; ;113;22845; ; ;39; ; ;77; ;32239;3;2;3; ;1;72;19;1104;30;77; ; ; ; ; ;165;4;4;9;2;98;27; ;85;2;9; ; ;1230;20;5;32;2;869;243;17;164;6;10; ;1;1158;17;12;69;6;933;279;15;109;16;16;2;2;51;7;16;7;2;36;77;7; ;1;3; ; ;36127;22918;5025;27367;304;94;89;91;17;164;97; ;3293;887;97;2;99;101;76;1;81;89;97; ;99;94;111;35;33;693;87;44;324;24;22; ; ;9
Buenos Aires;LA PLATA;Privado;Urbano;308;8; ; ; ;5203; ; ;163; ; ;292; ;19426; ; ; ; ; ;914; ;16339; ; ; ; ; ;511;1;603; ; ;52; ;7;16; ;7;4;2;5;2;6;2; ;18;1;1;5;1;3;6;1;2;1;13;14;1;20;5;28;4;4;10;10;4;7; ;25;32;4;27;21;24;11; ;23;3;2;9;1;40;92;2;3;1; ; ;1;261;50; ;445; ;75;78;59;11;63;805; ;1994;1573;72; ;75;75;60;4;55;61;63; ;13;61;21;55;25;123;112;38;50;33;8; ;1;1
Buenos Aires;LANUS;Estatal;Urbano;212; ; ;2; ; ; ; ; ; ; ; ; ;12357; ; ; ; ; ; ; ;22059; ; ; ; ; ;106; ;151; ;18; ; ; ; ; ;17; ; ;6; ;43;8;3;86;4; ;1; ;65;7;2;13;4;224;63;2;158;22;11;3;11;60;11;5;13;2;463;104;30;87;35;14;2;6;1;2; ; ; ;3;4;2;1;4; ; ; ;19883;7084;4880;23991; ;54;66;61;3;103;52; ;1018; ;60;2;57;61;64;3;64;68;71; ;69;70;63;15;33;346;101;29;277;52;7; ; ; 
Buenos Aires;LANUS;Privado;Urbano;150; ; ; ; ;4031; ; ; ;119;49;103; ;13206; ; ; ; ; ;986; ;11870; ; ; ; ; ;544; ;208; ; ; ; ; ; ; ;4;1; ;6;1;8;1;1;29; ; ;4; ;8;4; ;8;2;11;1; ;24;5;8;6; ;13;1;1;1;3;32;5;2;18;16;21;6; ;4; ;1; ; ;14;1; ; ; ; ; ; ;54;18; ; ; ;47;43;43;4;4;105; ;724;1059;46; ;52;46;36;1;32;34;42; ;17;40;19;57;41;91;181;46;37;53;14; ; ; 
Buenos Aires;LAPRIDA;Estatal;Rural;14; ; ; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ;49; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;39;57; ;119; ;1;8;1; ; ;0; ; ; ; ; ;4; ; ; ;9; ;1; ; ;1; ; ; ;4; ; ;2; ; ; ; ; 
Buenos Aires;LAPRIDA;Estatal;Urbano;18; ; ; ; ; ; ; ; ; ; ; ; ;509; ; ; ; ; ; ; ;1022; ; ; ; ; ; ; ;33; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;761;275;195;818;24;4;7;3;1; ;1; ; ; ;3; ;7;3;3; ;6;3;3; ;2;3;2; ; ;18; ; ;17; ; ; ; ; 
Buenos Aires;LAS FLORES;Estatal;Rural;37; ; ;20; ; ; ; ; ; ; ; ; ;136; ; ; ; ; ; ; ;207; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;220;270;79;393;89;2;25;2; ;2;17; ; ; ; ; ;6; ;6; ;22;6;2; ; ;3; ; ; ;6; ; ; ; ; ; ; ; 
Buenos Aires;LAS FLORES;Estatal;Urbano;23; ; ; ; ; ; ; ; ; ; ; ; ;1089; ; ; ; ; ; ; ;1387; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;3; ; ;3; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1116;944;363;815; ;5;9;5;1; ;2; ;357; ;5; ;7;5;7; ;6;9;5; ;5;5;5;3; ;44;2;2;7;1;1; ; ;1
Buenos Aires;LAS FLORES;Privado;Urbano;5; ; ; ; ;54; ; ; ; ; ; ; ;410; ; ; ; ; ;168; ;339; ; ; ; ; ;162; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ;0; ; ; ;1; ;1;1;2; ;1;2;2; ; ;1;2; ; ;2;3; ;1; ; ; ; ; 
Buenos Aires;LEANDRO N. ALEM;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ;80; ; ; ; ; ; ; ;119; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;126;45; ;170; ;2;9;2; ; ;0; ;45; ;3; ;2;2;2; ;6;2;2; ; ;2; ; ; ;4;1; ;5; ; ; ; ; 
Buenos Aires;LEANDRO N. ALEM;Estatal;Urbano;18; ; ; ; ; ; ; ; ; ; ; ; ;801; ; ; ; ; ; ; ;1257; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1883;412; ;1167; ;4;6;4;1;1;0; ;319; ;4; ;6;4;4; ;3;6;4; ;4;4;4; ;3;21;1;3;32; ; ; ; ; 
Buenos Aires;LEZAMA;Estatal;Rural;9; ;3; ; ; ; ; ; ; ; ; ; ;28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1; ;29; ;2;4; ; ; ;0; ; ; ; ; ;2; ;3; ;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;LINCOLN;Estatal;Rural;51; ; ; ; ; ; ; ; ; ; ; ; ;509; ; ; ; ; ; ; ;540; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;837;502;3;920;23;8;25;5; ;9;12; ;324; ;8; ;12;8;9; ;19;12;3; ;3;3;2; ; ;19;1;1;8; ; ; ; ; 
Buenos Aires;LINCOLN;Estatal;Urbano;27; ; ; ; ; ; ; ; ; ; ; ; ;929; ; ; ; ; ; ; ;2012; ; ; ; ; ; ; ;260;15; ; ; ; ; ; ; ; ; ;1; ;2; ; ;1; ; ;2; ;2; ; ;1; ;5; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1250;527;50;2295;32;6;7;6;3;2;20; ; ; ;8; ;8;8;5; ;7;5;7; ;3;5;12; ;2;48;3; ;37; ;1; ; ;2
Buenos Aires;LINCOLN;Privado;Urbano;14; ; ; ; ;330; ; ; ; ; ; ; ;907; ; ; ; ; ; ; ;1371; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;418; ; ; ; ;3;4;5;1; ;5; ; ;165;4; ;2;4;5; ;2;4;3; ;4;2; ;2; ;12; ; ;5; ; ; ; ;1
Buenos Aires;LOBERIA;Estatal;Rural;36; ; ; ; ; ; ; ; ; ; ; ; ;249; ; ; ; ; ; ; ;515; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;463;701;43;353;80;5;16;5; ;8;20; ;145; ;5; ;4;5;12; ;8;15;3;1;1;2; ; ;1;10; ;1;2; ; ; ; ; 
Buenos Aires;LOBERIA;Estatal;Urbano;20; ; ; ; ; ; ; ; ; ; ; ; ;696; ; ; ; ; ; ; ;655; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;969;553;100;1315; ;6;7;3;1; ;10; ;257; ;5; ;6;6;3; ;2;7;3;1;3;3;5; ; ;8; ; ;2; ; ; ; ; 
Buenos Aires;LOBOS;Estatal;Rural;34; ; ; ; ; ; ; ; ; ; ; ; ;264; ; ; ; ; ; ; ;542; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ;8; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;900;481;89;687;89;5;21;4; ;1;4; ;62; ;5; ;3;5;13; ;7;14;2; ;3;2;3;1; ;10; ; ;7; ;1; ; ; 
Buenos Aires;LOBOS;Estatal;Urbano;38; ; ; ; ; ; ; ; ; ; ; ; ;1182; ; ; ; ; ; ; ;2339; ; ; ; ; ; ; ;319; ; ; ; ; ;18; ;3;1; ;1; ;1; ; ; ;1; ; ; ;12; ; ; ; ; ; ;1; ;1; ; ; ;32; ; ; ; ;5; ; ; ; ; ; ; ;2; ; ; ; ;4;3;1; ; ;3; ; ;1919;914;55;2272; ;12;10;7;2; ;30; ; ; ;18;2;10;18;6; ;8;6;6; ;6;5;7;3;5;39;2;3;25; ; ; ; ;2
Buenos Aires;LOBOS;Privado;Urbano;8; ; ; ; ;60; ; ; ; ; ; ; ;819; ; ; ; ; ; ; ;962; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;90; ; ;90; ;2;3;3; ; ;2; ; ; ;2; ;1;2;2; ;2;2;3; ;1;3; ;3;1;7;7;1; ;6;3; ; ; 
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;288; ;11;1; ; ; ; ; ; ; ; ; ;20933; ; ; ; ; ; ; ;41927;63;63; ; ; ;221; ;776; ;59; ; ; ;299; ;89; ;1;4; ;39;7;2;33; ;1; ;7;709;4;2;9;3;575;134;19;84;17;14;1;8;1116;5;5;15;4;1081;153;10;32;31;29;4;5;44;3;3;4; ;24;8;7;1;3;3; ; ;32173;24451;10929;27868; ;60;94;100;9;528;715; ;2403; ;66; ;66;66;89;4;88;96;106;3;101;102;94;15;34;485;130;35;384;55;23; ; ;1
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;260; ; ; ; ;6581; ; ; ;97; ; ; ;23195; ; ; ;294; ;903; ;19585; ;79; ; ; ;1689; ;521; ;85; ; ; ;32; ;8;4;1; ;1;7;9;2;22;1;1;3;1;68;7;4;4;2;46;45;1;16;13;23;1; ;82;8;3;6; ;106;44;3;14;27;27;7;3;10;1;4;1; ;18;9;2;1;2;1;1; ;533;247; ;783; ;75;74;77;12;2;769; ;1771;2101;81; ;74;82;66;1;53;67;79; ;31;77;14;63;98;47;306;33;37;139;21; ;1;4
Buenos Aires;LUJAN;Estatal;Rural;29; ; ; ; ; ; ; ; ; ; ; ; ;859; ; ; ; ; ; ; ;1105; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ;4; ; ; ;1;18; ;1; ; ;1; ; ;16; ; ; ; ;12; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;813;371;127;803; ;6;10;6; ;3;3; ;263; ;3; ;9;3;4;1;10;7;7; ;2;6;3; ;3;29;2;3;13;1;1; ; ; 
Buenos Aires;LUJAN;Estatal;Urbano;68;7; ; ; ; ; ; ; ; ; ; ; ;3058; ; ; ; ; ; ; ;5421; ; ; ; ; ;327; ;437;41;71; ; ; ;24; ;1; ; ;1; ;5; ; ;3; ; ;1; ;10; ; ;4; ;12; ; ;10;1;2; ;1;13;2;1;2; ;36;4;2;2;2;3;1; ;5;1; ; ; ;6;5;6;1;2;1; ;1;3894;834;1015;3893; ;22;20;12;5;9;11; ; ; ;21;1;24;21;16;1;20;16;15; ;13;13;31;2;13;88;8;19;58;8;8; ; ;1
Buenos Aires;LUJAN;Privado;Urbano;48; ; ; ; ;856; ; ; ; ; ; ; ;3218; ; ; ; ; ; ;27;1952; ;57;17; ; ;340; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ;1; ; ; ; ; ; ; ;1;2;4;1;3; ;1; ; ; ;3;1; ; ;2;5; ;1;2; ; ; ; ;4; ; ; ; ; ; ; ;56; ; ; ; ;12;14;11;2;1;305; ;231; ;12; ;12;12;11; ;10;12;12; ;1;13;4;8;17;15;13;13;5;2; ; ; ; 
Buenos Aires;MAGDALENA;Estatal;Rural;31; ;1; ; ; ; ; ; ; ; ; ; ;296; ; ; ; ; ; ; ;364; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;30; ; ; ; ;5; ;1;1; ; ; ; ;1; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;538;647;6;472;102;7;15;6; ;4;1; ;240; ;5; ;3;5;9; ;5;12;6; ;2;7;2; ; ;9;1;1;7; ; ; ; ; 
Buenos Aires;MAGDALENA;Estatal;Urbano;24;4; ; ; ; ; ; ; ; ; ; ; ;566; ; ; ; ; ; ; ;1199; ; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ;1; ; ; ;2; ; ;2; ;1; ; ;1;1; ;2; ;5; ; ;4; ; ;1; ; ;1; ;1; ;8; ;2;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1053;1273;18;1522;63;8;4;5;1; ;30; ;298; ;8; ;7;8;2; ;4;3;6; ;3;6;4;2; ;19; ; ;12; ; ;1; ; 
Buenos Aires;MAIPU;Estatal;Rural;15; ; ; ; ; ; ; ; ; ; ; ; ;121; ; ; ; ; ; ; ;112; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;274;198; ;135; ;2;5;2; ;1;12; ;84; ;5; ; ;3;5; ;2;6;1; ;1;1; ; ; ; ; ; ;1; ; ; ; ; 
Buenos Aires;MAIPU;Estatal;Urbano;9; ; ; ; ; ; ; ; ; ; ; ; ;523; ; ; ; ; ; ; ;567; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;355;236; ;838;8;2;2;2;1; ;27; ; ; ;2; ;3;2; ; ;3; ;2; ;1;2;3; ;1;23; ; ;1; ; ; ; ; 
Buenos Aires;MALVINAS ARGENTINAS;Estatal;Urbano;119; ;2; ; ; ; ; ; ; ; ; ; ;9687; ; ; ; ; ; ; ;18418;20;57; ; ; ;77; ; ; ; ; ; ; ; ; ;9;1; ; ; ;9;3; ;4; ;1; ; ;29;3; ;1;4;60;25;1;48;4;5; ;6;62;24;3;2; ;164;61;10;14;18;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;14103;9584;3442;10385;60;23;40;37; ;276;508; ;1156; ;30; ;30;30;37;1;37;41;47; ;46;45;32;14;62;158;36;104;72;9;31; ; ; 
Buenos Aires;MALVINAS ARGENTINAS;Privado;Urbano;107; ; ; ; ;3507;193; ; ; ; ; ; ;14717;219; ; ; ; ;736; ;8918; ; ; ; ; ;323; ; ; ; ; ; ; ; ; ;2;2; ; ; ;1;3;2;3;1;2;1;1;8;3;3;2; ;16;13;2;3;12;14;2;1;16;12;8;2;2;27;29;6;5;15;11;3;1; ; ; ; ; ;1;1; ; ; ; ; ; ;103; ; ;176; ;37;33;31;1;5;22; ;409;33;47;1;41;47;37;2;34;39;35; ;24;35;4;32;59;55;142;69;32;38;27; ; ; 
Buenos Aires;MAR CHIQUITA;Estatal;Rural;27; ; ; ; ; ; ; ; ; ; ; ; ;374; ; ; ; ; ; ; ;673; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;1; ;2; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;750;515; ;597;140;4;14;4; ;2;0; ;194; ;8; ;2;8;10; ;5;11;2;1;2;2;1; ; ;5; ; ;10; ; ; ; ; 
Buenos Aires;MAR CHIQUITA;Estatal;Urbano;23; ; ; ; ; ; ; ; ; ; ; ; ;861; ; ; ; ; ; ; ;500; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1213;299;189;1142; ;5;8;3;1;1;14; ;32; ;7; ;5;7;8; ;5;9;5;1;3;5;8;3;1;29;1;3;37;3; ; ; ;1
Buenos Aires;MARCOS PAZ;Estatal;Rural;10;11;2; ; ; ; ; ; ; ; ; ; ;423; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;402;446; ;367; ;2;6; ; ;1;34; ;443; ;3; ;2;3; ; ; ;6; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; 
Buenos Aires;MARCOS PAZ;Estatal;Urbano;38;8;22;20; ; ; ; ; ; ; ; ; ;2711; ; ; ; ; ; ; ;5188; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;3; ; ;2; ; ; ; ;37; ; ;1; ;38;1;1;3; ; ; ; ;61;1; ;1; ;73;3;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5635;4379; ;4917; ;11;13;11; ;45;3; ;510; ;10; ;12;10;10; ;10;13;12; ;12;11;20; ;1;52;2;8;15; ; ; ; ; 
