provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuito;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Buenos Aires;ALBERTI;Estatal;Urbano;10;10;10; ; ; ; ; ;9;7;4;1;8;7;7;7; ;2;1;9;1;4;4;2; ;2;1;1; ; ; ;2;8;1; ;8;1; ;1;10;5;3;5;3;6;2;2;4;4; ; ; ;3;3;5;5; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;234;234;233; ; ; ; ;1;199;174;89;26;138;155;182;90; ;41;8;181;59;65;41;10;6;32;37;25;20; ;12;149;16;37;14;96;9;21;17;156;85;69;52;37;95;69;70;107;86;4; ;17;80;43;195;142; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;177;164;164;4; ; ; ; ;146;123;72;26;133;127;145;96; ;28;4;147;14;29;21;8;2;22;25;25;13; ;4; ;150;62;18;85;6;12;7;148;50;33;55;71;5; ;164;81;56;12;9;4;105;88;102;69;5;46;45;43;2
Buenos Aires;ARRECIFES;Estatal;Rural;14;14;14; ; ; ; ; ;11;6;3;1;7;9;12;5; ;1;1;7;3;2;1;1;1;1;3;3;2; ; ;9;1;1;1;4;1;4; ;8;9;2;4;3;4;8;2;5;4; ; ;1;5;3;7;3; ; ; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;30;30;30; ; ; ; ; ;28;19;13;7;24;25;28;18; ;10;1;24;5;11;9;4;1;8;9;9;5; ;6;24;6;6;4;11;6;4;4;28;12;11;10;7;11;14;5;21;17;1; ;3;7;5;25;13; ; ; ; ; 
Buenos Aires;AVELLANEDA;Estatal;Urbano;188;178;178; ; ; ; ; ;160;134;90;36;123;129;164;90; ;36;17;152;47;51;31;7;7;30;42;17;21; ;10;116;27;35;7;89;2;14;15;141;64;52;42;34;116;47;15;69;54;3;5;7;65;47;155;114; ; ; ; ; 
Buenos Aires;AVELLANEDA;Privado;Urbano;120;107;107;2; ; ; ; ;84;92;64;38;89;77;97;68; ;26;3;102;25;21;18;7;8;21;23;14;12; ;5;3;102;30;5;72;1;3;12;103;48;32;59;68; ; ;108;43;13;18;11;1;76;64;65;41;11;30;26;29;3
Buenos Aires;AYACUCHO;Estatal;Rural;39;36;28;1;8; ; ; ;34;29;9;6;19;28;30;17; ;6;2;19;15;8;4;3;4;2;7;3;4; ;2;9;1; ; ;1;7;1;1;5;8;3;5;1;21;11;6;9;8; ; ;1;5;1;22;7; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;25;25;24; ;1; ; ; ;24;16;9;1;18;24;20;13; ;3;2;16;2;10;2; ; ;7;11;4;3; ;1;5;13;4;2;6;3;2;1;18;5;5;5;4;13;4;8;6;6; ; ; ;5;3;18;11; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Rural;43;42;26;2;16; ; ; ;29;29;16;10;23;22;33;16; ;4; ;26;19;4;6;3;3;4;4;7;4; ;1;10;1;2; ; ;9; ;1;2;10; ;4; ;15;13;15;10;8; ;1;1;4;1;24;9; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;61;60;60; ; ; ; ; ;45;42;28;11;36;34;49;32; ;6;3;44;15;13;12;4;3;7;8;9;9; ;2;50;2;8;6;23;8;6;5;49;25;22;16;16;29;22;9;31;26;1; ;4;26;15;50;30; ; ; ; ; 
Buenos Aires;AZUL;Privado;Urbano;22;22;22; ; ; ; ; ;17;20;10;5;19;15;20;17; ;3;1;20;2;6;3; ;1;3;5;2;4; ; ;4;15;5;1;13;1;2;2;17;8;9;9;9;2; ;20;8;5; ; ;3;12;6;13;6;1;4;7;7; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;6;6;6; ; ; ; ; ;5;6;3;2;6;3;5;5; ; ; ;4;4;2; ; ; ;2;2; ;2; ; ;3; ; ; ;1;2; ; ;2;3;1; ;1;3;1;2;3;3; ; ; ;3;2;3;3; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;196;193;193; ; ; ; ; ;170;149;79;27;133;124;181;111; ;21;6;161;48;65;43;10;11;45;41;36;31; ;4;79;63;12;7;105;8;12;10;135;69;71;45;23;119;36;38;87;70;6;3;8;62;35;160;122; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Privado;Urbano;83;83;83; ; ; ; ; ;72;69;47;33;75;66;78;44; ;13;3;77;11;18;15;5;7;28;23;18;15; ;5;1;78;11;8;59;1;4;10;79;48;38;50;37;2; ;81;48;25;13;7;3;41;39;64;41;10;22;15;19;4
Buenos Aires;BALCARCE;Estatal;Rural;34;34;32;1;1; ; ; ;30;23;16;11;23;14;28;14; ;2; ;21;16;7;6;2;2;7;3;5;2; ;1;5;5;1; ;3;6; ;1;8;5;2;1; ;25;5;4;14;13; ; ;1;15;4;16;8; ; ; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;45;44;44; ; ; ; ; ;38;26;17;6;33;28;33;29; ;9;1;28;13;13;6;2;2;7;7;1;6; ;1;20;9;5;1;21;1;1;2;28;6;10;7;6;25;9;11;24;23; ; ;1;8;5;29;22; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5;5;5;2; ; ; ; ;4;4;2;2;2;2;5;1; ; ; ;5;2;2;4; ; ;2;2;2;1; ; ; ;4; ;2;2; ; ; ;4;4;4;3;4; ; ;5;5;3;2; ; ;4;2;5;2;1;2;1;2; 
Buenos Aires;BALCARCE;Privado;Urbano;4;4;4; ; ; ; ; ;4;4;4;3;4;4;4;1; ;2; ;4; ;3;3; ; ;1;3; ;1; ;2; ;4;3; ;4; ; ; ;4;4;3;4;3;1; ;3;4;4; ; ; ;3;3;4;3; ;3;3;1; 
Buenos Aires;BARADERO;Estatal;Rural;25;24;21;3;1; ; ; ;19;19;10;8;14;15;21;11; ;7;3;18;11;3;4;3;2;2;2;5; ; ;1;3;5; ; ;1;3;1;3;7;2;3;2;1;12;6;7;6;6; ; ; ;6;3;10;7; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;39;39;37;2;1; ; ; ;29;21;12;6;23;20;30;14; ;9;1;27;10;9;6;1; ;8;8;7;4; ; ;17;7;5;3;12;2;3; ;23;9;14;7;7;20;8;11;18;15;2; ;1;12;6;28;18; ; ; ; ; 
Buenos Aires;BARADERO;Privado;Urbano;10;10;10; ; ; ; ; ;9;10;6;2;8;6;9;7; ;1; ;10;2;6;4; ; ;3;4;3;2; ; ; ;8;5;3;2;1; ;1;8;8;5;6;5;1; ;9;7;3;3;1; ;5;4;8;4;1;2;2;2; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;13;13;13;1; ; ; ; ;12;9;8;2;11;9;13;11; ;1;1;12;4;6;6;3; ;5;5;5;5; ;1;3;9;2;1;1;6;1;2;12;6;5;2;1;6;6;1;8;8; ; ; ;4;2;11;7; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;17;17;17; ; ; ; ; ;13;14;11;3;15;12;17;11; ;2;1;16;5;6;7;1;3;6;6;2;2; ; ;2;13;4; ;3;3;3;2;15;9;7;6;3;9;7;1;9;9; ; ; ;4;3;16;12; ; ; ; ; 
Buenos Aires;BERAZATEGUI;Estatal;Urbano;182;182;182;1; ; ; ; ;161;128;67;26;116;115;164;83; ;32;8;155;24;60;38;6;4;40;38;14;16; ;6;155;9;37;22;66;27;35;15;162;86;80;59;37;98;37;47;81;64;2;3;12;62;37;167;129; ; ; ; ; 
Buenos Aires;BERAZATEGUI;Privado;Urbano;105;105;105;8; ; ; ; ;88;85;72;37;90;78;95;55; ;17;5;94;19;16;21;9;6;28;19;21;18; ;2;11;89;47;10;55;6;6;12;98;57;39;57;64;2; ;103;44;27;8;5;4;76;71;70;52;3;27;25;25;3
Buenos Aires;BERISSO;Estatal;Urbano;58;57;57; ; ; ; ; ;50;29;14;6;32;33;45;31; ;11;3;47;6;23;6;1;1;9;16;4;8; ;4;46;2;5;3;22;4;14;3;48;28;23;14;16;39;7;11;26;22; ;1;3;23;12;48;32; ; ; ; ; 
Buenos Aires;BERISSO;Privado;Urbano;21;18;18; ; ; ;1; ;13;14;10;1;15;11;18;11; ;4; ;18; ;2;1;1;1;4;3;5;3; ; ;2;16;2;1;16; ; ;3;17;6;4;5;7;1; ;17;10;9; ; ;1;6;5;10;9; ;9;7;7;1
Buenos Aires;BOLIVAR;Estatal;Rural;41;40;40; ; ; ; ; ;25;24;11;7;22;24;25;14; ;5; ;18;16;3;2; ;1;1;2;3;1; ; ; ;6; ;1;1;5; ; ;5;4;3;3;1;20;9;11;8;7; ; ;1;4;2;10;4; ; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;38;38;38; ; ; ; ; ;32;29;14;2;24;24;26;25; ;3;1;24;9;20;15;4;1;11;14;8;9; ;2;8;15; ;2;11;5;6; ;22;12;12;12;5;18;7;13;13;12; ; ;1;10;7;28;24; ; ; ; ; 
Buenos Aires;BOLIVAR;Privado;Urbano;7;7;7; ; ; ; ; ;6;7;6;4;7;6;7;6; ; ; ;7; ; ; ;1; ;2;1;4; ; ; ; ;7;2;1;5; ; ; ;7;6;7;4;5;1; ;6;3; ;1;1;1;5;4;6;5;1;2;2;2;1
Buenos Aires;BRAGADO;Estatal;Rural;23;23;22; ; ; ; ;1;20;14;11;4;11;11;22;9; ;3; ;16;8;5;5;3;1;3;2;4;1; ;1;11;6;5;1;10;2; ;2;12;11;4;3;3;11;9;3;8;6; ; ;2;5;2;17;8; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Urbano;31;31;31; ; ; ; ; ;29;22;18;7;23;22;30;17; ;8;4;27;11;11;8;4;4;5;8;9;7; ;2;3;28;5;2;20;4; ;3;31;11;10;9;7;23;7;1;24;21; ; ;3;14;10;28;18; ; ; ; ; 
Buenos Aires;BRAGADO;Privado;Urbano;5;5;4; ;1; ; ; ;5;5;5;2;5;5;5;4; ;1;1;5; ;2;2;1; ;2;2;1;2; ; ;1;4;1; ;5; ; ; ;5;4;3;3;3; ; ;5;2; ;1;1; ;4;3;5;5;1;1;1;3; 
Buenos Aires;BRANDSEN;Estatal;Rural;28;28;26; ; ; ; ;2;22;16;11;2;11;17;20;14; ;1; ;17;4;4;3;1;1;3;4;3;1; ; ;1;1;1; ; ;1; ; ;2;1;1;1; ;11;12;5;10;5; ; ;5;6;2;16;3; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Urbano;21;21;21; ; ; ; ; ;17;16;11;3;10;10;15;8; ; ;1;15;3;13;4;1;2;3;5;3;1; ; ;4;3;3; ;1;2;2; ;6;2;3; ;1;13;3;5;5;5; ; ; ;6;1;18;13; ; ; ; ; 
Buenos Aires;BRANDSEN;Privado;Urbano;10;10;10; ; ; ; ; ;9;6;6; ;4;4;10;5; ;3; ;10; ;3;2;1; ;1;1;3;1; ; ; ;10;4;1;5;1; ; ;10;6;3;4;2;1; ;9;4;4; ; ; ;3;2;5;3; ;2;3;2; 
Buenos Aires;CAÑUELAS;Estatal;Rural;26;25;25;1; ;1; ; ;18;16;14;9;9;10;18;10; ; ; ;15;10;3;5;2;3;2;2;3;2; ; ;4;2;1; ;1;5; ; ;4;5;1;4;2;11;5;10;10;8; ; ;2;6; ;11;4; ; ; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Urbano;51;50;50; ; ; ; ; ;40;37;19;11;31;32;42;25; ;8;1;38;21;12;12;3;4;11;10;9;6; ;3;18;15;9;1;19;5;3;4;33;17;13;10;5;27;10;13;23;21; ; ;2;16;9;36;23; ; ; ; ; 
Buenos Aires;CAÑUELAS;Privado;Urbano;18;18;18; ;2; ; ; ;17;15;11;7;15;16;17;13; ;6; ;17;3;3;3;1;1;4;4;3;2; ;1; ;18;6;1;8;5;3;2;17;15;6;14;9; ; ;18;11;6;4;1; ;12;8;13;5; ;1;1;1; 
Buenos Aires;CAMPANA;Estatal;Rural;18;18;17;1; ; ; ;1;14;14;6;1;12;10;15;6; ;1;1;16;6;4;6;1;1;3;3;5;1; ; ;7; ; ; ;4;4; ; ;5;3;4;3;1;8;7;3;5;4; ; ;1;6;2;12;11; ; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Urbano;73;73;73; ; ; ; ; ;63;58;26;6;47;41;66;29; ;9;3;53;12;23;19;1;1;17;14;6;6; ;4;37;7;7;5;28;1;4;2;43;24;18;16;4;36;19;18;35;29;1;1;4;17;9;56;39; ; ; ; ; 
Buenos Aires;CAMPANA;Privado;Urbano;41;35;35;5; ;1; ; ;27;30;21;16;26;21;35;17; ;11;1;34;9;6;5;2;2;5;5;7;2; ;1; ;33;7; ;26;3;1;5;33;31;13;24;9; ; ;35;18;11;2;5; ;10;7;20;10;2;5;4;5; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural;9;9;9; ; ; ; ; ;6;5;3;2;6;4;7;7; ;1; ;5;4; ; ; ; ; ; ; ; ; ; ;4;3; ; ;2;3;1;1;3;7;1; ; ;5;4; ;2;2; ; ; ;4; ;7;2; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;18;18;18; ; ; ; ; ;16;11;9;4;16;10;16;5; ;5;2;13;2;8;5;4;1;6;5;7;2; ;2;15;1;1;1;15;1;1;1;16;11;12;11;10;11;5;2;15;14; ;1; ;11;8;15;11; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Rural;33;33;33; ; ; ; ; ;22;23;15;4;15;17;27;16; ;3; ;18;12;3;4;2;1;4;3;4;2; ;1;10;11; ;3;6;4;7;1;15;18;9;7;1;19;9;5;5;5; ; ; ;6;1;23;16; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Urbano;21;21;21; ; ; ; ; ;15;19;10;6;13;10;20;8; ;1;4;14;5;8;7;3;2;3;5;7;4; ;1;4;17;4;2;12; ;5; ;21;12;12;7;7;11;9;1;14;11;1; ;2;9;5;19;12; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural;28;28;28; ; ; ; ;1;22;18;13;5;20;13;24;15; ;3;1;17;7;6;7;5;2;6;5;7;3; ;1;21;2; ;2;10;7;3;1;18;15;6;6;2;8;13;7;16;16; ; ; ;13;4;15;9; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;16;16;16; ; ; ; ; ;12;10;9;2;10;9;13;7; ; ;1;7;2;2;4;1; ;1;2;2;1; ; ;14;2;3;4;9; ;1;1;13;4;6;2;1;8;7;1;13;13; ; ; ;6;1;11;6; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;16;16;16; ; ; ; ; ;10;13;6;4;10;12;14;6; ;2;1;7;5;1;1; ; ;1;1;1;1; ; ; ;4;2; ;1;1; ; ;4;1;1;1; ;9;4;3;4;3; ; ;1;8;2;9;4; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;27;27;27; ; ; ; ; ;20;18;8;4;15;15;18;9; ;4;1;17;3;7;6;1;2;5;5;1;3; ;2;3;13;3;1;3;6;3; ;16;5;2;4;1;14;8;5;14;12;1; ;1;4;4;17;11; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Rural;16;15;14; ; ; ; ;1;10;13;4;1;6;9;14;7; ; ; ;8;2; ; ; ; ; ; ; ; ; ; ;6; ;1; ;2;3;1; ;3;6; ;3; ;14; ;2;5;4; ; ;1;2;1;4; ; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Urbano;8;8;8; ; ; ; ; ;7;6;2;1;4;4;6;4; ;1; ;5; ;2; ; ; ;1; ; ;1; ; ;5;2;1; ;2;2;2;1;6;6;2;3;2;4;1;3;2;2; ; ; ;4;3;5;4; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Rural;33;30;30; ;1; ; ; ;23;20;8;5;18;21;24;15; ;3; ;23;12;7;5;3;2;8;8;6;3; ; ;5;5; ;1;6;3; ; ;8;7;7;5;4;6;16;9;9;9; ; ; ;12;6;19;7; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Urbano;51;44;44; ; ;1; ; ;33;26;9;13;29;25;36;21; ;8;3;31;10;8;8;2;1;6;5;4;4; ; ;30;4;3;4;24;2;2;1;33;24;14;14;8;20;15;16;19;15; ;1;3;10;6;29;19; ; ; ; ; 
Buenos Aires;CHACABUCO;Privado;Urbano;10;10;10; ; ; ; ; ;9;7;7;4;9;8;9;7; ;4; ;9; ;7;4; ;3;7;6;1;7; ;2; ;8;3; ;5; ; ;1;8;4;7;4;2;1; ;9;1; ;1; ; ;3;3;9;5;3;3;1;2; 
Buenos Aires;CHASCOMUS;Estatal;Urbano;66;66;60;1;5; ; ;1;52;55;36;16;37;41;59;39; ;8;2;41;14;13;11;4;3;11;13;10;10; ; ;20;9;6;3;16;3;5; ;28;17;11;6;5;40;11;15;17;14; ; ;3;17;7;43;22; ; ; ; ; 
Buenos Aires;CHASCOMUS;Privado;Urbano;11;11;11; ; ; ; ; ;8;11;8;3;10;9;11;6; ;3;1;11; ;5;1; ; ;3;3;4;2; ;1; ;11;7; ;4;1; ;1;11;7;7;7;4; ; ;11;4;4; ; ; ;5;5;11;6; ;4;3;3; 
Buenos Aires;CHIVILCOY;Estatal;Rural;33;33;31; ; ; ; ;2;23;24;10;10;21;15;27;16; ;2; ;17;20;5;5;1;1;2;3;6;2; ;1;11;5;1; ;7;3;6; ;11;12;6;5; ;24;5;4;12;12; ; ; ;10;3;22;10; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Urbano;60;60;59; ; ; ;1; ;47;43;21;10;35;40;46;28; ;9;2;47;17;26;19;2;2;15;18;10;9; ;4;40;6;4;5;25;4;8;5;46;34;27;32;15;41;13;6;28;22;2; ;4;18;13;46;34; ; ; ; ; 
Buenos Aires;CHIVILCOY;Privado;Urbano;19;19;19; ; ; ; ; ;10;17;14;8;18;13;18;12; ;1; ;18; ;4;6;4;3;7;5;2;4; ;1; ;19;4;2;7;5;1;1;19;13;11;13;8; ; ;19;9;8; ;1; ;9;5;14;9;2;4;4;4;1
Buenos Aires;COLON;Estatal;Rural;11;11;11; ; ; ; ; ;7;8;2; ;7;7;10;4; ;3; ;8;3;3;2; ; ;1;2;1;1; ; ;1;5; ; ;3;1;2; ;5;3;1;1;1;1;8;2;4;4; ; ; ;2;1;7;3; ; ; ; ; 
Buenos Aires;COLON;Estatal;Urbano;21;21;21; ; ; ; ; ;17;17;13;2;16;16;19;14; ;1;1;16;3;8;4;2;1;6;7;6;6; ; ;8;11;1;3;10;2;4;2;19;8;8;8;4;5;15;1;14;13; ; ;1;10;8;17;11; ; ; ; ; 
Buenos Aires;COLON;Privado;Urbano;9;9;9; ; ; ; ; ;7;7;5;2;7;6;8;6; ;3; ;9;2;1;1; ; ;1;1; ;1; ; ; ;9;4; ;3; ;1;1;9;1;2; ;2; ; ;9;5;4; ; ;1;4;3;6;3; ;3;3;3; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;17;17;17; ; ; ; ; ;14;11;6;2;10;10;13;6; ;2; ;12;5;7;2; ; ;3;3;2;1; ; ;6;3;1; ;6;2; ; ;7;1;1;1;1;7;5;5;5;4; ; ;1;5;2;13;5; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;48;48;48;1; ; ; ; ;41;33;21;5;29;27;43;23; ;8;2;42;9;23;11;1; ;14;13;11;5; ; ;35;10;5; ;34;1;5;3;44;18;20;16;7;19;18;11;26;22;1;1;2;15;10;39;30; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Privado;Urbano;9;9;9; ; ; ; ; ;8;9;6;2;9;8;9;3; ;2;1;9; ;4;4; ; ;4;4;3; ; ;1; ;9;3; ;5; ;2; ;8;2;2;3;3; ; ;9;4;1;1; ;2;6;5;6;3; ;3;3;3; 
