provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;RAMALLO;Estatal;Urbano;29; ; ; ; ; ; ; ; ; ; ; ; ; ;1690; ; ; ; ; ; ; ; ;2387; ; ; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ;3;1;1; ; ; ;1;1; ; ;1;2; ;2;1; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;2979;915; ;2921; ;10;10;7;1;1;24; ;273; ;8; ;9;9;8; ;8;9;8; ;7;8;14;4;1;36;8; ;7;3;3; ; ;2
Buenos Aires;RAUCH;Estatal;Rural;24; ; ; ; ; ; ; ; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ;233; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;318;344;134;239;102; ;14;2; ;2;7; ; ; ;4; ;2;4;12; ;4;12;2; ; ;1; ; ; ;4; ; ;13; ; ; ; ; 
Buenos Aires;RAUCH;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ;518; ; ; ; ; ; ; ; ;275; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ;1; ; ;3; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1000;125;20;737;9;3;3;2;1;2;5; ;80; ;8; ;5;8;2; ;3;3;2; ;2;2;1; ; ;10;1; ;6; ;4; ; ; 
Buenos Aires;RIVADAVIA;Estatal;Rural;28;3; ; ; ; ; ; ; ; ; ; ; ; ;312; ; ; ; ; ; ; ; ;368; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;446;307;141;559;37;9;13;4; ;3;1; ; ;135;4; ;8;4;6; ;8;5;3; ;3;2;2; ; ;6;1; ;3; ; ; ; ; 
Buenos Aires;RIVADAVIA;Estatal;Urbano;13; ; ; ; ; ; ; ; ; ; ; ; ; ;459; ; ; ; ; ; ; ; ;894; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1087;235;424;638; ;4;4;4;1; ;0; ;235; ;4; ;3;4;2; ;2;4;4; ;3;4; ; ;1;19; ; ;19; ;1; ; ; 
Buenos Aires;RIVADAVIA;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ; ;480; ; ; ; ; ; ; ; ;123; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ;1; ; ; ; ; ; ; ;2; ; ;2;1; ;1;1; ; ; ;1; ; ; ; ; ; ; ; 
Buenos Aires;ROJAS;Estatal;Rural;24; ; ; ; ; ; ; ; ; ; ; ; ; ;172; ; ; ; ; ; ; ; ;302; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;346;339;31;333;132;2;14;3; ; ;5; ;136; ;3; ;2;3;9; ;4;12;2; ;1;2; ;1; ;7; ; ;4; ; ; ; ; 
Buenos Aires;ROJAS;Estatal;Urbano;25; ; ; ; ; ; ; ; ; ; ; ; ; ;1062; ; ; ; ; ; ; ; ;1570; ; ; ; ; ; ; ; ;32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2007;1255; ;2076; ;9;6;5;1;1;6; ;755;17;8; ;10;9;4; ;3;6;5; ;4;4;12;3; ;42; ;1;12;2; ; ; ; 
Buenos Aires;ROQUE PEREZ;Estatal;Rural;30;1; ; ; ; ; ; ; ; ; ; ; ; ;102; ; ; ; ; ; ; ; ;249; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;257;251;5;231; ;2;19;3; ;4;5; ; ; ;3; ;3;3;13; ;8;13;1;1;1;1; ; ; ;3; ; ;2; ;2; ; ; 
Buenos Aires;ROQUE PEREZ;Estatal;Urbano;19; ; ; ; ; ; ; ; ; ; ; ; ; ;566; ; ; ; ; ; ; ; ;743; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ;1; ; ; ;1; ; ; ;964;57; ;1075; ;3;3;2;1;1;12; ;39; ;9; ;5;9;3; ;3;4;3; ;3;3;13;1; ;5; ; ;5; ; ; ; ; 
Buenos Aires;SAAVEDRA;Estatal;Rural;22; ; ; ; ; ; ; ; ; ; ; ; ; ;158; ; ; ; ; ;47; ; ;246; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;395;354; ;108;39;6;11;3; ;3;0; ;216; ;6; ;2;6;5; ;2;9;2; ;1;2;1; ;1;13; ; ;2; ;1; ; ; 
Buenos Aires;SAAVEDRA;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ; ;153; ; ; ; ; ;373; ; ;824; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;9; ; ; ; ; ; ; ;1; ; ; ; ;6; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;881;658;119;855; ;3;5;5; ; ;0; ;305;115;5; ;4;5;4; ;4;5;5; ;2;5;4;1;1;33; ;1;16; ;3; ; ; 
Buenos Aires;SAAVEDRA;Privado;Urbano;7; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;93; ; ;645; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2; ; ;0; ; ; ;2; ; ;2;2; ; ;2;2; ; ;2;1;2; ;5; ; ; ; ;1; ; ; 
Buenos Aires;SALADILLO;Estatal;Rural;41; ; ; ; ; ; ; ; ; ; ; ; ; ;440; ; ; ; ; ; ; ; ;456; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;1; ; ;1; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;780;687;250;1018;159;5;30;2; ;1;22; ;363; ;1; ;5;1;14; ;14;17;2; ;1; ; ; ; ;23;2; ;2; ;2; ; ; 
Buenos Aires;SALADILLO;Estatal;Urbano;31; ; ; ; ; ; ; ; ; ; ; ; ; ;1086; ; ; ; ; ; ; ; ;2009; ; ; ; ; ; ; ; ;187;15; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ;3; ; ;1; ;34; ; ; ; ; ; ; ;6; ; ; ; ;39;2; ; ;2;2; ; ; ; ;2; ; ;7; ; ; ; ; ; ; ;1610;552; ;1512; ;13;7;5;2; ;8; ;179; ;7; ;15;7;4; ;5;6;5; ;4;4;16;7;1;25;1; ;6;1;3; ; ;1
Buenos Aires;SALADILLO;Privado;Urbano;6; ; ; ; ; ; ; ; ; ; ; ; ; ;182; ; ; ; ; ; ; ; ;660; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;3; ; ;1; ; ; ;2; ;1;2; ; ;1; ;3; ; ;2;2;1;1;1; ; ;7; ; ; ; ; 
Buenos Aires;SALLIQUELO;Estatal;Urbano;12; ; ; ; ; ; ; ; ; ; ; ; ; ;492; ; ; ; ; ; ; ; ;524; ; ; ; ; ; ; ; ;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;609;200; ;788; ;3;4;3;1; ;0; ;81; ;1; ;4;1;2; ;2;3;3; ;1;2;4; ; ;12; ;8;19; ; ; ; ; 
Buenos Aires;SALTO;Estatal;Rural;18; ; ; ; ; ; ; ; ; ; ; ; ; ;332; ; ; ; ; ; ; ; ;334; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;585;479;29;415; ;5;8;3; ;7;9; ;238; ;1; ;4;1;3; ;5;4;1; ;1;2;2; ; ;12; ;1;5; ; ; ; ; 
Buenos Aires;SALTO;Estatal;Urbano;28;1; ; ; ; ; ; ; ; ; ; ; ; ;1325; ; ; ; ; ; ; ; ;2286; ; ; ; ; ; ; ; ;102; ; ; ; ; ; ; ; ;2; ; ; ; ;2;1; ; ; ; ; ; ;7; ; ; ; ;5; ; ; ;1; ; ; ;4; ; ; ;2;1; ; ;3; ; ; ;6; ; ; ; ; ; ;1; ;1; ; ; ; ;1713;447;99;2500; ;9;8;4;1;1;17; ;254; ;7; ;10;7;5; ;6;7;7;1;6;6;13;1; ;55; ;1;12; ; ; ; ; 
Buenos Aires;SALTO;Privado;Urbano;8; ; ; ; ; ; ; ; ; ; ; ; ; ;311; ; ; ; ; ; ; ; ;701; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ;3; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;51; ; ;81; ;3;2;2; ; ;0; ; ; ;2; ;2;2;1; ;1;1;1; ;1;1;4; ; ;3; ; ;5; ; ; ; ; 
Buenos Aires;SAN ANDRES DE GILES;Estatal;Rural;36; ;1;53; ; ; ; ; ; ; ; ; ; ;318; ; ; ; ; ; ; ; ;384; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ;21; ; ; ; ;4; ; ; ; ;2; ; ;29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;515;333; ;883; ;7;19;4; ;1;15; ;10; ;4; ;9;4;3; ;16;4;6; ;1;6;2; ; ;26;2; ;20; ; ; ; ; 
Buenos Aires;SAN ANDRES DE GILES;Estatal;Urbano;30;3; ; ; ; ; ; ; ; ; ; ; ; ;847; ; ; ; ; ; ; ; ;1391; ; ; ; ; ; ; ; ;21; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;8;1; ; ; ;9; ; ; ; ; ; ; ;11;1; ; ; ;3; ;2; ; ;1; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ;1922;161; ;2072;115;4;7;7;1; ;0; ; ; ;6; ;14;6;4; ;6;4;7; ;3;5;13; ; ;53; ; ;31;1;16; ; ; 
Buenos Aires;SAN ANDRES DE GILES;Privado;Urbano;9; ; ; ; ;75; ; ; ; ; ; ; ; ;525; ; ; ; ; ;65; ; ;630; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;3; ; ;0; ; ; ;1; ;1;1;2; ;2;2;3; ; ;3;2; ; ;10;1; ;4; ; ; ; ; 
Buenos Aires;SAN ANTONIO DE ARECO;Estatal;Rural;16; ;2; ; ; ; ; ; ; ; ; ; ; ;153; ; ; ; ; ; ; ; ;217; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;310;436; ;120; ;3;5;1; ;17;0; ;232; ;2; ;3;2;3; ;4;5;1; ;1;2;3; ; ;5; ; ;2;1; ; ; ; 
Buenos Aires;SAN ANTONIO DE ARECO;Estatal;Urbano;32; ; ; ; ;26; ; ; ; ; ; ; ; ;948; ; ; ; ; ; ; ; ;1151; ; ; ; ; ; ; ; ;83; ; ; ; ; ; ; ; ; ;1; ; ; ;8; ; ; ; ; ; ; ;2; ; ; ; ;22; ; ; ; ; ;1; ; ;1; ; ; ;44;1; ; ; ;2; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ;1118;983; ;778; ;14;7;2;1; ;7; ;638; ;10; ;13;11;3; ;4;6;5; ;1;5;10; ; ;22;1; ;14;4; ; ; ; 
Buenos Aires;SAN ANTONIO DE ARECO;Privado;Urbano;7; ; ; ; ;258; ; ; ; ; ; ; ; ;313; ; ; ; ; ; ; ; ;647; ; ; ; ; ; ; ; ;53; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2; ; ; ;1; ; ; ;1; ; ; ;2;3; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1; ;0; ; ; ;1; ;2;1;2; ;1;2;1; ; ;2;5;4;1;5; ; ;4; ; ; ; ; 
Buenos Aires;SAN CAYETANO;Estatal;Rural;8; ; ; ; ; ; ; ; ; ; ; ; ; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22; ; ;23; ; ;7; ; ; ;0; ; ; ; ; ;1; ;4; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN CAYETANO;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ;319; ; ; ; ; ; ; ; ;466; ; ; ; ; ; ; ; ;71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ;2; ; ; ; ; ;1; ; ;1; ; ; ;2; ; ; ;578;55;103;582;55;3;3;2;1; ;0; ; ; ;3; ;3;3;3; ;3;3;2; ;1;1;1;1; ;14; ; ;2; ; ; ; ; 
Buenos Aires;SAN FERNANDO;Estatal;Rural;27; ;5;2; ; ; ; ; ; ; ; ; ; ;244; ; ; ; ; ; ; ; ;386; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ;1; ; ; ;17; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;641;910;48;42; ;3;12;5; ; ;1; ; ; ;9;1; ;8;11;1; ;11;3; ;2;3; ; ; ;5; ; ;3;2; ; ; ; 
Buenos Aires;SAN FERNANDO;Estatal;Urbano;72; ; ; ; ; ; ; ; ; ; ; ; ; ;4977; ; ; ; ; ; ; ; ;7726; ; ; ; ; ; ; ; ;33; ; ; ; ; ; ; ; ;4; ; ;1; ;11;9; ;10;1; ;3; ;16;1;2;4;1;84;92;6;19;4;1;1;3;11;2;1;2; ;71;74;9;4;8; ;2; ;1; ; ;1; ;9;7;1;1; ; ; ; ;7094;5600;996;3915;102;19;21;21;2;27;6; ;1245; ;22;1;20;23;17;1;17;22;23; ;22;21;14;4;11;143;17;6;50;21;3; ; ; 
Buenos Aires;SAN FERNANDO;Privado;Urbano;70; ; ; ; ;2564; ; ; ; ; ; ; ; ;6704; ; ; ; ; ; ; ; ;6479; ; ; ; ; ;60; ; ;129; ; ; ; ; ; ; ; ; ; ;3; ; ;4;7;3;3;7; ;1; ;1;2;2;6;2;2;5;1;8;22;12;2;2;3;11;1;5; ;8;19;3;3;24;16;8;6;5; ; ;2; ;12;33; ; ; ; ; ; ;819;1123;497;794; ;31;19;19; ; ;144; ;644;590;31; ;29;32;18; ;11;17;18;1;9;15;15;19;22;44;46;1;24;14;1; ; ; 
Buenos Aires;SAN ISIDRO;Estatal;Urbano;94;1; ; ;5;1526; ; ; ; ; ; ; ; ;5059; ; ; ; ; ; ; ; ;10829;271; ;273; ; ;58; ; ;31; ; ; ; ; ; ; ; ;2;3;1; ;3;6;10; ;14;2; ;1; ;15;1;5;4;2;75;93;5;24;1;8;3;3;21;9;7;8;3;163;177;8;16;22;12;3;2;2;1;1;1; ;4;8; ;2; ;1; ; ;7795;2738;3898;5149;88;25;34;24;2;41;18; ;1754; ;27; ;27;27;23;1;24;33;30; ;28;27;23;20;25;145;27;6;122;13;6; ; ; 
Buenos Aires;SAN ISIDRO;Privado;Urbano;194; ; ; ; ;4283;123; ;153;413; ;127; ; ;14667; ; ; ;333; ;757; ; ;16237; ; ; ; ; ;1067; ; ;804;97;196; ; ; ;76; ; ;3;14;7;4; ;4;8;5;5;72;26;3;2;4;19;11;10; ;13;34;11;16;73;115;9;7;6;22;12;7;3;27;52;14;17;67;81;3;3;20;2;2;4; ;18;74;4;3;8;3; ; ;634;596; ;590; ;71;58;56;11;3;778; ;2709;1153;69;3;48;70;45; ;20;49;47; ;8;46;16;51;44;51;156;27;49;95;11; ;2;2
Buenos Aires;SAN MIGUEL;Estatal;Urbano;121; ;8; ; ; ; ; ; ; ; ; ; ; ;8489; ; ; ; ; ; ; ; ;14827; ; ; ; ; ;335; ; ;689; ; ; ; ; ; ; ; ;2; ; ;2; ;14;2; ;8;1; ; ; ;41;2; ;9; ;407;32;10;28;2;7;1; ;51;4;5;1;1;483;54;3;21;10;1;1;3;5;1;2;2; ;28;9;21;2;2; ; ;1;10539;6839;4724;7085; ;20;35;31;7;289;2; ;28; ;26; ;26;28;36;1;38;36;43; ;41;43;54;4;19;101;31;59;52;5;56; ; ;6
Buenos Aires;SAN MIGUEL;Privado;Urbano;141; ; ; ; ;4188; ; ;114; ; ;60; ; ;14027; ; ; ; ; ;439; ; ;12411; ; ; ; ; ;1023; ; ;130;1; ;1; ;1;51; ; ; ;1; ;3; ;4;3; ;5;2;4; ; ;8;5; ;4; ;32;14;3;6;17;11; ;5;10;9;3;4;4;127;25;8;9;23;8;6;3;4;2;1;3; ;15;5;1; ; ; ; ;2; ; ; ; ; ;43;48;44;8;97;776; ;203;1069;50; ;49;50;43;1;37;40;46; ;17;43;8;26;18;48;90;54;46;30;30; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Rural;6; ; ; ; ; ; ; ; ; ; ; ; ; ;35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;86;82; ;50; ;1;4; ; ;1;0; ;36; ;1; ;1;1;3; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;SAN NICOLAS;Estatal;Urbano;107; ; ; ; ; ; ; ; ; ; ; ; ; ;4466; ; ; ; ; ;876; ; ;7689; ; ; ; ; ;494; ; ;500; ;20; ; ; ;12; ; ;1; ;1; ; ; ; ; ;5; ;1; ; ;6; ;2;2;2;4; ; ;4;6;5; ; ;3;3; ;5; ;1; ;4;1;26;3; ; ;8;1;1;2;1;3;2; ;4;1;1; ;1;6351;3222;1225;7826;6;18;36;26;5;23;33; ;458; ;21;2;26;21;26; ;30;31;31; ;15;32;16;24;9;246;32;16;86;3;11;1; ;1
Buenos Aires;SAN NICOLAS;Privado;Urbano;57; ; ; ; ;1657; ; ; ; ; ; ; ; ;4392; ; ; ; ; ;499; ; ;4460; ; ; ; ; ;131; ; ;295; ; ; ; ; ; ; ; ;1;1;1; ; ; ;1;1;9;1;3; ; ;2; ;2; ; ; ; ;1;3;8;7; ;1; ; ;2;1;1; ; ; ;6;6;3; ; ;1; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ;18;14;17;5; ;13; ; ;198;16; ;19;16;12; ;13;11;16; ;2;15;5;13;11;24;29;8;18;12;10; ; ; 
Buenos Aires;SAN PEDRO;Estatal;Rural;40;1;6;2; ; ; ; ; ; ; ; ; ; ;674; ; ; ; ; ; ; ; ;376; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;672;433;80;1300; ;7;21;2; ;6;8; ; ;25;5; ;11;5;5; ;22;4;3; ;1;3;3; ;1;36;4;1;2; ;2; ; ; 
Buenos Aires;SAN PEDRO;Estatal;Urbano;47;4;2;4; ; ; ; ; ; ; ; ; ; ;2739; ; ; ; ; ; ; ; ;5403; ; ; ; ; ; ; ; ;205; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1;3; ; ; ; ;2; ; ;1; ;4; ; ;4; ; ; ; ;1; ; ; ; ;5; ; ;3;1;1; ; ; ;1; ; ; ;1;1; ; ; ; ; ; ;3059;328;451;4366; ;10;13;14;3;23;11; ; ; ;10; ;13;10;15;1;15;15;12; ;9;11;24;1; ;86;2; ;25; ;6;3; ; 
Buenos Aires;SAN PEDRO;Privado;Urbano;13; ; ; ;1; ; ; ; ; ; ; ; ; ;519; ; ; ; ; ; ; ; ;970; ; ; ; ; ; ; ; ;76;4; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;3;4;3;2; ;2; ; ; ;3;1;4;3;1; ;3;1;2; ;1;3;7;2; ;7;3;3;6; ; ; ; ; 
