provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;ALBERTI;Estatal;Rural;17; ; ; ; ; ; ; ; ; ; ; ; ; ;85; ; ; ; ; ; ; ; ;118; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;326;192;124;325;100;4;7;2; ;3;6; ;26; ;2; ;4;2;3; ;6;4;2; ; ;1;3; ; ;3; ; ;7; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ;333; ; ; ; ; ; ; ; ;595; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;3;2; ; ; ;3; ; ; ;3; ; ;9; ; ; ; ; ;1; ;1; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;559;199;170;676; ;3;2;3; ; ;0; ;49;8;2; ;4;2;2; ;3;3;2; ;2;2;7; ; ;8; ; ;10; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;237;4;3; ; ; ; ; ; ; ; ; ; ; ;19220; ; ; ; ; ; ; ; ;32148; ; ; ; ; ; ; ; ;308;88; ;67; ; ; ; ; ;19;1; ;4; ;21;3; ;7;1;1; ; ;181;6;2;12; ;260;43;12;13;11;16;1; ;232;3;7;11; ;550;37;14;8;19;4;1;1;6;2;2; ; ;13;8;4; ; ; ; ; ;23793;15804;14566;28308; ;33;82;67;2;612;90; ;2020; ;61; ;61;61;73;2;74;81;89; ;85;87;136;10;58;437;71;52;123;19;15; ; ;3
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;179; ; ; ; ;5113; ; ; ; ; ; ; ; ;21605; ; ; ; ; ; ; ; ;15707; ; ; ; ; ;397; ; ;361; ; ; ; ; ; ; ; ;3; ; ;1; ;4;1; ;7;3;2;1; ;10; ;2;8; ;35;7;7;11;6;16;9;1;12;2;4;6; ;78;27;6;1;16;12;6; ;13; ;2; ; ;4;3; ; ; ; ; ; ;52; ;233;59; ;41;52;54;4;84;1424; ;273; ;65; ;63;66;46;1;44;47;50; ;24;49;32;49;28;54;115;26;23;39;16; ; ; 
Buenos Aires;ARRECIFES;Estatal;Rural;14; ; ; ; ; ; ; ; ; ; ; ; ; ;122; ; ; ; ; ; ; ; ;151; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;72;103; ;254; ;1;10;1; ;1;8; ; ; ;1; ;3;1;3; ;7;3;1; ; ;1; ; ; ;4;3; ;3; ; ; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;30; ; ; ; ; ; ; ; ; ; ; ; ; ;1339; ; ; ; ; ; ; ; ;2626; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;2;2; ; ; ; ;3; ;1; ;1;2; ; ;3; ; ; ; ;12;1;2; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2972;622;343;2292; ;8;9;8;1; ;0; ;132; ;8; ;9;9;6; ;8;7;6;1;4;5;11;1;2;14;2;2;8; ;11; ; ;1
Buenos Aires;AVELLANEDA;Estatal;Urbano;188; ; ; ; ; ; ; ; ; ; ; ; ; ;11353; ; ; ; ; ; ; ; ;17888;93;208;100; ; ;734; ; ;224;43; ; ; ; ; ; ; ;24;2; ;4;2;37;16;1;45;3;2; ;5;73;5;1;17;1;269;88;10;71;22;8; ;2;73;6;1;10;1;376;110;16;16;41;8;1;7;19;1;13;7;1;30;18;12;5;2;6; ;1;17879;8882;4389;11971; ;56;52;39;9;117;55; ;2966;157;68; ;67;73;40; ;40;54;44; ;43;43;93;20;43;351;78;23;103;7;4; ; ;7
Buenos Aires;AVELLANEDA;Privado;Urbano;119; ; ; ; ;3463; ; ; ; ; ; ; ; ;12999; ;30; ; ; ; ; ; ;10259; ; ; ; ; ;91; ; ;494; ;105; ; ; ; ; ; ; ; ; ;3; ;3;2; ;3; ;2;1;2;7;1; ;7; ;13;11;5;4;4;18;5;3;24;5;2;3;3;35;18;4;5;12;8;1;6;35; ;1;1; ;19;6;3;1;1; ; ; ;405; ; ;431; ;39;34;28;6;30;9; ;1192;399;43; ;39;44;30; ;23;30;29;1;17;28;28;40;32;65;131;31;21;33;5; ; ;1
Buenos Aires;AYACUCHO;Estatal;Rural;40; ; ; ; ; ; ; ; ; ; ; ; ; ;246; ; ; ; ; ; ; ; ;139; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;261;231;12;189; ;2;23;1; ;14;8; ;2; ;4;4; ;4;21;5;3;21;1;1; ;1; ; ; ;11; ; ;1; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;26;1; ; ; ; ; ; ; ; ;5; ; ; ;963; ; ; ; ; ; ; ; ;1953; ; ; ; ; ; ; ; ;83; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;644;370;541;1192;28;5;6;9;1;82;4; ;58; ;5; ;6;5;4; ;4;5;7; ;7;6;12;2; ;14; ;2;17; ; ; ; ;1
Buenos Aires;AZUL;Estatal;Rural;46; ; ; ; ; ; ; ; ; ; ; ; ; ;200; ; ; ; ; ; ; ; ;146; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;238;163;36;348;79;4;26; ; ;3;2; ; ; ;9; ;3;8;9; ;21;7;2; ; ;3; ; ; ;10; ; ;2;1; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;61; ;1; ; ;3; ; ; ; ; ; ; ; ;2309; ; ; ; ; ; ; ; ;3599; ; ; ; ; ; ; ; ;93; ; ;5; ; ; ; ; ;3; ; ; ; ;1; ; ;3; ; ; ; ;6; ;1;1; ;8; ; ; ; ;2; ;1;5;1;2;2; ;10;2; ; ;1; ;1; ; ; ;1; ; ;3; ; ;1; ; ; ; ;2372;1050;78;2973;219;14;19;12;4;3;23; ;433; ;15; ;20;14;13;1;14;18;16; ;9;16;9;6;1;58;6; ;48;1;2; ; ; 
Buenos Aires;AZUL;Privado;Urbano;23; ; ; ; ;414; ; ; ; ; ; ; ; ;1581; ; ; ; ; ; ; ; ;1630; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;85; ;4;7;8;3;1;5; ; ; ;5; ;5;5;4; ;6;4;8; ;2;8;3;2;5;16;5; ;5;4;2; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;6; ; ; ; ; ; ; ; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ;12;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;124;99; ;101; ; ;5; ; ; ;0; ;31; ;1; ; ;1;4; ;1;5; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;197;1; ; ; ; ; ; ; ; ; ; ; ; ;9697; ; ; ; ; ; ; ; ;16232; ;77;120;8; ;313; ; ;921;10;27;30;9; ; ; ; ;2; ; ; ;1;8;1; ;6;1; ; ;1;32;2;13;3;1;44;3;1;7;6;10;1;1;49;7;16;9; ;45;5;1;7;11;1;1;4;14;1;15;2; ;3;2; ;1; ;1; ; ;11238;3484;1781;9394; ;48;67;52;7;44;17; ;531; ;61; ;56;61;60; ;61;65;54;1;43;52;88;14;19;319;18;132;203;10;6;5;1;5
Buenos Aires;BAHIA BLANCA;Privado;Urbano;82; ; ; ; ;2231; ; ; ; ; ; ; ; ;6389; ; ; ; ; ;445; ; ;6753; ; ; ; ; ;482; ; ;670;25;22;62; ;83; ; ; ; ; ;2;1; ; ; ; ;1;3;2; ;1; ; ;3; ; ; ;3; ;4;5;4;2;3;2;4;3;1; ;4; ; ; ;10;6; ;1;3; ;2; ;1; ;1; ; ; ;1; ; ;221;10; ;182; ;28;19;22;10; ;3; ;293; ;24;2;26;24;12;1;16;13;22; ;1;20;18;24;26;31;38;15;27;22;13; ;2;2
Buenos Aires;BALCARCE;Estatal;Rural;34; ; ; ; ; ; ; ; ; ; ; ; ; ;184; ; ; ; ; ; ; ; ;282; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ;3; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;217;97; ;277; ;4;18;5; ; ;3; ; ; ;4;1;3;4;11;1;9;11;3; ;3;3; ; ;1;4; ; ;11; ; ; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;45; ; ; ; ; ; ; ; ; ; ; ; ; ;1508; ; ; ; ; ; ; ; ;3128; ; ; ; ; ; ; ; ;90; ; ; ; ; ; ; ; ;6; ; ; ; ;1; ; ;2; ;1; ; ;11; ; ; ; ;8; ; ;6;1;2; ; ;19; ; ; ; ;10; ;1;1; ;5;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ;1268;496; ;1515; ;10;12;12;2;1;13; ;94; ;11; ;16;11;9; ;9;10;10; ;6;11;9; ;1;52;1;3;35;1;1; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ;142; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;2;4; ;1;4;3;1; ;6;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;49;148; ; ; ; ;2;2; ; ;0; ; ; ;2; ; ;2;2; ; ;2;2; ; ;2; ; ; ; ; ; ;3; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ; ;515; ; ; ; ; ; ; ; ;212; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1; ; ;2; ; ; ; ; ;3; ;2; ;3;2;1; ; ;1; ; ; ;11; ; ;2; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Rural;25; ; ; ; ; ; ; ; ; ; ; ; ; ;222; ; ; ; ; ; ; ; ;166; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;206;339; ;323; ;2;10;3; ;1;7; ;54; ;1;1;5;1;2;2;9;3;1;1; ;2;4; ; ;8;4;2;4; ;1; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;39; ; ; ; ; ; ; ; ; ; ; ; ; ;1278; ; ; ; ; ; ; ; ;2447; ; ; ; ; ; ; ; ;153; ; ; ; ; ; ; ; ;2; ;1;1; ;5;1; ;2; ; ; ;1;11; ; ; ; ;7; ; ; ; ; ; ; ;21; ; ; ; ;5; ; ; ;1; ; ; ;6;1; ; ; ; ; ;1; ; ; ; ; ;649;510;523;2215; ;9;7;9;2; ;2; ;127; ;8;1;17;8;4; ;9;5;8;1;4;8;11;8;1;51;30;3;24;16; ; ; ; 
Buenos Aires;BARADERO;Privado;Urbano;9; ; ; ; ;73; ; ; ; ; ; ; ; ;622; ; ; ; ; ; ; ; ;736; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ;0; ; ; ;1; ;4;1;2; ;3;1;2; ; ;2;4;1;1; ;8; ; ;3; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;13; ; ; ; ; ; ; ; ; ; ; ; ; ;148; ; ; ; ; ; ; ; ;142; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;132;470;51;478; ;5;5;3; ; ;1; ; ; ;1; ;5;1;1; ;5;1; ; ;3; ;1; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ;587; ; ; ; ; ; ; ; ;1670; ; ; ; ; ; ; ; ;39; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1619;638;271;1536;17;4;6;6;1;3;12; ;107; ;4; ;4;4;4; ;5;5;6; ;4;5; ;2; ;17;7;1;21;2; ; ; ; 
