provincia;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;25años;26años;27años;28años;29años;Menosde18años;11añosymenos;6añosymás;18añosymás;25añosymás;30añosymás;De20a24años;De25a29años
Río Negro;SAN ANTONIO;Estatal;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;267;115;62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;31; 
Río Negro;SAN ANTONIO;Estatal;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;51;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; 
Río Negro;SAN ANTONIO;Estatal;Urbano;2°; ; ; ; ; ; ;1;604;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;3°; ; ; ; ; ; ; ;1;555;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;4°; ; ; ; ; ; ; ; ;1;597;24;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;5°; ; ; ; ; ; ; ; ; ;3;530;45;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;6°; ; ; ; ; ; ; ; ; ; ; ;486;34;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ;2;518;74;9;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ;10;411;154;135;36;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ;35;359;147;123;69;28;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; 
Río Negro;SAN ANTONIO;Estatal;Urbano;Deambuladores; ;27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;Lactantes;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;Sala de 2; ; ;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;Sala de 3; ; ; ;92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;Sala de 4; ; ; ; ;525;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;Sala de 5; ; ; ; ; ;565; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;34;46;71;80;78;68;56;56;53;64;42;34; ; ; ; ; ;342; ; 
Río Negro;VALCHETA;Estatal;Rural;1°; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;2°; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;3°; ; ; ; ; ; ; ; ;6;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;4°; ; ; ; ; ; ; ; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;5°; ; ; ; ; ; ; ; ; ; ;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;6°; ; ; ; ; ; ; ; ; ; ; ;8; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;7°; ; ; ; ; ; ; ; ; ; ; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;Sala de 3; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;Sala de 4; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Río Negro;VALCHETA;Estatal;Rural;Sala de 5; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;1°; ; ; ; ; ;3;284;61;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;140;40;26;5;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;130;55;23;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; 
Salta;ANTA;Estatal;Rural;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;123;33;19; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;17; 
Salta;ANTA;Estatal;Rural;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; 
Salta;ANTA;Estatal;Rural;2°; ; ; ; ; ; ;3;303;47;5;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;3°; ; ; ; ; ; ; ;5;282;52;21;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;4°; ; ; ; ; ; ; ; ;5;278;100;21;8;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;5°; ; ; ; ; ; ; ; ; ;4;305;35;14;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; 
Salta;ANTA;Estatal;Rural;6°; ; ; ; ; ; ; ; ; ; ;39;234;60;19;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;7°; ; ; ; ; ; ; ; ; ; ; ;2;242;49;22;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;8°; ; ; ; ; ; ; ; ; ; ; ; ;9;198;70;38;14;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;9°; ; ; ; ; ; ; ; ; ; ; ; ; ;8;166;62;30;13;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;Sala de 3; ; ; ;61; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;Sala de 4; ; ; ; ;298;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;Sala de 5; ; ; ; ;1;336; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;1°; ; ; ; ; ;4;973;16;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;58;528;153;82;34;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
Salta;ANTA;Estatal;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;34;492;137;43;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; 
Salta;ANTA;Estatal;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;33;458;110;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; 
Salta;ANTA;Estatal;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;93;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20; 
Salta;ANTA;Estatal;Urbano;2°; ; ; ; ; ; ;24;878;48;6;1;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;3°; ; ; ; ; ; ; ;14;936;60;17;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;4°; ; ; ; ; ; ; ; ;14;949;69;18;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;5°; ; ; ; ; ; ; ; ; ;9;926;83;18;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;6°; ; ; ; ; ; ; ; ; ; ;22;853;82;20;6;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ;11;801;75;19;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ;64;846;211;118;28;6; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; 
Salta;ANTA;Estatal;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ;1;65;639;207;102;30;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;Sala de 2; ; ;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;Sala de 3; ; ; ;87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;Sala de 4; ; ; ;21;784;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;Sala de 5; ; ; ; ;16;982; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;80;175;212;211;165;180;129;164;164;43;45;25;8; ; ; ; ;148; ; 
Salta;CACHI;Estatal;Rural;1°; ; ; ; ; ; ;61;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;19;13;8;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
Salta;CACHI;Estatal;Rural;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18;15;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;22;6;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; 
Salta;CACHI;Estatal;Rural;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; 
Salta;CACHI;Estatal;Rural;2°; ; ; ; ; ; ; ;49;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;3°; ; ; ; ; ; ; ;1;77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;4°; ; ; ; ; ; ; ; ;2;77; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;5°; ; ; ; ; ; ; ; ; ;2;66;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;6°; ; ; ; ; ; ; ; ; ; ;2;59;6; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;7°; ; ; ; ; ; ; ; ; ; ; ; ;44;6;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;25;17;5;5; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;7;10; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;Sala de 3; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;Sala de 4; ; ; ; ;61;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;Sala de 5; ; ; ; ; ;79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; 
Salta;CAFAYATE;Estatal;Rural;1°; ; ; ; ; ; ;38; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Rural;2°; ; ; ; ; ; ; ;30;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Rural;3°; ; ; ; ; ; ; ; ;20; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Rural;4°; ; ; ; ; ; ; ; ;1;17;12;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Rural;5°; ; ; ; ; ; ; ; ; ; ;18;8;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Rural;6°; ; ; ; ; ; ; ; ; ; ; ;13;11;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Rural;7°; ; ; ; ; ; ; ; ; ; ; ; ;19;6;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Rural;Sala de 3; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Rural;Sala de 4; ; ; ; ;29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Rural;Sala de 5; ; ; ; ; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;1°; ; ; ; ; ;2;290;27;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18;126;66;36;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
Salta;CAFAYATE;Estatal;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;7;121;51;25;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; 
Salta;CAFAYATE;Estatal;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;77;45;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14; 
Salta;CAFAYATE;Estatal;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;39;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; 
Salta;CAFAYATE;Estatal;Urbano;2°; ; ; ; ; ; ; ;235;32;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;3°; ; ; ; ; ; ; ; ;210;34;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;4°; ; ; ; ; ; ; ; ;2;240;38;4;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;5°; ; ; ; ; ; ; ; ; ;1;212;36;7;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;6°; ; ; ; ; ; ; ; ; ; ;1;222;38;15;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ;2;208;41;22;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ; ;227;110;51;33;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;173;85;65;37;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;Sala de 3; ; ; ;61; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;Sala de 4; ; ; ; ;303; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;Sala de 5; ; ; ; ; ;326; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;SNU; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;31;50;43;40;40;46;42;20;23;21;13; ; ; ; ; ;160; ; 
Salta;CAPITAL;Estatal;Rural;1°; ; ; ; ; ;6;159;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;10°; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;9;23;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;11°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;9;6;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; 
Salta;CAPITAL;Estatal;Rural;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;9;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; 
Salta;CAPITAL;Estatal;Rural;2°; ; ; ; ; ; ;17;155;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;3°; ; ; ; ; ; ; ;12;156;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;4°; ; ; ; ; ; ; ; ;11;165;20;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;5°; ; ; ; ; ; ; ; ; ;14;148;19;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;6°; ; ; ; ; ; ; ; ; ; ;12;150;12;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;7°; ; ; ; ; ; ; ; ; ; ; ;11;135;13;4;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;8°; ; ; ; ; ; ; ; ; ; ; ; ;11;25;23;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;9°; ; ; ; ; ; ; ; ; ; ; ; ; ;9;22;15;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;Sala de 3; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;Sala de 4; ; ; ;5;105;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;Sala de 5; ; ; ; ;13;169; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; 
Salta;CAPITAL;Estatal;Urbano;1°; ; ; ; ; ;53;7521;159;7;1; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Urbano;10°; ; ; ; ; ; ; ; ; ; ; ; ; ;3;401;3064;1767;1144;523;147; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;68; 
Salta;CAPITAL;Estatal;Urbano;11°; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6;373;2691;1587;877;347; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;163; 
Salta;CAPITAL;Estatal;Urbano;12°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16;316;2313;1234;627; ; ; ; ; ; ; ; ; ; ; ; ; ; ;29; ;320; 
Salta;CAPITAL;Estatal;Urbano;13°/14°; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;196;432;170; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;86; 
Salta;CAPITAL;Estatal;Urbano;2°; ; ; ; ; ; ;84;7185;325;25;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Urbano;3°; ; ; ; ; ; ; ;127;7017;459;33;5;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Urbano;4°; ; ; ; ; ; ; ; ;87;7016;516;69;6; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Urbano;5°; ; ; ; ; ; ; ; ; ;112;6913;563;85;9;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Urbano;6°; ; ; ; ; ; ; ; ; ; ;80;6574;675;102;21;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Urbano;7°; ; ; ; ; ; ; ; ; ; ; ;66;6046;788;152;19;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;125; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Urbano;8°; ; ; ; ; ; ; ; ; ; ; ; ;516;5129;2153;1211;507;258;51;9; ; ; ; ; ; ; ; ; ; ; ;19; ; ;2; ;8; 
Salta;CAPITAL;Estatal;Urbano;9°; ; ; ; ; ; ; ; ; ; ; ; ; ;282;4086;2085;1319;599;208;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;22; 
