provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;25 DE MAYO;Estatal;Rural;50;14; ; ; ; ; ; ; ; ; ; ; ; ;403; ; ; ; ; ; ; ; ;635;32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;518;451;315;887;301;10;17;6; ;3; ; ; ; ;1; ;11;1;6; ;27;6;5; ;1;5;2; ; ;12; ;4;3; ; ; ; ; 
Buenos Aires;25 DE MAYO;Estatal;Urbano;43;5; ; ; ; ; ; ; ; ; ; ; ; ;1285; ; ; ; ; ; ; ; ;1872; ; ; ; ; ; ; ; ;149;15; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ;1; ; ;3; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;869;501; ;1196; ;11;12;8;2;3; ; ;156; ;9; ;18;10;7; ;10;9;8; ;4;7;8; ; ;30; ;1;17; ; ; ; ; 
Buenos Aires;25 DE MAYO;Privado;Urbano;11; ; ; ; ;314; ; ; ; ; ; ; ; ;815; ; ; ; ; ; ; ; ;673; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2;1; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;4;3; ; ; ; ; ; ; ; ;4; ;3; ;3;3;2; ;1;2;1;2; ;6;1; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;55; ; ; ; ; ; ; ; ; ; ; ; ; ;558; ; ; ; ; ; ; ; ;451; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;999;650;7;1214;104;9;19;7; ;1; ; ;475; ;11; ;7;8;12; ;12;14;3; ;2;2;2; ; ;15; ; ;4; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;40; ; ; ; ; ; ; ; ; ; ; ; ; ;1926; ; ; ; ; ; ; ; ;2913; ; ; ; ; ; ; ; ;261;4; ; ; ;5; ; ; ; ; ; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ;4; ; ; ;3; ; ; ;1; ; ; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2456;617;296;3437;24;11;11;8;2;1; ; ;488; ;12; ;14;9;8; ;8;11;8; ;5;8;27; ; ;15; ; ;17;1; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;6; ; ; ; ;56; ; ; ; ; ; ; ; ;744; ; ; ; ; ; ; ; ;824; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ;2; ;2;2;3; ;1;3;3; ; ;3;1; ; ;7;1; ;5; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;31; ; ; ; ; ; ; ; ; ; ; ; ; ;144; ; ; ; ; ; ; ; ;140; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;237;137;3;222; ;6;15;2; ;1; ; ;34; ;8; ;4;5;8; ;10;8;2; ;1;2; ; ; ;2; ; ;1; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;17; ;2; ; ; ; ; ; ; ; ; ; ; ;468; ; ; ; ; ; ; ; ;1124; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3; ; ; ; ;1;1; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;900;521; ;1198;226;5;7;5; ; ; ; ;112; ;3; ;5;3;4; ;6;6;5; ;3;4;3; ; ;10; ; ;8; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;24;2; ; ; ;2; ; ; ; ; ; ; ; ;143; ; ; ; ; ; ; ; ;221; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;146;116; ;241;56;1;7;4; ;1; ; ; ; ;2; ;6;2;7; ;7;7;2; ;2;3;1; ; ;1; ;1; ; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano;13; ; ; ; ; ; ; ; ; ; ; ; ; ;367; ; ; ; ; ; ; ; ;391; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;751;151; ;486; ;3;3;3;1;6; ; ;96; ;4; ;3;4;3; ;3;4;3; ; ;4;7; ; ;8; ;1;1; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Rural;18; ; ; ; ; ; ; ; ; ; ; ; ; ;114; ; ; ; ; ; ; ; ;179; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;222;102;71;308;72;5;7;2; ;2; ; ;32; ;2; ;5;2;2; ;6;3;2; ; ;1; ; ; ;5; ; ;6; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ;310; ; ; ; ; ; ; ; ;207; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;353;168;454;412; ;4;3;2; ; ; ; ;67; ;2; ;4;2;2; ;2;3;2; ;1;2;4; ; ;8; ; ;2; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;231; ;64;5; ; ; ; ; ; ; ; ; ; ;18944; ; ; ; ; ; ; ; ;30955; ; ; ; ; ;58; ; ;55;12; ;20; ;10; ; ; ;10; ; ;1;1;13;2;1; ;2;3; ;1;229;2;6;6; ;491;57;26; ;16;15; ; ;158;7;5;5; ;472;28;16; ;7;6;1;4;4; ;1;1; ;5; ;2; ;1; ; ; ;19256;11668;13350;21914; ;32;68;77;2;699; ; ;776; ;55; ;55;55;78;1;79;81;89;1;87;85;109;18;34;302;35;26;66;6;12;3; ; 
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;181; ; ;1; ;4014; ; ; ; ; ; ; ; ;20959; ; ; ; ; ;114; ; ;14888; ; ; ; ; ;395; ; ;341; ; ; ; ; ; ; ; ;4;1; ;1; ;8;5;1; ;2;3;1; ;14;4;3;6; ;65;22;5; ;24;31;5;2;8;3;4;6;3;81;16;8; ;7;8;1; ;13; ; ; ; ;8;7;1; ; ; ; ; ;122; ;411;111; ;37;38;58;4;12; ; ;280; ;61;1;62;62;45;1;43;46;55; ;25;56;18;53;14;48;80;42;20;20;7; ; ;1
Buenos Aires;ARRECIFES;Estatal;Rural;14; ; ; ; ; ; ; ; ; ; ; ; ; ;137; ; ; ; ; ; ; ; ;134; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;103;115; ;254; ;1;6;1; ; ; ; ; ; ;1; ;3;1;4; ;7;4;1; ; ;1;1; ; ;8; ; ;5; ; ; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;32; ; ; ; ; ; ; ; ; ; ; ; ; ;1339; ; ; ; ; ; ; ; ;2166; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;3;1;1; ;1;10; ;1; ;1;7; ; ; ;1; ; ; ;4; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2687;870; ;1966; ;4;8;9;1;2; ; ;136; ;7; ;9;9;6;1;8;7;8; ;4;6;15;2; ;35;1;1;15; ; ; ; ; 
Buenos Aires;AVELLANEDA;Estatal;Urbano;192;3; ; ;1; ; ; ; ; ;1; ; ; ;11656; ; ; ; ; ; ; ; ;17789; ; ; ; ; ; ; ; ;565;20; ; ; ; ; ; ; ;22;1;1;3;1;52;35;5;1; ;6; ;1;83;8;5;6;4;428;170;24; ;19;13; ; ;91;12;8;7;1;405;150;42;3;17;5; ;2;14;2;5;2;1;32;14;12;1;1;1; ; ;16579;7960;8652;10320; ;56;45;38;9;188; ; ;1591; ;67; ;66;73;46; ;46;55;49; ;46;47;77;17;11;272;16;3;971;11;4; ; ;2
Buenos Aires;AVELLANEDA;Privado;Urbano;117; ; ; ; ;3224; ; ; ; ; ; ; ; ;13250; ; ; ; ; ;38; ; ;10406; ; ; ; ; ;135; ; ;606; ;51; ; ; ; ; ; ;2;4;1; ; ;5;1; ;1;1;9; ; ;8;11;1;6; ;17;10;4; ;14;26;1; ;7;4;2;3; ;39;19;9; ;13;2;2; ;19; ;6; ; ;29;4;3; ;1; ; ; ;220; ; ;190; ;30;30;30;6; ; ; ;1283;420;37; ;36;40;30; ;24;30;31; ;17;31;31;28;284;58;72; ;20;26;2; ; ; 
Buenos Aires;AYACUCHO;Estatal;Rural;42; ;2; ; ; ; ; ; ; ; ; ; ; ;157; ; ; ; ; ; ; ; ;162; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;268;283;27;251; ;1;11;3; ;15; ; ; ; ;5;3; ;5;12;11;7;12;2;1;1;2; ; ; ;17;4; ;1; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;24; ; ; ; ; ; ; ; ; ; ; ; ; ;1010; ; ; ; ; ; ; ; ;1859; ; ; ; ; ; ; ; ;90; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;3;9; ; ; ; ;1; ; ; ; ; ; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;683;275;14;841;14;5;6;6;2; ; ; ;54; ;5; ;6;4;4; ;5;5;5;1;6;5;11;1; ;12; ; ;6; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Rural;48; ; ; ; ; ; ; ; ; ; ; ; ; ;230; ; ; ; ; ; ; ; ;114; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;115;103;9;290;55;2;23;2; ;5; ; ; ;1;7;1;4;4;10;1;20;5;2; ;1;3; ; ;1;3;4;1;1; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;61;3; ; ; ; ; ; ; ; ; ; ; ; ;2470; ; ; ; ; ; ; ; ;3734; ; ; ; ; ; ; ; ;121; ;6;4; ; ; ; ; ;2; ; ; ; ;2; ; ; ; ;1; ;1;6; ;1; ; ;17; ; ; ;1; ; ; ; ; ;1; ; ;4;2;1; ; ;1; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1575;996;69;2027; ;9;16;11;3;5; ; ;358; ;14; ;21;14;14; ;15;18;14; ;7;13;14;5;1;63;4; ;20;2; ; ; ;1
Buenos Aires;AZUL;Privado;Urbano;26; ; ; ; ;423; ; ; ; ; ; ; ; ;1526; ; ; ; ; ; ; ; ;1488; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;2; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;238; ;4;7;5;2; ; ; ; ; ;6; ;6;6;4; ;6;4;8; ;2;8;2;4; ;3;4;1;7;3; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;7; ; ; ; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;111;108; ;119; ;1;5; ; ; ; ; ;35; ;1; ; ;1;4; ;2;5; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;205; ; ; ;6; ; ; ; ; ; ; ; ; ;10117; ; ; ; ; ; ; ; ;17778; ; ;23;15; ;409; ; ;876;7;24;55; ; ; ; ; ;12; ;2;1; ;4;1; ; ;1;6; ; ;49;8;24;6; ;67;5;3;1;12;19; ; ;33;5;27;4;1;21;5;1;2;14;5; ;1;4; ;10; ;1;2;1; ; ; ;3; ;1;10218;3341;1620;8693; ;52;64;60;9;122; ; ;310; ;61; ;56;62;61; ;64;64;65;2;45;61;73;7;21;294;12;6;99;10;12; ; ;2
Buenos Aires;BAHIA BLANCA;Privado;Urbano;81; ; ; ; ;1781; ; ; ; ; ; ; ; ;6447; ; ; ; ; ;176; ; ;5897; ; ; ; ; ;363; ; ;1089;48;13;57; ;48;40; ; ; ;1;1; ; ; ;1; ;2;7;11; ; ; ;3;7; ;1;2;1; ;1;15;20;2;1;2;2;5; ;2;4;2; ; ;6;7;2;1; ;1;6;1; ;2;1; ; ; ;3; ; ;12; ; ;73; ;26;20;20;10; ; ; ;274; ;26; ;28;25;11; ;15;13;22; ;1;21;24;30;9;30;26;4;23;28;1; ;1;3
Buenos Aires;BALCARCE;Estatal;Rural;38; ; ; ; ; ; ; ; ; ; ; ; ; ;147; ; ; ; ; ; ; ; ;252; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;2; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;206;124;4;251; ;4;22;5; ;1; ; ; ; ;2;2;3;2;9;2;15;9;3; ;3;3; ; ; ;12; ; ;7; ; ; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;43; ; ; ; ; ; ; ; ; ; ; ; ; ;1553; ; ;134; ; ;24; ; ;3258; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ;2; ; ;18;1; ; ; ;21; ;1; ;4;2; ; ;23; ; ; ; ;11; ; ; ;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1128;472; ;1383; ;11;11;12;2;2; ; ;91; ;10; ;15;10;11;1;9;12;11; ;8;10;14; ; ;24;1;6;20; ;1; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ;151; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;4; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;90;151; ;36; ; ;2;2; ; ; ; ; ; ;1; ;1;1;2; ; ;2;2; ; ;1; ; ; ; ; ; ;2; ;1; ; ; 
Buenos Aires;BALCARCE;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ; ;750; ; ; ; ; ; ; ; ;224; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1; ; ; ; ; ; ; ; ;3; ;2; ;3;2;1; ; ;1;3; ; ;2;1; ; ; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Rural;26; ; ; ; ; ; ; ; ; ; ; ; ; ;289; ; ; ; ; ; ; ; ;378; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;259;365;128;555;38;2;4;3; ;2; ; ;60; ; ; ;6; ;3;2;9;3;2;1;1;3; ; ; ;16;3; ;5; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;37; ; ; ; ; ; ; ; ; ; ; ; ; ;1423; ; ; ; ; ; ; ; ;2225; ; ; ; ; ; ; ; ;121; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;14; ; ; ; ;3;1; ; ; ;1; ; ;25; ;1; ; ;8; ; ; ; ; ; ; ;3; ; ;1; ;1; ; ;1; ;1; ; ;882;394;14;1203;25;6;7;6;2;50; ; ;114; ;6;1;15;6;4; ;9;5;8;1;4;8;7;4; ;34;6; ;16;1; ; ; ; 
Buenos Aires;BARADERO;Privado;Urbano;9; ; ; ; ;45; ; ; ; ; ; ; ; ;479; ; ; ; ; ; ; ; ;561; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2; ; ; ; ; ; ;1; ;4;1; ; ;3; ;2; ; ;2;2;1; ;2;4; ;2;5; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;12; ; ; ; ; ; ; ; ; ; ; ; ; ;170; ; ; ; ; ; ; ; ;61; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;260;441;30;358; ;5;4;2; ; ; ; ; ; ;1; ;5;1;1; ;5;1;2; ; ;2; ; ; ;2; ; ; ; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;18; ; ; ; ; ; ; ; ; ; ; ; ; ;715; ; ; ; ; ; ; ; ;1516; ; ; ; ; ; ; ; ;19; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;2; ;1; ;1;1; ; ;1; ;1; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1283;655;320;1143;19;4;6;7;1; ; ; ; ; ;4; ;4;4;5; ;6;5;6; ;5;5;1;4;2;9;5;1;10;4; ; ; ; 
Buenos Aires;BERAZATEGUI;Estatal;Urbano;180; ;17; ; ; ; ; ; ; ; ; ; ; ;11045; ; ; ; ; ; ; ; ;21309; ; ; ; ; ; ; ; ;65; ; ; ; ; ; ; ; ;26; ; ;2; ;10;1;3; ;1;3; ; ;231;4;1;10; ;196;11;8;5;5;12; ; ;174;4;5;3;3;246;12;13;3;4;2; ; ;2; ; ; ; ;3; ;1; ; ; ; ; ;17756;8796;5844;14243;150;37;47;54;3;94; ; ;606; ;55;1;55;55;53;2;53;56;63; ;62;61;259;13;204;137;26;7;16;3;7; ; ; 
Buenos Aires;BERAZATEGUI;Privado;Urbano;106; ; ; ; ;3217; ; ;215; ; ; ; ; ;12434; ; ;100; ; ;160; ; ;10530; ; ; ; ; ;684; ; ;210;23;15; ; ; ; ; ; ;1;2;1;2; ;1; ;2;1;3;6; ; ;7;7;1;2;1;15;8;3;5;26;18;2;1;18;3;4;3; ;14;7;3;1;5;13; ; ;24; ; ; ; ;8; ;2; ; ; ; ; ; ; ; ; ; ;22;33;30;6;9; ; ;459;160;34; ;38;34;31; ;30;31;26; ;22;29;17;20;4;51;50;7;2;6;7; ; ; 
Buenos Aires;BERISSO;Estatal;Urbano;58;1;6;5; ; ; ; ; ; ; ; ; ; ;3633; ; ; ; ; ; ; ; ;5762; ; ; ; ; ; ; ; ;555; ;37; ; ; ; ; ; ;4; ; ; ;1;22;29; ; ;2;2; ; ;32;1; ;1; ;118;77; ; ;1;3; ; ;25;2;2; ; ;117;56;1; ;2; ; ; ;6; ; ; ; ; ;4; ; ; ; ; ; ;7025;3974;1567;5772; ;9;13;12;2;39; ; ;507; ;14; ;15;14;16; ;16;19;18; ;15;18;56;2; ;122;1; ;36;1; ;3; ; 
Buenos Aires;BERISSO;Privado;Urbano;19; ; ; ; ; ; ; ; ; ; ; ; ; ;1258; ; ; ; ; ; ; ; ;1839; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ;8;2; ; ;2;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;5;6;7;1; ; ; ;204; ;6; ;8;6;4; ;6;5;7; ;1;7;4;3; ;8;4;1; ;2; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Rural;41; ; ; ; ; ; ; ; ; ; ; ; ; ;169; ; ; ; ; ; ; ; ;174; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;165;103;42;324; ;1;11;4; ; ; ; ; ; ;3; ;7;3;11; ;17;11;1; ;4;1;1; ; ;7; ; ;7; ; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;39; ; ; ; ; ; ; ; ; ; ; ; ; ;1134; ; ; ; ; ; ; ; ;1937; ; ; ; ; ; ; ; ;35; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ;3; ; ; ; ;14;2;1; ;6;1; ;2;2; ; ; ; ;10;2;1; ;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1148;581;351;1758;43;6;10;9;1; ; ; ;166; ;7; ;17;7;7; ;9;9;7;1;5;6;8; ;2;32; ; ;34; ; ; ; ; 
