provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;ALBERTI;Estatal;Rural;17; ; ; ; ; ; ; ; ; ; ; ; ; ;143; ; ; ; ; ; ; ; ;118; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;494;201;121;386;121;5;8;2; ; ;15; ;31; ;2; ;4;2;3; ;6;4;1; ; ;2;2; ; ;6; ; ;7; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ;306; ; ; ; ; ; ; ; ;580; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ;1;2; ; ; ;1; ;1; ; ; ;2; ;1; ; ; ; ;2; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;342;174;461;493; ;3;3;3; ; ;0; ;59; ;2;1;4;2;2; ;2;3;2; ;2;2;6; ; ;17; ; ;9; ;3; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;234; ; ;1; ; ; ; ; ; ; ; ; ; ;19003; ; ; ; ; ; ; ; ;31221; ; ; ; ; ; ; ; ;15;10; ;10; ;25; ; ; ;6;2; ;3; ;19;3;2;1;1;1; ; ;202;6;6;8;1;349;49;21;4;9;13;1;2;268;7;9;10; ;560;58;16;1;17;6; ;2;6; ;4;1; ;20;7;6; ; ; ; ; ;22309;11386;12405;23956; ;33;80;71;2;610;34; ;1739; ;59; ;59;59;74;1;75;81;88; ;86;84;152;12;60;381;53;15;98;5;20;1; ; 
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;181; ;1; ; ;4613; ; ; ; ; ; ; ; ;21084; ; ; ; ; ; ; ; ;14397; ; ; ; ; ;392; ; ;519; ; ; ; ; ; ; ; ;2;1;1; ; ;3; ; ;1;1;1; ; ;17;2;4;4; ;25;9;4;4;7;17;4;7;10;3;8;8; ;92;22;5;1;14;10;6;2;18; ;1; ; ;10;3; ; ; ;1; ; ;60; ;184;174; ;44;49;50;4; ;228; ;298; ;58; ;57;59;46; ;44;47;52; ;25;53;20;209;27;72;104;11;15;24;6; ; ; 
Buenos Aires;ARRECIFES;Estatal;Rural;14; ; ; ; ; ; ; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ;145; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;27;85;11;256; ;2;10;1; ;1;1; ; ; ;1; ;3;1;3; ;7;3;1; ; ;1; ; ; ;4;2;3;3;2;1; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;31;5; ; ; ; ; ; ; ; ; ; ; ; ;1324; ; ; ; ; ; ; ; ;2418; ; ; ; ; ; ; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ;2; ;1; ;2;1; ; ;1; ; ; ; ;7; ;2; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2562;574;338;2212; ;5;9;9;1;3;7; ;140; ;8; ;9;9;6; ;8;7;6; ;5;7;218;3;1;28;2;1;8; ;2; ; ;1
Buenos Aires;AVELLANEDA;Estatal;Urbano;187; ; ; ; ; ; ; ; ; ; ; ; ; ;10929; ; ; ; ; ; ; ; ;16862; ; ; ; ; ;2572; ; ;535;14; ; ; ; ; ; ; ;17;3; ;1; ;24;10;1;5;3;4;2;3;71;7;1;11;2;314;101;12;18;15;18;2;3;113;5;8;11;2;480;152;25;5;43;11;1;3;37;9;42;31;3;38;40;6;6;14;16;3;15;16886;9229;3785;11682;63;62;53;40;10;79;85; ;3028; ;67; ;67;73;39; ;39;55;46; ;44;41;109;23;20;294;41;5;76;11;7; ; ;12
Buenos Aires;AVELLANEDA;Privado;Urbano;119; ; ; ; ;3836; ; ; ; ; ; ; ; ;13388; ; ; ; ; ;54; ; ;10783; ; ; ; ; ;87; ; ;462; ;113; ; ; ; ; ; ; ;1; ; ; ;1;2;3;1;2; ;2;1;3;1; ;6; ;17;8;4; ;2;25;1;1;15;7; ;1;3;45;23;6;1;22;10;3; ;29; ;1;1;1;30;5;7; ;1; ; ; ;419; ; ;479; ;37;36;30;7; ;13; ;1191;399;41; ;39;44;30; ;24;30;30; ;16;29;41;27;191;66;80;16;23;31; ; ;1;1
Buenos Aires;AYACUCHO;Estatal;Rural;41; ; ; ; ; ; ; ; ; ; ; ; ; ;225; ; ; ; ; ; ; ; ;124; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;324;225;9;172; ;1;27;1; ;7;4; ; ; ;5;3; ;5;19;7;4;19;1;1; ;1; ; ; ;11; ; ;1; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;26; ; ; ; ; ; ; ; ; ; ; ; ; ;962; ; ; ; ; ; ; ; ;1982; ; ; ; ; ; ; ; ;77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;15;3; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;723;310;57;1180;24;5;5;10;2;2;4; ;62; ;5;1;6;5;4; ;4;5;6;1;7;5;12;1; ;13; ; ;10; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Rural;46; ; ; ; ; ; ; ; ; ; ; ; ; ;242; ; ; ; ; ; ; ; ;155; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;157;88; ;305;1;3;26;2; ;6;2; ; ; ;8; ;4;7;10; ;20;8;2; ;1;3; ; ;1;10;2;1;3; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;62;1; ; ; ; ; ; ; ; ; ; ; ; ;2406; ; ; ; ; ; ; ; ;3836; ; ; ; ; ; ; ; ;85; ; ;5; ; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ;6; ;1; ; ;10; ; ; ;1;3; ; ;2;1;1; ; ;10;2; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;2033;1006;116;2474; ;10;17;14;3;4;47; ;420; ;16; ;20;15;13; ;14;18;16; ;8;15;104;7;1;51;5;1;38; ;4; ; ; 
Buenos Aires;AZUL;Privado;Urbano;23; ; ; ; ;415; ; ; ; ; ; ; ; ;1569; ; ; ; ; ; ; ; ;1623; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;80; ;4;7;7;3; ;0; ; ; ;5; ;5;5;4; ;6;4;8; ;2;8;3;2;3;13;8; ;1;1;1; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;6; ; ; ; ; ; ; ; ; ; ; ; ; ;113; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;8;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;126;81;20;100; ; ;5; ; ;1;31; ;30; ;1; ; ;1;4; ;1;5; ; ; ; ; ; ; ;6;1; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;200; ; ;1;3; ; ; ; ; ; ; ; ; ;9895; ; ; ; ; ; ; ; ;15529; ; ; ;6; ;379; ; ;727;15;45;50;11; ; ; ; ;1;1; ;1; ;7;1; ;3;2;2; ; ;32;1;14;3;1;49;4;3;4;12;9; ; ;49;7;10;6;1;34;1;1;3;14;5;1;1;25; ;12;1; ;1;2; ; ;3; ; ; ;9752;3377;1583;9654; ;57;64;55;9;17;160; ;521;23;62; ;56;62;60;1;61;65;58; ;45;55;98;10;16;266;10;2;126;23;5;4; ;3
Buenos Aires;BAHIA BLANCA;Privado;Urbano;81; ; ; ; ;2236; ; ; ; ; ; ; ; ;6339; ; ;63; ; ;382; ; ;7219; ; ; ; ; ;250; ; ;670;25; ;63; ;26; ; ; ; ; ;2; ; ; ;1;2;2;3;1; ;2;1; ;4; ; ;1;1;2;1;7;13;1;3;1;4;6;2; ;3; ; ; ;15;6;7;1;1;2;3; ; ;1;1; ; ; ;3; ; ;206;4; ;183; ;29;21;23;9; ;11; ;266;30;24;1;27;24;12; ;15;13;22;2;1;21;16;22;23;24;30;3;23;25;2;4;2; 
Buenos Aires;BALCARCE;Estatal;Rural;36; ; ; ; ; ; ; ; ; ; ; ; ; ;114; ; ; ; ; ; ; ; ;282; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1;1; ;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;185;49;3;112; ;5;15;5; ;3;0; ; ; ;4;1;3;4;11; ;7;11;3; ;3;3;2; ;3;9; ; ;1; ; ; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;45; ; ; ; ; ; ; ; ; ; ; ; ; ;1477; ; ; ; ; ; ; ; ;3358; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ;2; ;3; ; ;10;1; ; ; ;11; ; ;2;2;5; ; ;19; ; ; ; ;10; ;1; ; ;6;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ;925;450; ;1174; ;12;12;13;2;5;7; ;90; ;11; ;16;11;9;1;9;10;12; ;9;12;14; ;1;36;3;5;26; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ;143; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ;1; ; ;1; ;2; ;3;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;143; ; ; ; ;2;2; ;1;0; ; ; ;1; ;1;1;2; ; ;2;2; ; ;2; ; ; ; ; ; ;3; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ; ;527; ; ; ; ; ; ; ; ;213; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1; ; ;0; ; ; ; ; ;3; ;2; ;3;2;1; ; ;1;1; ; ;5;2; ;2;2; ; ; ; 
Buenos Aires;BARADERO;Estatal;Rural;25; ; ; ; ; ; ; ; ; ; ; ; ; ;220; ; ; ; ; ; ; ; ;406; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;268;418;244;460;90;2;14;5; ;1;8; ;48; ;1;1;4; ;2;2;10;3;2;1;1;4;3; ; ;7;4; ;7; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;38; ; ; ; ; ; ; ; ; ; ; ; ; ;1299; ; ; ; ; ; ; ; ;2321; ; ; ; ; ; ; ; ;116; ; ; ; ; ; ; ; ;1; ;1; ; ;2;2; ; ; ; ; ; ;5; ; ;2; ;6; ; ; ;1;2; ; ;10;1; ; ; ;5; ; ; ; ; ; ; ;6; ; ; ; ; ; ;1; ;1;1; ; ;956;435; ;1277; ;7;8;9;2; ;2; ;101; ;8;1;16;8;4; ;9;5;8;1;4;8;18;11;7;40;12;1;16; ; ; ; ; 
Buenos Aires;BARADERO;Privado;Urbano;9; ; ; ; ;72; ; ; ; ; ; ; ; ;604; ; ; ; ; ; ; ; ;743; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ;0; ; ; ;1; ;3;1;1; ;3;1;2; ; ;2;5;1; ; ;7; ; ;4; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;13; ; ; ; ; ; ; ; ; ; ; ; ; ;156; ; ; ; ; ; ; ; ;140; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;138;474; ;492; ;5;5;3; ; ;0; ; ; ;1; ;5;1;1; ;5;1; ; ;3; ;1; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ;609; ; ; ; ; ; ; ; ;1597; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;2;1; ; ; ; ;1; ; ;3; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1198;645;463;1271;13;4;6;6;1;17;4; ;118; ;4;1;4;4;4; ;5;5;6; ;4;4;3;1; ;17;6;3;9;1; ; ; ; 
