provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Entre Ríos;PARANA;Estatal;Urbano;170; ; ;6; ;160; ; ; ; ; ; ; ; ;764; ; ; ; ; ;532; ; ;7914;59; ; ;26; ;3453; ; ;7; ; ; ; ; ;185; ; ;1; ;1; ; ; ;1; ; ;1;1; ; ;2;8; ; ; ; ;1; ; ;8;1; ; ; ;2; ; ; ;6;3; ; ;4; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16758;11673;4483;424;18;68;54;6;33; ; ;914;559;92;5;70;92;75; ;64;78;45;1;44;48;42;14;5;150;66;40;29;10;3; ; ; 
Entre Ríos;PARANA;Privado;Rural;4; ; ; ; ;17; ; ; ; ; ; ; ; ;126; ; ; ; ; ; ; ; ;110; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;91;30; ; ; ;3;1; ; ; ; ; ; ;1; ;2;1;1; ;2;1;1; ; ;1; ; ; ; ;2; ; ; ; ; ; ; 
Entre Ríos;PARANA;Privado;Urbano;130; ; ; ; ;1935; ; ;53; ; ;82; ; ;8238; ; ; ; ; ;281; ; ;8060;93;110; ; ; ;271; ; ;199; ;105; ; ; ;211; ; ; ; ; ; ; ; ;3; ; ;2;4; ;2; ;1; ; ; ;2;1;2; ;13;7; ;1; ; ; ; ; ; ;3; ; ;6;5; ;1; ; ; ; ; ;1; ;1; ;2; ; ; ;1485;748;200; ;18;51;46;21;2; ; ; ;758;49; ;32;49;43; ;29;45;41; ;12;42;2;29;1;1;78;4;4;26;13; ; ;1
Entre Ríos;SAN SALVADOR;Estatal;Rural;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;173; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;452;282;4; ;2;8;3; ; ; ; ; ; ;8; ;4;8;12; ;5;12;2; ; ;3;4; ;3;35; ;1; ;1;1; ; ; 
Entre Ríos;SAN SALVADOR;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;416; ; ; ; ; ;797; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2580;510;341; ;1;3;4;1; ; ; ;234; ;5; ;4;5;2; ;2;3;2; ;2;3;1;2; ;10;1; ;7; ; ; ; ; 
Entre Ríos;TALA;Estatal;Rural;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;139; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;408;380;41; ;1;11;4; ; ; ; ; ; ;6;2;11;6;7;2;21;7;4; ; ;4; ; ; ;8;3; ; ; ;2; ; ; 
Entre Ríos;TALA;Estatal;Urbano;28; ; ; ; ; ; ; ; ; ; ; ; ; ;163; ; ; ; ; ; ; ; ;1287;209; ; ; ; ; ; ; ;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1856;1249;1115;38;1;10;8;4; ; ; ;248;163;11; ;10;13;8; ;11;10;7; ;4;8;9;3;2;47;4;3;2; ;1; ; ; 
Entre Ríos;TALA;Privado;Urbano;6; ; ; ; ; ; ; ; ; ; ; ; ; ;54; ; ; ; ; ; ; ; ;218; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;188;40; ; ; ;2;2;1; ; ; ; ; ;3; ;1;3;3; ;1;3;2; ;1;2; ;2; ;7;22; ; ; ; ; ; ; 
Entre Ríos;URUGUAY;Estatal;Rural;72; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;953; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;5; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1379;665;236; ;10;44;13; ;2; ; ; ; ;28; ;14;28;34; ;25;35;2; ;11;2; ;2; ;9;4;2;1; ;1; ; ; 
Entre Ríos;URUGUAY;Estatal;Urbano;51;83; ; ; ; ; ; ; ; ; ;50; ; ;266; ; ; ; ; ;298; ; ;2554; ; ; ; ; ;1394; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ; ; ; ;2; ; ; ;3; ;19; ;6; ; ; ; ;1; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4936;2756;339;52;10;20;18;1; ; ; ;198;857;27; ;24;28;21; ;20;23;15; ;10;16;9;7;2;11;27;14;5;2;1; ; ; 
Entre Ríos;URUGUAY;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ; ;285; ; ; ; ; ; ; ; ;181; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;164; ; ; ;1;3;2; ; ; ; ; ; ;3; ; ;3;3; ; ;3;1; ; ;2; ; ; ;2;1; ; ; ; ; ; ; 
Entre Ríos;URUGUAY;Privado;Urbano;23; ; ; ; ;291; ; ; ; ; ; ; ; ;1177; ; ; ; ; ; ; ; ;1509; ; ; ; ; ;97; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;201;141;95; ;3;10;8;2; ; ; ; ; ;11; ;6;11;9; ;5;9;7; ;3;7;4;8;1;1;28;3; ;16; ; ; ; 
Entre Ríos;VICTORIA;Estatal;Rural;42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;294; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;728;722;197;38;2;20;7; ;1; ; ;40; ;19;1;5;20;27;2;6;28;5; ;2;6;1; ; ;3; ; ; ; ; ; ; ; 
Entre Ríos;VICTORIA;Estatal;Urbano;29; ; ; ; ; ; ; ; ; ; ; ; ; ;637; ; ; ; ; ; ; ; ;1042; ; ; ; ; ;929; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2;2; ; ;1; ; ; ; ; ; ; ; ;3; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2651;2424;695;526;4;9;9;4;5; ; ;270; ;17; ;16;17;8; ;8;10;7; ;4;8;5;1;1;4;4; ;2; ; ; ; ;1
Entre Ríos;VICTORIA;Privado;Urbano;8; ; ; ; ;126; ; ; ; ; ; ; ; ;218; ; ; ; ; ;91; ; ;532; ; ; ; ; ;14; ; ;50;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;1; ; ; ; ; ;2; ;1;2;2; ;1;2;2; ;1;2; ;2; ; ;3; ; ;1;2; ; ; 
Entre Ríos;VILLAGUAY;Estatal;Rural;93; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1306; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2417;2169;67;8;2;16;10; ;6; ; ; ; ;8;4;43;8;14;4;65;14;11; ;1;12; ; ; ;7; ;1;3; ;5; ; ; 
Entre Ríos;VILLAGUAY;Estatal;Urbano;27; ; ; ;24;113; ; ; ; ; ; ; ; ;350; ; ; ; ; ; ; ; ;1029;158; ; ; ; ;321; ; ;39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4596;2344;528;52;1;12;7;2;2; ; ;602; ;17; ;16;17;11; ;12;14;6; ;6;6;2; ;1;30;4;1;1; ;2; ; ; 
Entre Ríos;VILLAGUAY;Privado;Urbano;6; ; ; ; ;158; ; ;10; ; ; ; ; ;491; ; ;85; ; ; ; ; ;172; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;85;85; ;1;2;3;1; ; ; ; ; ;3; ;1;3;3; ;1;3;1; ;2;2; ; ; ; ; ; ; ; ; ; ; ; 
Formosa;BERMEJO;Estatal;Rural;111;403;1324;228; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;43; ; ; ;603; ; ; ; ; ;118; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ;47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2687;2828;797;106; ;11;13; ;40; ; ;613; ;37; ;10;37;40; ;21;53;7; ;8;9; ; ;4;5; ;28; ; ; ; ; ; 
Formosa;BERMEJO;Estatal;Urbano;8; ;197;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;179; ; ; ;416; ; ; ; ; ;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;994;994;662; ; ;2;2; ;6; ; ;179; ;2; ;2;2;2;1;2;3;1; ; ;2;3; ; ; ; ; ; ; ; ; ; ; 
Formosa;Enmascarado;Privado;Rural;3;11;63;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;291;310;285;51;1;1;2; ;3; ; ; ; ;1; ;2;1;2; ;2;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; 
Formosa;Enmascarado;Privado;Urbano;8;11;71;16; ; ; ; ; ; ; ; ; ; ;243; ; ; ; ; ; ; ; ;682; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;791;924; ; ;3;4;4;1;7; ; ; ; ;6; ;7;6;5; ;5;5;4; ;3;4;3; ; ;6; ; ;3; ;1; ; ; 
Formosa;FORMOSA;Estatal;Rural;40; ;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1038; ;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1385;1467;777; ; ;8;12; ;18; ; ;438; ;8; ;5;8;10; ;4;16;12; ;8;12;2; ;1;12;2;16; ; ;10; ; ; 
Formosa;FORMOSA;Estatal;Urbano;157;204;813;238;4; ; ; ; ; ;196; ; ; ;468; ; ; ; ; ; ; ; ;22592;1025;175; ;42; ;292; ; ;526; ; ; ; ; ;32; ; ;1; ; ; ; ;3; ; ; ;2; ; ; ; ;1; ; ; ;54;1;1; ;4; ; ; ; ;1; ; ; ;77; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;25630;13581;4168;220;22;55;38;7;32; ; ;687; ;52;1;45;52;55;8;50;56;33;6;33;36;62;4;10;126;43;22;12;8;5;1; ;1
Formosa;FORMOSA;Privado;Urbano;51;1;4;1;1;194; ; ; ; ; ; ; ; ;1932; ; ; ; ; ; ; ; ;3244;177; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3;1; ; ; ; ;1; ; ; ; ; ; ;2; ; ; ; ; ; ; ;3288;1597;984;505;16;12;12;7;12; ; ; ;200;27; ;17;38;11; ;8;12;12; ;8;12;14;2;3;3;2; ;1;1; ; ;1;1
Formosa;LAISHI;Estatal;Rural;52;53;177;63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;673; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ;1; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;938;938;66; ; ;7;13;1;2; ; ;239; ;14; ;5;14;17; ;2;20;2; ;13;2; ; ; ;2;8;4;1; ; ; ; ; 
Formosa;LAISHI;Estatal;Urbano;13;13;53;6;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1386; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1277;1651;668; ; ;3;4;1; ; ; ; ; ;4; ;3;4;4; ;2;4;3;1;4;3;2; ; ;14;4;4;1; ;1; ; ; 
Formosa;MATACOS;Estatal;Rural;31;84;378;73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;41; ; ; ; ; ;74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;636;636;150; ; ;2;9; ;13; ; ;139; ;7; ; ;7;11; ;1;15;4; ;5;4; ; ; ; ; ;3; ; ; ; ; ; 
Formosa;MATACOS;Estatal;Urbano;21;192;373;609;27; ; ; ; ; ; ; ; ; ; ; ; ; ; ;252; ; ; ;1133; ; ; ; ; ;501; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2858;2431;1119; ;3;5;2;1;18; ; ;679; ;8; ;6;8;5;1;5;8;2; ;2;2; ; ; ;13; ;1;2; ; ; ; ; 
Formosa;PATIÑO;Estatal;Rural;224;481;1939;628; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ;124; ; ; ;1503; ; ; ; ;51;285; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5234;5264;699;183; ;16;45; ;86; ; ;522; ;49; ;19;49;75; ;30;88;23;2;39;25;2; ;2;21;1;32;2; ;1; ; ; 
Formosa;PATIÑO;Estatal;Urbano;81;107;587;145;33; ; ; ; ; ; ; ; ; ; ; ; ; ; ;174; ; ; ;5083; ; ; ; ; ;51; ; ;79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ;2; ; ; ; ;3; ; ; ;1; ; ; ;7622;7058;1688; ;2;21;12;8;17; ; ;442; ;26;1;23;26;26;2;22;30;13;1;12;13;22; ; ;79;1;6;2; ;5; ; ; 
Formosa;PATIÑO;Privado;Urbano;9; ;6;2;1; ; ; ; ; ; ; ; ; ;735; ; ; ; ; ; ; ; ;499; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1023;276;76; ;2;2;2;1;21; ; ; ; ;8; ;7;8;4; ;4;4;2; ;2;2;2; ;1;3; ;1; ; ; ; ; ; 
Formosa;PILAGAS;Estatal;Rural;68;10;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1183; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1935;2336;401; ;1;10;15; ;41; ; ;231; ;17; ;7;17;28; ;11;29;7; ;9;12; ; ; ;20;3;5; ; ; ; ; ; 
Formosa;PILAGAS;Estatal;Urbano;17;18;5;53;1; ; ; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ; ;1013; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1417;1511;125; ;2;6;3;1;1; ; ;128; ;5; ;4;5;5; ;5;6;3; ;3;3;1; ; ;15; ;5;2; ; ; ; ;2
Formosa;PILCOMAYO;Estatal;Rural;96;61;522;65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1237; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;65; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2974;3679;1503; ; ;17;23; ;30; ; ;952; ;23; ;15;23;24; ;19;37;15;1;15;15; ; ; ;13; ;11; ; ; ; ; ; 
Formosa;PILCOMAYO;Estatal;Urbano;65;40;108;43;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7600; ;77; ; ; ; ; ; ;98; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ;96;1; ; ; ; ; ; ; ; ; ; ; ;35; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ;8401;5144;747; ;5;18;12;4;8; ; ;975; ;20; ;21;20;17; ;17;21;13;1;12;15;9; ;2;43;6;22;3; ;8; ; ; 
Formosa;PILCOMAYO;Privado;Urbano;8; ; ; ;3;138; ; ; ; ; ; ; ; ;420; ; ; ; ; ; ; ; ;1563; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;2; ; ; ; ; ; ; ;5; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;770;76; ; ;2;2;4;1; ; ; ; ; ;7; ;3;6;3; ;3;3;2; ;4;2; ; ;1;2; ; ; ; ; ; ; ;1
Formosa;PIRANE;Estatal;Rural;181;37;92;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1591; ; ; ; ; ;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3212;3361;581;214; ;13;49; ;47; ; ; ; ;35; ;13;35;77; ;12;77;13; ;44;17;1; ; ;19;1;19; ; ;1; ; ; 
Formosa;PIRANE;Estatal;Urbano;67;41;200;16;1; ; ; ; ; ; ; ; ; ;63; ; ; ; ; ; ; ; ;5254; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;6815;7584;1995; ;4;18;10;5;18; ; ; ; ;24; ;23;24;24;2;24;24;12; ;12;12;14;1; ;62;3;5;10; ;2; ; ; 
Formosa;RAMON LISTA;Estatal;Rural;92;530;2033;704; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;241; ; ; ;334; ; ; ; ; ;766; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4149;4150;524;10;1;19;8; ;48; ; ;222;232;23; ;15;24;48; ;24;53;7;1;5;8; ; ; ;12; ;7; ; ;1; ; ; 
Formosa;RAMON LISTA;Estatal;Urbano;10;85;346;383;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ;62; ; ; ; ; ; ; ; ; ;476; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;670;1146; ; ; ;2;1;1;20; ; ; ; ;4; ;3;4;4; ;2;4;1; ;1;1; ; ; ; ; ;10; ; ; ; ; ; 
Jujuy;COCHINOCA;Estatal;Rural;35;72;353;275; ; ; ; ; ; ; ; ; ; ;120; ; ; ; ; ; ; ; ;273;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;722;1106;822;648;1;16;2; ; ; ; ;399;93;8;6;1;19;3;9; ;22;4; ; ;4; ; ; ;3; ;3; ; ; ; ; ; 
