provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;25 DE MAYO;Estatal;Rural;50; ; ; ; ; ; ; ; ; ; ; ; ; ;335; ; ; ; ; ; ; ; ;631;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1445;522;305;294;10;21;6; ;4; ; ; ; ;1; ;11;1;6; ;27;6;4; ;1;4;1; ;2;6; ; ;5; ;2; ; ; 
Buenos Aires;25 DE MAYO;Estatal;Urbano;41; ; ; ; ;220; ; ; ; ; ; ; ; ;1292; ; ; ; ; ; ; ; ;1825; ; ; ; ; ;20; ; ;98;28; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;2; ;1; ; ;4; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3240;515;23;160;9;11;7;2;12; ; ;170; ;8; ;17;9;7;1;10;9;8; ;4;7;4; ;122;18; ; ;14; ; ; ; ; 
Buenos Aires;25 DE MAYO;Privado;Urbano;11; ; ; ; ;314; ; ; ; ; ; ; ; ;760; ; ; ; ; ; ; ; ;629; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2; ; ; ; ; ; ; ; ;4; ;3; ;3;3;2; ;1;2;2; ;1;9; ; ; ; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Rural;56; ; ; ; ; ; ; ; ; ; ; ; ; ;548; ; ; ; ; ; ; ; ;440; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1407;473;245;57;8;19;8; ; ; ; ;446; ;13; ;4;7;10; ;14;11;4; ;2;5;6; ;1;10; ; ;4; ; ; ; ; 
Buenos Aires;9 DE JULIO;Estatal;Urbano;42; ; ; ; ; ; ; ; ; ; ; ; ; ;1995; ; ; ; ; ; ; ; ;2790; ; ; ; ; ; ; ; ;39;7; ; ; ;27; ; ; ; ; ; ; ; ;1; ;1; ;2; ; ; ; ; ; ; ; ;6; ; ; ;1; ; ; ;1; ; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;4192;505;861;20;10;11;8;2;2; ; ;502; ;12; ;14;9;8; ;8;11;7; ;6;7;18;2; ;29; ; ;15; ; ; ; ; 
Buenos Aires;9 DE JULIO;Privado;Urbano;6; ; ; ; ;50; ; ; ; ; ; ; ; ;709; ; ; ; ; ; ; ; ;728; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;3; ; ; ; ; ; ;2; ;1;2;3; ;1;3;3; ; ;3; ; ; ;9;1;2;2; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;31; ; ; ; ; ; ; ; ; ; ; ; ; ;138; ; ; ; ; ; ; ; ;191; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;347;145; ; ;6;14;2; ;1; ; ;35; ;8; ;4;6;9; ;9;9;2; ;1;2; ; ; ;4; ; ;1; ; ; ; ; 
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;17; ;2; ; ; ; ; ; ; ; ; ; ; ;548; ; ; ; ; ; ; ; ;877; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2; ; ; ;7; ; ; ; ; ;1; ;4; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1817;438;305;222;4;7;5; ; ; ; ;139; ;3; ;5;3;4; ;6;6;5; ;3;5;12; ;1;14; ;7;9; ;2; ; ; 
Buenos Aires;ADOLFO ALSINA;Privado;Urbano;5; ; ; ; ; ; ; ; ; ; ; ; ; ;100; ; ; ; ; ; ; ; ;303; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;61;35; ; ;2;2;2;1; ; ; ; ; ;1; ;1;1;1; ;2;1;1; ;1;1; ; ; ;1; ; ;1; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;25; ; ; ; ; ; ; ; ; ; ; ; ; ;147; ; ; ; ; ; ; ; ;247; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;501;166;58;58;2;5;5; ; ; ; ; ; ;2; ;6;2;7; ;7;7;3; ;1;4;1; ; ;4; ; ;2; ; ; ; ; 
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano;12; ; ; ; ; ; ; ; ; ; ; ; ; ;389; ; ; ; ; ; ; ; ;204; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1141;151;99; ;2;3;3;1; ; ; ;100; ;4; ;3;4;3; ;3;4;2;1; ;3;4; ; ;2; ; ;11; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Rural;19; ; ; ; ; ; ; ; ; ; ; ; ; ;128; ; ; ; ; ; ; ; ;175; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;489;129;75;75;4;10;2; ;1; ; ;27; ;1; ;6;1;4; ;6;3;2; ; ;2;1; ; ;6; ; ;1; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ;309; ; ; ; ; ; ; ; ;361; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;781;225;566; ;2;3;3; ; ; ; ;87; ;2; ;4;2;2; ;2;3;2; ;1;3;4; ; ;11; ; ;7; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;230; ;63;1; ; ; ; ; ; ; ; ; ; ;19308; ; ; ; ; ; ; ; ;29599; ; ; ; ; ;63; ; ;115; ; ; ; ; ; ; ; ;21; ;3; ; ;20;1;1; ;6;11;1;12;222;2;16; ; ;505;60;21; ;18;7;1; ;148;5;13; ; ;320;28;20; ;7;11; ;3;8;1;3; ; ;10;1;4; ; ; ; ; ;55913;15194;7757; ;32;64;73;2;859; ; ;748;20;54; ;54;54;78; ;78;81;89;1;87;85;107;19;20;280;19;11;61;1;6; ; ;1
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;182; ;4;1; ;3276; ; ; ; ; ; ; ; ;20235;194; ; ; ; ;114; ; ;12190; ; ; ; ; ;71; ; ;183; ; ; ; ; ; ; ; ;1; ;1; ; ;11;4;1; ;9;7;1;1;2;2;4; ; ;66;11;10; ;31;21;5;2;23;1;2; ; ;65;21;7; ;6;10;2; ;10; ;2; ; ;9;7;1; ; ; ; ; ;495; ;307; ;34;45;49;5;2; ; ;271; ;61; ;62;63;44; ;44;45;49; ;22;50;33;34;14;39;64;406;25;14;3; ; ; 
Buenos Aires;ARRECIFES;Estatal;Rural;14;5; ; ; ; ; ; ; ; ; ; ; ; ;135; ; ; ; ; ; ; ; ;126; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;352;144; ; ;2;5;1; ;1; ; ; ; ;1; ;3;1;4; ;7;4;1; ; ;1;1;1; ;14; ; ;5; ; ; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;33; ; ; ; ; ; ; ; ; ; ; ; ; ;1394; ; ; ; ; ; ; ; ;2298; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;4; ;1; ; ;9; ;1; ;2;2;1; ; ; ;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4298;714; ; ;5;8;9;1;3; ; ;130; ;7; ;8;9;6; ;8;7;9; ;5;9;18;1;1;12;1;2;10; ;6; ; ; 
Buenos Aires;AVELLANEDA;Estatal;Urbano;199; ;25; ;1; ; ; ; ; ; ; ; ; ;12032;77; ; ; ; ; ; ; ;21714; ; ; ; ; ; ; ; ;165;20; ; ; ; ; ; ; ;42;1;3; ; ;77;71;16; ;6;5; ; ;117;11;54; ; ;501;141;37; ;25;5; ; ;106;6;9; ; ;395;187;47; ;26;2;2;2;17;1;12; ; ;16;17;8; ;21;21; ; ;28004;8705;1230; ;53;46;48;7;234; ; ;1233; ;68; ;66;72;46;1;47;54;60; ;58;59;85;16;19;204;10;3;72;3; ; ; ; 
Buenos Aires;AVELLANEDA;Privado;Urbano;115; ; ; ; ;3197; ; ; ; ; ; ; ; ;13129; ;25; ; ; ;25; ; ;9813; ; ; ; ; ;148; ; ;490;28;72; ; ; ; ; ; ;1; ; ; ; ;6;2;1; ;4;9; ; ;5;8;2; ; ;22;16;4; ;16;21; ; ;12;4;2; ; ;46;30;6; ;12;8;3; ;21;1;1; ; ;27;10; ; ;3; ;2; ;399; ; ; ;31;32;35;7; ; ; ;1010; ;38; ;38;40;30; ;25;32;31; ;15;30;20;22;1;45;42;6;28;26;5; ;1; 
Buenos Aires;AYACUCHO;Estatal;Rural;38; ;1;2; ; ; ; ; ; ; ; ; ; ;166; ; ; ; ; ; ; ; ;81; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;513;320; ; ;2;6;3; ;6; ; ; ; ;1;3; ;1;17;8;5;17;2;1;1;2; ; ; ;7; ; ; ; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;23; ; ; ; ; ; ; ; ; ; ; ; ; ;979; ; ; ; ; ; ; ; ;1520; ; ; ; ; ; ; ; ;15; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ;2; ; ; ; ;15; ; ; ; ;1; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;974;325;15;15;4;5;6;2; ; ; ;60; ;5; ;6;4;4; ;5;5;4;1;4;4;9; ; ;12; ; ;3; ;1; ; ; 
Buenos Aires;AZUL;Estatal;Rural;47; ;1; ; ; ; ; ; ; ; ; ; ; ;231; ; ; ; ; ; ; ; ;74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1; ; ;1; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;268;79;39;39;2;29;1; ;4; ; ; ; ;6; ;4;4;11;1;21;10;3; ; ;4; ; ; ;5; ;2;1; ;1; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;61; ; ; ;2; ; ; ; ; ; ; ; ; ;2580; ; ; ; ; ; ; ; ;2767; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ;3; ;1; ; ;3; ; ; ; ; ; ; ;4;1;1; ; ;22; ; ; ;2;1; ; ; ; ;1; ; ;4;1; ; ; ; ;1; ; ; ; ; ; ;3; ; ; ; ;1; ; ;3317;1263;207; ;15;18;12;4;37; ; ;312; ;15; ;21;15;13; ;15;16;13; ;7;11;16;5;7;69;2; ;12;1;1; ; ; 
Buenos Aires;AZUL;Privado;Urbano;26; ; ; ; ;394; ; ; ; ; ; ; ; ;1494; ; ; ; ; ; ; ; ;1416; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6;8;1; ; ; ; ; ;7; ;7;7;4; ;5;4;9; ;3;9;1;7; ;5;3; ;3;2;2; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;9; ; ; ; ; ; ; ; ; ; ; ; ; ;118; ; ; ; ; ; ; ; ;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ;2; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;190;122;39; ; ;5;1; ;1; ; ;36; ;1; ; ;1;6; ;1;7;1; ; ;1;1; ; ;4;1; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;209;1;319;24;9; ; ; ; ; ; ; ; ; ;10177;62; ;154; ; ; ; ; ;16048; ; ;19;22; ;95; ; ;827; ;18;8; ; ; ; ; ;8; ;9; ; ;4; ; ; ;4;7; ; ;31;3;20; ; ;49;8;2; ;11;7;1;1;33;3;33; ; ;12;4;2; ;6;2;2; ;3;1;20; ; ;1;3;1; ;1; ; ; ;19719;3612;1261; ;57;60;58;11;62; ; ;330; ;59; ;55;59;61; ;64;64;63; ;45;63;67;12;19;294;15;7;76;14;15;1; ;3
Buenos Aires;BAHIA BLANCA;Privado;Urbano;82; ; ; ; ;1793; ; ; ; ; ; ; ; ;6230; ; ; ; ; ;195; ; ;5227; ; ; ; ; ;379; ; ;1320;90;44;47; ;46;47; ; ; ;3;5; ; ; ; ;1; ;4;9; ;1; ;2;6; ; ;1; ; ; ;19;18;4;2;1;9;5; ; ;2;2; ; ;2;5;4;3; ; ;5; ; ; ;3; ; ;1;3; ; ;532; ; ; ;23;19;23;11; ; ; ;268;48;25; ;31;24;10; ;15;11;22;1;1;22;28;6;8;17;20;2;23;24;6; ; ;1
Buenos Aires;BALCARCE;Estatal;Rural;38; ; ; ; ; ; ; ; ; ; ; ; ; ;164; ; ;42; ; ;18; ; ;291; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3; ; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;349;154; ; ;5;18;5; ;5; ; ; ; ;1;4;2;1;13;2;11;13;3; ;3;3; ; ; ;9; ; ;11; ; ; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;43; ; ; ; ; ; ; ; ; ; ; ; ; ;1632; ; ;107; ; ;20; ; ;3270; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;2; ; ; ; ;1; ; ;16; ; ; ; ;25; ;1; ;3;4; ; ;12; ; ; ; ;3; ; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1014;491;235; ;10;12;12;1; ; ; ;81; ;10; ;14;10;10; ;10;11;11;1;7;11;12; ; ;35; ;1;17; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ; ;37; ; ; ; ; ; ; ; ;366; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;39;83; ; ;1; ;2; ; ; ; ; ; ;1; ;1;1;2; ; ;2;1; ;1;1; ; ; ;6; ; ;4; ;1; ; ; 
Buenos Aires;BALCARCE;Privado;Urbano;4; ; ; ; ;141; ; ; ; ; ; ; ; ;540; ; ; ; ; ; ; ; ;278; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ;3; ;2; ;3;2;1; ; ;1; ; ; ;2;1; ; ; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Rural;26; ; ; ; ; ; ; ; ; ; ; ; ; ;306; ; ; ; ; ; ; ; ;352; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;509;332;166;78;3;10;3; ;1; ; ;62; ;1;1;4; ;3;2;10;3;1;1;1;3; ;1; ;12;2; ;3; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;38;4; ; ; ; ; ; ; ; ; ; ; ; ;1406; ; ; ; ; ; ; ; ;2100; ; ; ; ; ; ; ; ;108; ; ; ; ; ; ; ; ;4; ; ; ; ;4; ; ; ; ; ; ; ;14; ; ; ; ;5;3;1; ; ; ; ; ;8; ; ; ; ;6;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1612;255;14; ;6;5;9;1; ; ; ;102; ;5;1;15;5;5; ;9;6;9;1;5;9;9;6; ;25; ; ;29;1; ; ; ; 
Buenos Aires;BARADERO;Privado;Urbano;8; ; ; ; ; ; ; ; ; ; ; ; ; ;410; ; ; ; ; ; ; ; ;569; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1; ; ; ; ; ; ;1; ;4;1; ; ;2; ;2; ; ;2; ;1; ;2;4; ;4; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;12; ; ; ; ; ; ; ; ; ; ; ; ; ;150; ; ; ; ; ; ; ; ;51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;544;430;69; ;5;5;2; ; ; ; ; ; ;1; ;5;1;1; ;5;1;2; ; ;1; ; ; ;2; ; ; ; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;18; ; ; ; ; ; ; ; ; ; ; ; ; ;738; ; ; ; ; ; ; ; ;1396; ; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;4; ;1; ; ;1; ;1; ; ;1; ; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2379;537;210; ;4;6;7;1;1; ; ; ; ;4; ;4;4;5; ;6;5;6; ;5;6;4;2; ;5;2;1;7;2; ; ; ; 
Buenos Aires;BERAZATEGUI;Estatal;Urbano;185;2;26; ; ; ; ; ; ; ; ; ; ; ;10970; ; ; ; ; ; ; ; ;16147; ; ; ; ; ; ; ; ;32; ; ; ; ; ; ; ; ;39; ; ; ; ;34;1;3; ;1;3; ;1;268;3;2; ; ;207;16;8; ;17;10;2; ;213; ;6; ; ;172;12;15; ;5; ; ; ; ; ; ; ; ;7; ;3; ; ; ; ; ;25110;9345;5720; ;31;45;60;2;168; ; ;505; ;54; ;52;54;53; ;53;56;63; ;59;62;294;13;126;74;12;20;11;2;9; ; ; 
Buenos Aires;BERAZATEGUI;Privado;Urbano;107; ; ;1; ;2467; ; ; ; ; ; ; ; ;13462; ; ;483;73; ;561; ; ;9670; ; ; ; ; ;635; ; ;53;49;1; ; ; ; ; ; ; ;3; ; ; ;4;2; ; ;10;10; ; ;3;6; ; ; ;26;2;2; ;23;21;1;2;4;6;2; ; ;28;4;2; ;8;4;1; ;26; ; ; ; ;8; ;4; ; ; ; ; ; ; ; ; ;24;30;33;6;1; ; ;482;133;34; ;36;34;31;1;31;32;26; ;22;28;9;20;1;38;43;7;4;3;2; ; ;1
Buenos Aires;BERISSO;Estatal;Urbano;58; ;5;10; ; ; ; ; ; ; ; ; ; ;3508; ; ; ; ; ; ; ; ;4838; ; ; ; ; ; ; ; ;308; ; ; ; ; ; ; ; ;6;1; ; ; ;26;33;1; ; ;3; ; ;38;4; ; ; ;113;107;1; ; ;3; ; ;26;1;1; ; ;112;98;2; ;2; ; ; ;1;1;6; ; ;4;5; ; ; ; ; ; ;11184;3746;2108; ;9;16;14;1;33; ; ;501; ;14; ;15;14;16; ;16;19;18; ;15;18;47;1;2;88;3;3;24; ;1;2; ; 
Buenos Aires;BERISSO;Privado;Urbano;19; ; ; ; ;93; ; ; ; ; ; ; ; ;1258; ; ; ; ; ; ; ; ;1408; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;2; ; ; ;2; ; ; ;2;1; ; ;2;2; ; ;1; ; ; ; ; ;3; ; ;1;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;261;30; ; ;4;5;6;1; ; ; ;196; ;6; ;8;6;4; ;6;5;7; ;1;7;6;1; ;4;3; ; ; ; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Rural;41; ; ; ; ; ; ; ; ; ; ; ; ; ;172; ; ; ; ; ; ; ; ;222; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;652;139; ; ;2;17;4; ;1; ; ; ; ;2; ;8;2;10; ;18;10;1; ;4;1;1; ;1;8;1;2;3; ;2; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;39;10; ; ; ; ; ; ; ; ; ; ; ; ;1148; ; ; ; ; ; ; ; ;2031; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ;5; ; ; ; ;18; ; ; ;5;1; ; ;2; ; ; ; ;5; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;3600;642; ;46;9;9;8;1;1; ; ;182; ;6; ;17;5;7; ;8;9;8; ;4;8;5; ;1;52; ; ;16; ; ; ; ; 
