provincia;departamento;sector;ambito;ini_dir_cub;ini_dir_ncub;ini_fte_cub;ini_fte_ncub;ini_apo_cub;ini_apo_ncub;ini_pu_cub;ini_pu_ncub;ini_nopof;pri_dir_cub;pri_dir_ncub;pri_fte_cub;pri_fte_ncub;pri_apo_cub;pri_apo_ncub;pri_pu_cub;pri_pu_ncub;pri_nopof;sec_dir_cub;sec_dir_ncub;sec_fte_cub;sec_fte_ncub;sec_apo_cub;sec_apo_ncub;sec_nopof;snu_dir_cub;snu_dir_ncub;snu_fte_cub;snu_fte_ncub;snu_apo_cub;snu_apo_ncub;snu_nopof;ini_hs_cub;ini_hs_ncub;ini_hs_nopof;pri_hs_cub;pri_hs_ncub;pri_hs_nopof;sec_hs_pro_cub;sec_hs_pro_ncub;sec_hs_docente_cub;sec_hs_docente_ncub;sec_hs_otros_cub;sec_hs_otros_ncub;sec_hs_fuera;snu_hs_dic_cub;snu_hs_dic_ncub;snu_hs_cap_cub;snu_hs_cap_ncub;snu_hs_com_cub;snu_hs_com_ncub;snu_hs_inv_cub;snu_hs_inv_ncub;snu_hs_otr_cub;snu_hs_otr_ncub;snu_hs_fuera
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano;5; ;21; ;11; ; ; ; ;6;1;33; ;13; ; ; ; ;7; ; ; ;18;3; ;3; ; ; ;4; ; ;42; ; ;216;36;0;0;0;739,5;0;0;0;0;330;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ALBERTI;Estatal;Rural;1; ;8; ;6; ;3; ; ;1; ;14; ;8; ;9; ; ;13; ;5; ;17; ; ; ; ; ; ; ; ; ;9; ; ;99;0;0;87;0;405;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ALBERTI;Estatal;Urbano;3; ;13; ;6; ;1; ; ;5; ;25; ;9; ; ; ; ;11; ; ; ;24; ; ; ; ; ; ; ; ; ;25; ; ;201;0;0;162;0;867;0;40,5;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;133;4;415; ;184; ; ; ; ;292;7;1560; ;210;1; ; ;4;275;2;3; ;882;3;4;7;9; ; ;27;22; ;1077; ; ;10326;666;121,5;2932;0;41481;34,5;1333;0;46,5;3112,5;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;76; ;400; ;180; ;3; ;10;151; ;717; ;18; ; ; ;22;126; ;11; ;214; ;4;12; ; ; ;2; ; ;815; ;112;9265,5;0;639;246;0;20992,5;0;187,5;0;169,5;2294;0;0;0;0;0;0;0;0;0;4
Buenos Aires;ARRECIFES;Estatal;Rural;1; ;3; ;4; ;2; ; ;1; ;11; ;1; ;9; ; ;1; ; ; ;3; ; ; ; ; ; ; ; ; ;3; ; ;117;0;0;0;0;105;0;79,5;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ARRECIFES;Estatal;Urbano;12; ;55; ;23; ; ; ; ;22; ;98; ;20; ; ; ; ;22;3;7; ;82; ; ;4; ; ; ;3; ; ;108; ; ;642;3;0;195;0;3871,5;0;68,5;0;0;198;3;0;0;0;0;0;0;0;12;0
Buenos Aires;AVELLANEDA;Estatal;Urbano;119; ;416; ;181; ;1; ; ;189;1;903; ;177; ; ; ;4;248;7;41; ;869;6; ;37;2;1; ;103;10;8;1016;3;3;7261,5;57;0;2064;0;30568,5;3;679,5;2;0;9358;93;0;0;24;0;0;0;92;0;120
Buenos Aires;AVELLANEDA;Privado;Urbano;50; ;277; ;145; ;2; ;12;108; ;477; ;9;1; ; ;5;88; ; ; ;149; ;18;17; ;1; ;9; ; ;522; ;139;6883,5;0;481,5;69;0;13393,5;61,5;0;0;125;2224;0;0;0;0;0;0;0;13;0;22
Buenos Aires;AYACUCHO;Estatal;Rural; ; ;2; ;3; ;3; ; ;1; ;13; ;9; ;29; ; ;5; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ;177;3;3;18;0;487,5;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;AYACUCHO;Estatal;Urbano;7; ;38; ;16; ;1; ; ;14;1;71; ;18;3; ; ; ;24; ;9; ;68;1; ;7; ; ; ;6; ; ;90; ; ;486;0;0;284;0;2513,5;0;109;0;0;1034;0;0;0;0;0;0;0;0;0;0
Buenos Aires;AZUL;Estatal;Rural; ; ;6; ;2; ;2; ; ;2; ;1; ;2; ;31; ; ;5; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ;180;0;3;0;0;505,5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;AZUL;Estatal;Urbano;22; ;104; ;43; ;1; ; ;37;2;197; ;54; ;1; ; ;44;2; ; ;130; ; ;12;5;1; ;21;6; ;225; ; ;1354,5;0;18;169,5;0;5905,5;3;93;0;0;2364;78;0;0;0;0;0;0;0;0;45
Buenos Aires;AZUL;Privado;Urbano;9; ;47; ;24; ; ; ; ;17; ;81; ;14; ; ; ;11;21; ; ; ;33; ; ;4; ; ; ; ; ; ;63; ;12;288;0;54;6;0;2485,5;0;10,5;0;0;513;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BAHIA BLANCA;Estatal;Rural; ; ; ; ;1; ;1; ; ;3; ;9; ;3; ;3; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ;129;0;3;12;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;89; ;398; ;203;1;2; ; ;187;2;876; ;194; ; ; ;1;212;4;38; ;654;5;17;40;2;1; ;102;17;2;690; ; ;4687,5;231;6;2061,5;0;29879;15;758;0;19,5;8639,5;455,5;0;0;165;15;0;0;94,5;0;0
Buenos Aires;BAHIA BLANCA;Privado;Urbano;30; ;191; ;91; ;2; ;3;57; ;254; ;18; ; ; ;8;65; ;8; ;128; ;16;42; ; ; ;24; ;4;291; ;81;2337;0;129;0;0;9837;0;79,5;0;51;4521,5;24;66;0;2;0;0;0;0;0;0
Buenos Aires;BALCARCE;Estatal;Rural; ; ;2; ;6; ;6; ; ;6; ;22; ;6; ;20; ;3;6; ; ; ;11; ;3; ; ; ; ; ; ; ; ; ; ;156;0;0;38;0;642;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BALCARCE;Estatal;Urbano;16; ;65; ;30; ;2; ; ;29;1;140; ;40; ; ; ;1;28; ;1; ;94; ; ;6; ; ; ;12;1; ;135; ; ;822;21;0;398;0;3730;0;204;0;7,5;1066,5;48;0;0;9;0;30;0;18;0;0
Buenos Aires;BALCARCE;Privado;Rural; ; ;2; ;3; ;1; ; ;1; ;4; ;1; ;1; ; ;4; ; ; ;6; ; ; ; ; ; ; ; ; ;3; ; ;28,5;0;0;42;0;559,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BALCARCE;Privado;Urbano; ; ;12; ;5; ; ; ; ;7; ;30; ;3; ; ; ; ;2; ; ; ;5; ;1; ; ; ; ; ; ; ;22; ;1;807;0;22,5;0;0;432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BARADERO;Estatal;Rural;1; ;6; ;3; ;2; ; ;5; ;26; ;6; ;11; ; ;8; ; ; ;15; ; ; ; ; ; ; ; ; ;12; ; ;156;15;45;39,5;0;696;6;24;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BARADERO;Estatal;Urbano;12; ;52; ;20; ;2; ; ;19; ;101; ;26; ;2; ; ;22;1;1; ;79;1; ;5;3; ; ;10; ; ;111; ; ;621;48;0;924,5;0;2781;0;155,5;0;0;904,5;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BARADERO;Privado;Urbano;1; ;11; ;6; ;3; ; ;6; ;24; ;2; ; ; ;6;4; ; ; ;8; ; ; ; ; ; ; ; ; ;13; ;3;87;0;37,5;0;0;795;0;16,5;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BENITO JUAREZ;Estatal;Rural;1; ;6; ;7; ;4; ; ;4; ;22; ;21; ;1; ; ;1; ; ; ;5; ; ; ; ; ; ; ; ; ;9; ; ;147;0;0;0;0;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;10; ;35; ;16; ; ; ; ;11;2;63; ;16; ; ; ; ;25; ;8; ;65;1; ;2; ; ; ; ; ; ;78; ; ;447;15;0;19,5;0;2458,5;0;70,5;0;0;103;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BERAZATEGUI;Estatal;Urbano;81;7;338; ;140; ;4; ; ;186;4;913;1;234; ;1; ;2;160;11;2; ;450;18;6; ; ;1; ; ; ;18;594; ; ;6055,5;49,5;0;202,5;0;21779,5;1,5;56,5;0;18;0;0;0;0;0;0;0;0;20;0;4246
Buenos Aires;BERAZATEGUI;Privado;Urbano;39; ;232; ;101; ;1; ;14;99; ;572; ;21; ; ; ;21;70; ; ; ;119; ;4;16; ; ; ;5; ;9;417; ;145;2502;0;657;0;0;10129,5;72;78;0;247,5;1890;0;0;0;0;0;0;0;0;0;38
Buenos Aires;BERISSO;Estatal;Urbano;25; ;121; ;49; ; ; ; ;54; ;286; ;61; ;2; ; ;65;1;6; ;208; ;1;5; ; ; ;8;1; ;312; ; ;1857;39;31,5;140,5;0;10770;0;37,5;0;0;1155;0;0;0;48;0;0;0;0;0;0
Buenos Aires;BERISSO;Privado;Urbano;6; ;37; ;12; ; ; ; ;21; ;72; ;8; ; ; ; ;19; ; ; ;23; ;1;3; ; ; ;1; ; ;81; ;3;690;0;21;21;0;2317,5;0;6;0;15;309;0;3;0;0;0;0;0;0;0;0
Buenos Aires;BOLIVAR;Estatal;Rural;1; ;12; ;3; ;1; ; ;2; ;13; ;4; ;26; ; ;5; ; ; ;15; ; ; ; ; ; ; ; ; ;6; ; ;159;0;0;9;0;693;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BOLIVAR;Estatal;Urbano;10; ;59; ;33; ;2; ; ;21; ;100; ;38; ; ; ; ;26;2;6; ;90; ; ;4;3; ; ;6;5; ;81; ; ;712,5;9;0;24;0;2740,5;0;3;0;0;673,5;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BOLIVAR;Privado;Urbano;2; ;10; ;5; ; ; ;5;4; ;24; ;7; ; ; ; ;6; ; ; ;9; ; ;2; ; ; ; ; ; ;21; ;9;60;0;0;9;0;652,5;0;0;0;27;213;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BRAGADO;Estatal;Rural; ; ;8; ;8; ;6; ; ;4; ;26; ;6; ;11; ; ;5; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ;225;0;0;10,5;0;465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BRAGADO;Estatal;Urbano;14; ;63; ;26; ; ; ; ;27;1;143; ;34; ; ; ; ;29;4;8; ;71;4;6;4; ; ; ;6;1; ;132; ; ;729;0;0;70,5;0;4884;0;0;0;0;695;15;0;0;0;0;0;0;0;0;0
Buenos Aires;BRAGADO;Privado;Urbano;1; ;7; ;3; ; ; ; ;3; ;6; ; ; ; ; ; ;9; ;9; ;11; ;4; ; ; ; ; ; ; ;15; ; ;73,5;0;18;0;0;1252,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BRANDSEN;Estatal;Rural;1; ;6; ;8; ;5; ; ;5; ;28; ;5; ;8; ; ;11; ; ; ;13; ; ; ; ; ; ; ; ; ;12; ; ;204;33;0;36;0;793,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;BRANDSEN;Estatal;Urbano;11; ;45; ;18; ; ; ; ;17; ;89; ;20; ; ; ; ;22; ;2; ;72; ; ;4;2; ; ;7;4; ;117; ; ;564;33;0;19,5;0;3217,5;0;36;0;0;907,5;16,5;0;0;0;0;0;0;0;0;0
Buenos Aires;BRANDSEN;Privado;Urbano;2; ;9; ;3; ; ; ; ;6; ;25; ;2; ; ; ; ;5; ; ; ;7; ; ; ; ; ; ; ; ; ;21; ;6;261;0;39;9;0;652,5;0;0;0;69,5;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CAÑUELAS;Estatal;Rural;2; ;9; ;5; ;2; ; ;5; ;20; ;5; ;9; ; ;6;1; ; ;12;1; ; ; ; ; ; ; ; ;12; ; ;204;0;0;0;0;757,5;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CAÑUELAS;Estatal;Urbano;14; ;60; ;24; ; ; ; ;44; ;192; ;32;5;1; ; ;49;2; ; ;118;5;3;5; ;4; ;1; ; ;135; ; ;1215;27;0;16;0;5997;6;30;0;0;739,5;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CAÑUELAS;Privado;Urbano;3; ;26; ;12; ;2; ;5;9; ;52; ;1; ; ; ;3;10; ; ; ;16; ;2; ; ; ; ; ; ; ;54; ;21;967,5;0;424,5;0;0;1485;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CAMPANA;Estatal;Rural;1; ;6; ;4; ;3; ; ;5; ;26; ;4; ;2; ; ;8; ;9; ;26;1;2; ; ; ; ; ; ; ;6; ; ;162;3;33;6;0;1536;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CAMPANA;Estatal;Urbano;30; ;147; ;56; ;1; ; ;68;1;321; ;44; ; ; ; ;62;3;1; ;190;13; ;8;3; ; ;19;1; ;343; ; ;2244;141;0;39;0;9571,5;13,5;535;0;16,5;1393,5;25,5;0;0;0;0;0;0;34,5;0;0
Buenos Aires;CAMPANA;Privado;Urbano;12; ;55; ;33; ; ; ;2;13; ;62; ;6; ; ; ;9;16; ;4; ;23; ;4;5; ; ; ;1; ; ;114; ;36;1285,5;0;93;0;0;1963,5;9;0;0;112,5;385;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural; ; ;2; ;2; ;2; ; ;1; ;5; ;6; ;4; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ; ;5; ; ;60;0;0;0;0;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;6; ;29; ;12; ; ; ; ;13;1;57; ;20; ;1; ; ;16;1;7; ;66; ; ;5; ; ; ;5; ; ;69; ; ;393;24;0;33;0;1876,5;0;16;0;0;355,5;0;30;0;30;0;30;0;0;0;0
Buenos Aires;CARLOS CASARES;Estatal;Rural; ; ;9; ;6; ;6; ; ;5; ;23; ;4; ;10; ; ;8;1; ; ;16; ; ; ; ; ; ; ; ; ; ; ; ;222;0;0;51,5;0;1059;37,5;15,5;0;31,5;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CARLOS CASARES;Estatal;Urbano;9; ;36; ;15; ; ; ; ;15; ;27; ;10; ;1; ; ;17; ;2; ;52; ; ;2; ; ; ;3; ; ;75; ; ;525;9;0;0;0;2418;0;16;0;0;471;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural; ; ;8; ;4; ;4; ; ;3; ;15; ;3; ;13; ; ;11;2; ; ;5;1; ; ; ; ; ; ; ; ;5; ; ;99;9;0;0;0;784,5;15;8;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;6; ;29; ;17; ;1; ; ;8; ;31; ;6; ;1; ; ;11; ; ; ;28;1; ;4; ; ; ;5; ; ;57; ; ;198;0;0;0;0;997,5;0;0;0;0;529,5;27;0;0;0;0;0;0;0;0;0
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;1; ;6; ;3; ;1; ; ;3; ;9; ;5; ;9; ; ;1; ; ; ;3; ; ; ; ; ; ; ; ; ;12; ; ;259,5;0;0;0;0;217,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;8; ;42; ;22; ;1; ; ;10; ;56; ;14; ;2; ; ;15; ;3; ;52;1; ;1;1; ; ;2;2; ;99; ; ;348;3;0;0;0;1117,5;0;50;0;0;438;12;0;0;0;0;0;0;0;0;0
Buenos Aires;CASTELLI;Estatal;Rural; ; ;1; ;2; ;2; ; ; ; ;4; ;1; ;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78;0;0; ; ; ; ; ; ; ;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CHACABUCO;Estatal;Rural;1; ;8; ;5; ;4; ; ;8; ;34; ;11; ;14; ; ;2;1; ; ;4; ; ; ; ; ; ; ; ; ;6; ; ;423;3;24;0;0;429;7,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CHACABUCO;Estatal;Urbano;16; ;79; ;33; ;1; ; ;31;1;164; ;36; ; ; ; ;33;2;2; ;92; ; ;10;3; ; ;9;2; ;162; ; ;1260;0;0;145,5;0;5394;6;96,5;0;0;1098;12;0;0;0;0;0;0;1,5;0;0
Buenos Aires;CHACABUCO;Privado;Urbano;4; ;21; ;13; ;2; ; ;4; ;18; ;2; ; ; ;2;6; ;1; ;12; ; ; ; ; ; ; ; ; ;31; ; ;84;0;48;0;0;648;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CHASCOMUS;Estatal;Rural; ; ;4; ;1; ;1; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;3; ; ;9;0;0;0;0;108;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CHASCOMUS;Estatal;Urbano;13; ;74; ;37; ;3; ; ;33; ;156; ;23; ;19; ;1;40;1;5; ;106;1; ;15;2; ; ;20;1; ;159; ; ;1548;54;18;30;0;4837,5;0;94,5;0;82,5;2275,5;238,5;13,5;0;12;21;0;0;0;0;0
Buenos Aires;CHASCOMUS;Privado;Urbano;5; ;20; ;7; ; ; ;1;8; ;36; ; ; ; ; ;1;8; ; ; ;16; ; ; ; ; ; ; ; ; ;41; ;6;295,5;0;4,5;0;0;1200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CHIVILCOY;Estatal;Rural; ; ;1; ;6; ;6; ; ;5; ;13; ;4; ;24; ; ;2; ; ; ;6; ; ; ; ; ; ; ; ; ;3; ; ;195;0;3;0;0;328,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CHIVILCOY;Estatal;Urbano;16; ;94; ;40; ;3; ; ;38; ;197; ;42; ;4; ; ;44;3; ; ;136;4; ;15;2; ; ;26;1; ;125; ; ;1107;0;30;0;0;5667;0;219;2;0;2319;82,5;0;0;7,5;0;0;0;0;0;0
Buenos Aires;CHIVILCOY;Privado;Urbano;5; ;34; ;20; ;3; ; ;10; ;32; ;10; ; ; ;2;9; ; ; ;12; ;2;6; ; ; ;2; ; ;85; ; ;691,5;0;37,5;0;0;1416;0;0;0;55,5;695;0;0;0;180;0;180;0;0;0;0
Buenos Aires;COLON;Estatal;Rural;2; ;1; ;3; ;3; ; ; ; ;4; ; ; ;6; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;9; ; ;75;0;0;0;0;181,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;COLON;Estatal;Urbano;10; ;41; ;21; ;1; ; ;12; ;69; ;13; ;2; ; ;16; ; ; ;67;1;1;3;1; ; ;3;2; ;87; ; ;429;0;0;0;0;2715;0;43;0;0;695;45;0;0;0;0;0;0;0;0;0
Buenos Aires;COLON;Privado;Urbano;2; ;10; ;4; ; ; ; ;7; ;30; ; ; ; ; ; ;7; ; ; ;6; ; ; ; ; ; ; ; ; ;29; ; ;232,5;0;0;0;0;687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;4; ;16; ;10; ;4; ; ;4; ;22; ;8; ;7; ; ;7; ; ; ;20; ; ; ; ; ; ; ; ; ;27; ; ;153;0;0;33;0;756;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;23; ;90; ;35; ; ; ; ;47; ;223; ;41; ; ; ; ;40;2; ; ;190;2; ;11;1; ; ;19;7; ;180; ; ;1137;90;0;58,5;0;7065;0;60;0;21;1761;25,5;24;0;0;0;0;0;0;0;0
Buenos Aires;CORONEL DE MARINA L ROSALES;Privado;Urbano;2; ;15; ;5; ; ; ; ;9; ;30; ;1; ; ; ;2;11; ; ; ;18; ;2;2; ; ; ;3; ; ;30; ;12;231;0;0;12;0;1777,5;0;0;0;0;573;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CORONEL DORREGO;Estatal;Rural;1; ;8; ;8; ;4; ; ;4; ;2; ;8;1;16; ; ;5; ; ; ;4; ; ; ;1; ; ; ;2; ;9; ; ;96;18;0;0;0;451,5;0;0;0;0;0;1056;0;0;0;0;0;0;0;0;0
Buenos Aires;CORONEL DORREGO;Estatal;Urbano;4; ;28; ;11; ; ; ; ;8; ;31; ;10; ; ; ; ;12; ;4; ;61; ; ;2; ; ; ;3; ; ;63; ; ;150;27;0;12;0;1642,5;0;26;0;0;265,5;13,5;0;0;0;0;0;0;0;0;0
Buenos Aires;CORONEL DORREGO;Privado;Urbano; ; ;6; ;2; ; ; ; ;6; ;19; ; ; ; ; ; ;5; ; ; ;8; ; ; ; ; ; ; ; ; ;7; ; ;97,5;0;3;0;0;735;19,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CORONEL PRINGLES;Estatal;Rural;1; ;7; ;4; ;2; ; ;1; ;6; ;5; ;18; ; ;2; ; ; ;5; ; ; ; ; ; ; ; ; ;6; ; ;84;0;0;0;0;283,5;0;37,5;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CORONEL PRINGLES;Estatal;Urbano;9; ;49; ;22; ; ; ; ;15; ;80; ;18; ;1; ; ;23;1;2; ;59; ; ;2; ; ; ;4; ; ;99; ; ;409,5;43,5;0;0;0;2227,5;7,5;25,5;0;39;426;57;0;0;0;0;0;0;0;12;0
Buenos Aires;CORONEL SUAREZ;Estatal;Rural;1; ;10; ;3; ;1; ; ;6; ;23; ;4; ;19;1; ;5;1; ; ;16; ; ; ; ; ; ; ; ; ;9; ; ;307,5;3;3;0;0;1017;0;37,5;3;12;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;CORONEL SUAREZ;Estatal;Urbano;13; ;75; ;31; ;1; ; ;27; ;121; ;26;1; ; ; ;32;1;13; ;86;3; ;11;4; ; ;18;7;6;114; ; ;678;36;0;46;0;3750;19,5;123;0;0;1944;43,5;0;0;0;0;0;0;0;0;0
Buenos Aires;CORONEL SUAREZ;Privado;Urbano; ; ;17; ;9; ;2; ;3;9; ;31; ;2; ; ; ; ;11; ; ; ;16; ;2; ; ; ; ; ; ; ;21; ;19;912;0;0;0;0;1194;15;15;0;33;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;DAIREAUX;Estatal;Rural;1; ;11; ;5; ;3; ; ;6; ;23; ;2; ;12; ; ;4; ; ; ;7;1; ; ; ; ; ; ; ; ;9; ;3;189;10,5;0;0;0;579;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;DAIREAUX;Estatal;Urbano;5; ;24; ;8; ; ; ; ;11; ;48; ;7; ;1; ; ;15;1; ; ;51; ; ; ; ; ; ; ; ; ;48; ; ;333;0;0;0;0;2002,5;49,5;36;0;0;0;0;0;0;0;0;0;0;0;0;0
