provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;BoliviaInicial;BrasilInicial;ChileInicial;ParaguayInicial;PerúInicial;UruguayInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ParaguaySNU;PerúSNU;UruguaySNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Entre Ríos;COLON;Estatal;Urbano;35; ; ; ; ;70; ; ; ; ; ;27; ;358; ; ; ; ; ;269; ;2267;25; ; ; ; ;498; ;45; ; ; ; ; ;74; ; ; ; ;3; ;11;1; ; ; ; ;3; ;15; ;28;3;5;2;1; ;4; ;2; ;18;1; ;1; ; ;1;1; ;2;1; ; ; ; ;2922;1376;1059;28;5;20;11;1;4; ; ;23; ;16;23;19; ;16;19;7; ;8;8;1;1;1;11;16;1;8;5;3; ; ;1
Entre Ríos;COLON;Privado;Urbano;11; ; ; ; ;82;26; ; ; ; ; ; ;517; ; ; ; ; ; ; ;807; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;158;178;138; ;4;4;4; ; ; ; ;6; ;5;6;3; ;2;3;3; ;3;3; ;5; ; ;1; ; ;2; ; ; ; 
Entre Ríos;CONCORDIA;Estatal;Rural;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1410; ;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3656;3180;590; ;3;19;9; ;5;68; ;18; ;15;18;17;1;15;18;10; ;5;11; ; ; ;5;1;19;1; ;2; ; ; 
Entre Ríos;CONCORDIA;Estatal;Urbano;90; ; ;1; ; ; ; ; ; ; ; ; ;598; ; ; ; ; ; ; ;4618; ;240; ; ; ;3599; ;159; ; ; ; ; ; ; ; ; ; ;1; ;6; ;1; ; ; ;2; ;2; ;12;5;2; ; ; ;2; ;1; ;7; ;1;1; ; ; ; ; ; ;1; ; ; ; ;16268;9949;1538;49;8;32;23;2;22; ; ;52; ;41;52;33; ;34;33;26; ;23;26;16;8;11;118;14;6;12;2;5; ;1;2
Entre Ríos;CONCORDIA;Privado;Urbano;41; ; ; ; ;604; ; ; ; ; ; ; ;3696; ; ; ; ; ;77; ;1980; ;44; ; ; ;534; ; ; ; ; ; ; ;74; ; ; ; ; ; ;1;1;2;1; ; ;3;1; ; ;7;5;10;1; ; ;1;1; ; ;2; ;1; ; ; ; ; ; ;1;2;1; ; ; ;2965;1280;36; ;5;18;15;4;6;294;37;17; ;10;17;19; ;10;20;14; ;1;16; ;11; ;1;37;11;1;16;1; ; ; 
Entre Ríos;DIAMANTE;Estatal;Rural;45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;619; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1051;407;213; ;1;20;8; ; ; ; ;22; ;9;22;24; ;10;24;5; ;7;5; ;1; ;6;2; ;2; ; ; ; ; 
Entre Ríos;DIAMANTE;Estatal;Urbano;29; ; ; ; ; ; ; ; ; ; ; ; ;101; ; ; ; ; ; ; ;1206; ; ; ; ; ;817; ;33; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;1; ; ; ; ;1; ; ; ; ; ;1; ;1; ;2; ; ; ; ; ; ;1; ;1;1;1; ; ; ;2243;1150;727;17;1;13;8;3; ;232; ;15; ;11;15;11; ;9;13;4; ;6;6;2;2;2;26;12;1;3; ; ;1; ; 
Entre Ríos;DIAMANTE;Privado;Rural;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;213;221;174;67; ;3;1; ; ;139; ;3; ; ;3;2; ; ;3;1; ; ;1; ;7; ; ;52; ; ; ; ; ; ; 
Entre Ríos;DIAMANTE;Privado;Urbano;10; ; ; ; ;138; ; ; ; ; ; ; ;642; ; ; ; ; ; ; ;691; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;4;6;1; ; ; ;5;5;6; ;3;6;1; ; ;1;5;3;4; ;8;3;2; ;2;1;5;1;2;2;6;4; ; ; ; ; ; ; ;1;5;5;2; ; ; ;5; ;3;5;5; ;3;5;4; ; ;5; ;3;2;1;3; ; ;11; ; ; ; 
Entre Ríos;Enmascarado;Estatal;Rural;18; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ;131; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;431;252;5; ; ;7;3; ; ; ; ;6; ;4;6;9; ;8;9;3; ; ;4;3; ; ;34; ; ; ; ; ; ; ; 
Entre Ríos;Enmascarado;Privado;Rural;10; ; ; ; ;7; ; ; ; ; ; ; ;125; ; ; ; ; ; ; ;275; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144;80;13; ;2;3;2; ; ;118; ;5; ;1;5;4; ;2;5;1; ; ;2; ; ; ; ; ; ; ;3; ; ; ; 
Entre Ríos;Enmascarado;Privado;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ;247; ; ; ; ; ; ; ;686; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1620;873;345; ;1;6;3; ; ; ; ;6; ;5;6;6; ;5;6;1; ;2;1;1; ; ; ; ; ; ;1; ; ; ; 
Entre Ríos;FEDERACION;Estatal;Rural;55; ; ; ; ; ; ; ; ; ; ; ; ;67; ; ; ; ; ; ; ;1054; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;9; ; ; ; ; ; ; ; ; ;5; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2108;1293;583;125;1;26;8; ;1;213; ;15;3;22;15;19;3;23;21;3; ;4;5; ; ; ;9;1;4;5;1; ; ; ; 
Entre Ríos;FEDERACION;Estatal;Urbano;33; ; ; ; ;48; ; ; ; ; ; ; ;383; ; ; ; ; ; ; ;2349;260;9; ; ; ;339; ;22; ; ; ; ;35; ; ; ; ; ;5; ;1; ;1; ; ; ; ;1;20; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;3763;3497;23;23;1;19;11;1;14; ; ;17; ;15;17;20; ;15;20;8; ;4;11;4;2;6;30;7;1; ;3;6; ; ;1
Entre Ríos;FEDERACION;Privado;Urbano;14; ; ; ; ;104; ; ; ; ; ; ; ;577; ; ; ; ; ; ; ;1246; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ;2; ;1;1;2;4; ; ; ; ;1; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;855;482; ; ;1;8;6;1; ; ; ;8; ;8;8;8; ;8;8;6; ; ;6; ;6;2;1;6;3;1;7;1; ; ; 
Entre Ríos;FEDERAL;Estatal;Rural;48; ; ; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ;259; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;941;1050;304; ;1;19;5; ;3;189; ;14; ;17;14;17;1;24;18;1;1;4;1;1; ; ;13;5; ;10; ; ; ; ; 
Entre Ríos;FEDERAL;Estatal;Urbano;22; ; ; ; ; ; ; ; ; ; ; ; ;591; ; ; ; ; ; ; ;1223;197; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2302;2219;567;10;1;10;6;1;5;203;116;10;1;8;12;9; ;7;10;3; ;4;5;7; ; ;45; ;1;7; ; ; ; ; 
Entre Ríos;FELICIANO;Estatal;Rural;27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;470; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1176;1384;559;60;2;8;4; ;1; ; ;5;7;5;5;8;9;5;8; ;1;5;1;1; ; ; ; ; ;2; ; ; ; ; 
Entre Ríos;FELICIANO;Estatal;Urbano;12; ; ; ; ; ; ; ; ; ; ; ; ;283; ; ; ; ; ; ; ;426; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1511;1537;1115; ;1;7;3;1;3;324;136;6;1;5;6;5; ;4;6;2; ;2;3;2;1; ;14;7; ; ; ; ; ; ; 
Entre Ríos;GUALEGUAY;Estatal;Rural;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;317; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;882;755;74; ; ;14;6; ;3; ; ;17; ;5;17;23; ;11;24;6;1;1;6;8; ; ;2; ;3;1; ; ; ; ; 
Entre Ríos;GUALEGUAY;Estatal;Urbano;34; ; ; ; ;71;70; ;72; ; ; ; ;371;213; ;196; ; ; ; ;2643;487;334;192; ; ; ; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6352;2452;968; ;5;15;9;4;3;276;75;18; ;15;18;17; ;16;17;9; ;6;10;3;4;1;6;4;1;8;1;4; ; ;1
Entre Ríos;GUALEGUAY;Privado;Urbano;9; ; ; ; ;108; ; ; ; ; ; ; ;737; ; ; ; ; ; ; ;285; ; ; ; ; ; ; ;8; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;62;62;62; ;1;4;3;2; ; ;62; ; ;3; ;3; ;3;3;3; ; ;3; ; ; ; ; ; ; ; ; ; ; ; 
Entre Ríos;GUALEGUAYCHU;Estatal;Rural;74; ; ;28; ; ; ; ; ; ; ; ; ;17; ; ; ; ; ; ; ;506; ; ; ; ; ;198; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1168;230;73; ; ;22;9; ; ; ; ;17;1;18;17;31;1;30;31;3; ;9;3; ; ; ;3;2; ;3; ; ; ; ; 
Entre Ríos;GUALEGUAYCHU;Estatal;Urbano;54; ; ; ; ; ; ; ; ; ; ; ; ;638; ; ; ; ; ; ; ;2702;56;39; ; ; ;1022; ;64; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ;3; ;3;2; ; ; ; ; ; ; ; ;2; ;1; ; ; ; ; ; ; ;1; ; ; ; ;7373;2165;1742;30;1;23;15;4;3;85;58;28;1;28;29;25; ;25;27;14; ;13;14;17;13;7;94;25;12;18;4;6; ; ; 
Entre Ríos;GUALEGUAYCHU;Privado;Urbano;36; ; ; ; ;452; ; ; ; ; ; ; ;2138; ; ; ; ; ; ; ;2978; ; ; ; ; ;92; ;109; ; ;78; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;2; ;5;4;4; ; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ;747;198; ; ;5;12;11;4; ;130;231;14; ;13;15;11; ;10;11;8; ;5;10;11;9; ;32;23;6;5;9;7; ; ; 
Entre Ríos;ISLAS DEL IBICUY;Estatal;Rural;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;624; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ;5; ; ; ; ;4; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1484;2022;310;7;7;26;3;1;4;119;54;22;5;4;22;20;5;1;21;1;1;4;2;2; ; ;14; ; ; ; ; ; ; ;1
Entre Ríos;ISLAS DEL IBICUY;Estatal;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;198; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;487;269; ; ; ;1;2; ; ; ; ;1; ;1;1;1; ;1;1; ; ;1;2; ; ; ; ; ; ; ; ; ; ; ; 
Entre Ríos;LA PAZ;Estatal;Rural;91; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1356; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3164;2643;354;191;3;27;14; ;8;49; ;37;1;24;37;47;1;31;48;10; ;5;11;5; ; ;6;2;13;3; ;1; ; ; 
Entre Ríos;LA PAZ;Estatal;Urbano;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1611;236; ; ; ; ; ; ;28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6086;4757;536; ;2;15;9;2;10; ;140;23; ;16;23;20; ;15;20;8; ;6;9;3; ;3;15;5;1;9; ; ;1; ; 
Entre Ríos;LA PAZ;Privado;Urbano;16; ; ; ; ;42; ; ; ; ; ; ; ;256; ; ; ; ; ; ; ;1602; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;437;734;120; ;2;7;8;2;3; ; ;6; ;6;6;7; ;6;7;5; ;3;6; ; ; ; ;3; ; ; ;4; ; ;2
Entre Ríos;NOGOYA;Estatal;Rural;89; ;6; ; ;5; ; ; ; ; ; ; ;35; ; ; ; ; ; ; ;720; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1803;1407;472;156;5;32;10; ;3;113; ;16;2;42;17;19;1;56;22;6; ;3;10;3;1; ;11;1;2;1; ;4; ; ; 
Entre Ríos;NOGOYA;Estatal;Urbano;20; ; ; ;4; ; ; ; ; ; ; ; ;114; ; ; ; ; ;157; ;418; ; ;15; ; ;127; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2823;2231;564;44;3;8;5;1;5;97;114;10; ;10;10;9; ;11;10;5; ;3;6;7; ; ;14;2; ;10; ; ; ; ; 
Entre Ríos;NOGOYA;Privado;Urbano;12; ; ; ; ;264; ; ; ; ; ; ; ;1000; ; ; ; ; ; ; ;624; ; ; ; ; ;275; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;587;122; ; ;2;3;5;2; ; ; ;3; ;5;4;1; ;4;1;4; ;1;4; ;7; ;1;1; ; ;6; ; ; ; 
Entre Ríos;PARANA;Estatal;Rural;108;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1154;68;119; ; ; ;186; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2438;1924;411;141;9;50;22; ;3; ; ;34;1;28;34;48;1;37;49;10;1;8;15; ;3; ;7;6;2;19;10;19; ; ; 
Entre Ríos;PARANA;Estatal;Urbano;160; ; ;6; ;132; ; ; ; ; ; ; ;642; ;275; ; ; ;210; ;9359;673; ; ; ; ;4900; ;4; ; ; ; ; ; ; ;2;2; ; ;1; ;1;1; ; ;2;3;2; ;1; ;5;2; ;1;1;2; ;1;2; ;4;1;4; ; ; ; ; ; ; ; ; ; ; ;17347;13088;4347;195;18;71;55;4;45;1241;156;81;5;69;81;71;1;66;75;44; ;45;47;17;17;7;112;65;4;21;17;22; ; ; 
Entre Ríos;PARANA;Privado;Rural;4; ; ; ; ;10; ; ; ; ; ; ; ;124; ; ; ; ; ; ; ;89; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;101;56;10;10; ;3;1; ; ; ; ;2; ;1;2;2; ;1;2;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; 
Entre Ríos;PARANA;Privado;Urbano;129; ; ; ; ;2339; ; ;56; ; ;94; ;9190; ; ; ; ; ;268; ;7549;101; ; ; ; ;177; ;126; ;85; ; ; ;400; ; ; ; ; ;2; ; ;6; ; ; ;2; ;3;1;1;12;3; ;1; ; ; ; ;2; ;6;3;2; ; ; ;1;1; ; ;2; ; ; ;2578;852;697; ;16;50;46;21; ; ;874;50; ;32;49;43; ;29;45;40;1;14;41; ;31;1;1;68;2;3;25;8; ; ;3
Entre Ríos;SAN SALVADOR;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1452; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1851;492;366; ; ;3;4;1;1;305; ;5; ;4;5;2; ;2;3;2; ;3;3;3;2; ;3; ; ;5; ; ; ; ; 
Entre Ríos;TALA;Estatal;Rural;34; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;221; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;515;384;110; ; ;11;4; ; ; ; ;3;3;16;3;6;3;22;6;4; ; ;4; ; ; ;4; ; ; ; ;1; ; ; 
Entre Ríos;TALA;Estatal;Urbano;28; ; ; ; ; ; ; ; ; ; ; ; ;109; ; ; ; ; ; ; ;1017;207; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1459;1128;802;82;2;9;8;4;2;249;41;10; ;13;12;7; ;13;9;7; ;5;8;9; ;1;33;1;5;1; ;1; ; ; 
Entre Ríos;TALA;Privado;Urbano;6; ; ; ; ;10; ; ; ; ; ; ; ;50; ; ; ; ; ; ; ;320; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;86; ; ; ; ;2;2;1; ; ; ;3; ;1;3;3; ;1;3;2; ;1;2; ;5;1;4;21; ; ; ; ; ; ; 
Entre Ríos;URUGUAY;Estatal;Rural;73; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1193; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1414;717;238; ;3;40;12; ; ;102; ;23; ;23;23;31; ;28;32;2; ;11;2;1;4; ;15; ; ; ; ;2; ; ; 
Entre Ríos;URUGUAY;Estatal;Urbano;51; ; ; ; ;50;50; ; ; ; ; ; ;352;293; ; ; ; ; ; ;2641; ; ; ; ; ;1881; ; ; ; ; ; ; ; ; ; ;1; ;1; ;4; ; ; ; ; ;2;1;4; ;13;4;2; ; ; ;2; ; ; ;2; ; ;2; ; ; ; ; ; ;1; ; ; ; ;5711;2626;356;42;11;21;17; ;5;193;645;27; ;25;28;22; ;19;24;16; ;11;16;14;6;1;34;8;11;2;1;1; ; ; 
Entre Ríos;URUGUAY;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ;272; ; ; ; ; ; ; ;217; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;157; ; ; ; ;2;2; ; ; ; ;3; ; ;3;3; ; ;3;1; ; ;2;1; ; ;2;2;1; ; ; ; ; ; 
Entre Ríos;URUGUAY;Privado;Urbano;23; ; ; ; ;300; ; ; ; ; ; ; ;1310; ; ; ; ; ; ; ;1593; ; ; ; ; ;97; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;165;45; ; ;5;10;9;3; ; ; ;11; ;5;11;9; ;5;9;7; ;3;7;1;12;1;2;26;22; ;20;2; ; ; 
Entre Ríos;VICTORIA;Estatal;Rural;42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;260; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;866;844;205;46;4;21;5; ;1;36; ;21;2;5;22;27;3;5;28;14; ;2;15;2; ; ;5; ; ; ; ; ; ; ; 
Entre Ríos;VICTORIA;Estatal;Urbano;29; ; ;12; ; ; ; ; ; ; ; ; ;620; ; ; ; ; ; ; ;896; ; ; ; ; ;1007; ;5; ; ; ; ; ;70; ; ; ; ; ; ; ; ; ; ; ;1;2; ;2;2; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2688;2516;677;122; ;7;7;2;1;267; ;16; ;13;17;8; ;8;10;6; ;3;7;1;1;2;8;3; ;4; ; ; ; ; 
Entre Ríos;VICTORIA;Privado;Urbano;7; ; ; ; ;116; ; ; ; ; ; ; ;291; ; ;23; ; ; ; ;520; ; ; ; ; ; ; ;26;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ;2; ;1;2;2; ;1;2;1; ;1;1; ;3; ; ;1; ; ;4; ; ; ; 
Entre Ríos;VILLAGUAY;Estatal;Rural;94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1297; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2620;2154;105;63;1;14;10; ;6; ; ;10;3;42;10;16;4;64;16;11; ;2;12; ; ; ;11;2;2;7;2;3; ; ; 
