provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuito;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Buenos Aires;AZUL;Privado;Urbano;27;22;22; ; ; ; ; ;22;4;4; ;22;18;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;11;4;2;6;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ;2;5;7;7; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;9;9;9; ; ; ; ; ;9; ;1; ;6;5;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;207;172;171; ; ; ; ;1;169;30;29;13;143;119;150; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;77;18;76;6;13;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;47; ; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Privado;Urbano;82;55;55;1; ; ; ; ;71;39;31;17;66;63;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;57;16;9;33;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;51; ; ; ;11;23;16;19;5
Buenos Aires;BALCARCE;Estatal;Rural;37;33;30;1;3; ; ; ;30;2;6;1;20;12;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1; ; ;1;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;43;29;28; ;1; ; ; ;32;7;7;5;29;21;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18;1;6; ;11;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5;5;5;2; ; ; ; ;5;2;3;2;5;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;2;1;2; 
Buenos Aires;BALCARCE;Privado;Urbano;4;4;4; ; ; ; ; ;4;2;2; ;4;4;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;3;3;2; 
Buenos Aires;BARADERO;Estatal;Rural;26;22;19;3;1; ; ; ;18;2;2; ;8;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;37;28;28; ; ; ; ; ;25;4;5;3;20;16;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;2;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; 
Buenos Aires;BARADERO;Privado;Urbano;8;8;8; ; ; ; ; ;5;5; ;1;8;5;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;1;2;2;2; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;12;10;8; ;2;1; ; ;9; ; ; ;5;4;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;3;2; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;18;15;14; ;1;1; ; ;16;4;2; ;12;12;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;4;6; ;1;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
Buenos Aires;BERAZATEGUI;Estatal;Urbano;181;157;157; ; ; ; ; ;142;20;23;5;106;104;102; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;56;8;56;1;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;33; ; ; ; ; ; ; ; 
Buenos Aires;BERAZATEGUI;Privado;Urbano;108;74;74; ; ; ; ; ;86;23;35;14;75;69;65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;64;27;15;17;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66; ; ; ;3;27;25;29;3
Buenos Aires;BERISSO;Estatal;Urbano;60;59;59; ; ; ; ; ;50;8;10;4;29;36;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;2;9;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; 
Buenos Aires;BERISSO;Privado;Urbano;20;19;19; ; ; ; ; ;18;6;4;1;17;15;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13;11;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ;8;7;6;1
Buenos Aires;BOLIVAR;Estatal;Rural;41;33;33; ; ; ; ; ;31;3;5;1;18;8;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; 
Buenos Aires;BOLIVAR;Estatal;Urbano;39;34;34; ; ; ; ; ;27;3;5; ;17;20;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;1;6;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; 
Buenos Aires;BOLIVAR;Privado;Urbano;7;6;6; ; ; ; ; ;7;3;2;2;7;7;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ;1;2;2;2;1
Buenos Aires;BRAGADO;Estatal;Rural;28;26;26; ; ; ; ; ;25;3; ; ;13;13;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; 
Buenos Aires;BRAGADO;Estatal;Urbano;30;29;29; ; ; ; ; ;30;13;11;5;21;21;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;11;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; 
Buenos Aires;BRAGADO;Privado;Urbano;5;5;5; ; ; ; ; ;5;5;4;1;5;4;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;1;1;3; 
Buenos Aires;BRANDSEN;Estatal;Rural;27;22;21; ; ; ; ;1;16;1;2; ;8;7;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;1; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Urbano;24;19;19; ; ; ; ; ;16;4;3;2;11;8;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;2; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
Buenos Aires;BRANDSEN;Privado;Urbano;7;7;7; ; ; ; ; ;6; ; ; ;5;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;2;3;2; 
Buenos Aires;CAMPANA;Estatal;Rural;19;14;13; ; ; ; ;1;14; ;4;1;10;11;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;1; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Urbano;76;60;60; ; ; ; ; ;52;6;8;3;38;30;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;11;5;3;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; 
Buenos Aires;CAMPANA;Privado;Urbano;26;15;15; ; ; ; ; ;18;7;7; ;19;18;17; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;18;7;5;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ;2;5;4;5; 
Buenos Aires;CAÑUELAS;Estatal;Rural;23;20;17; ; ; ; ;3;16;1;1; ;7;6;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Urbano;48;45;45; ; ; ; ; ;33;6;8;3;28;29;28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;3;1; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; 
Buenos Aires;CAÑUELAS;Privado;Urbano;14;13;13; ; ; ; ; ;12;8;8;4;11;10;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;2;1;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ; ; ; ;1;1;1; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural;9;7;6; ; ; ; ;1;6;1;1; ;6;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;17;16;16; ; ; ; ; ;14;6;4;1;14;12;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;2;3; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Rural;33;30;30; ; ; ; ; ;24;2;1;1;16;12;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Urbano;22;19;19; ; ; ; ; ;17;6;9;3;13;10;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;7;5; ;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural;30;25;25; ; ; ; ; ;21;2;6;1;13;9;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;16;14;14; ; ; ; ; ;12;5;4; ;9;6;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;7;2; ;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;16;13;13; ; ; ; ; ;11;1;3;2;7;5;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;25;22;22; ; ; ; ; ;19;2;3;2;15;10;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Rural;19;16;14; ;1; ; ;1;12; ; ; ;9;3;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Rural;32;30;30; ; ; ; ; ;24;4;6;1;12;8;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Urbano;51;41;41; ; ; ; ; ;39;5;3;3;30;23;27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;7;7;2;5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ; 
Buenos Aires;CHACABUCO;Privado;Urbano;9;8;8; ; ; ; ; ;7;1;2; ;8;8;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;3;3;1;2; 
Buenos Aires;CHASCOMUS;Estatal;Rural;16;9;8; ; ; ; ;1;10; ; ; ;4;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;CHASCOMUS;Estatal;Urbano;72;60;55;4;1; ; ;1;56;7;8;5;30;23;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;7;10;3;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15; ; ; ; ; ; ; ; 
Buenos Aires;CHASCOMUS;Privado;Urbano;12;11;11; ; ; ; ; ;11;6;3; ;9;9;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;2;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;5;4;4; 
Buenos Aires;CHIVILCOY;Estatal;Rural;37;35;30; ;1; ; ;4;32;2;1; ;17;12;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Urbano;62;58;58; ; ; ; ; ;46;11;6; ;35;27;32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20;1;16;1;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ; 
Buenos Aires;CHIVILCOY;Privado;Urbano;19;13;13; ; ; ; ; ;14;4;9;2;15;11;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12;4;1;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ;2;4;4;4;2
Buenos Aires;COLON;Estatal;Rural;11;10;10; ; ; ; ; ;10;5;1; ;7;3;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; 
Buenos Aires;COLON;Estatal;Urbano;22;21;21; ; ; ; ; ;17;8;8;2;13;13;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;5; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; 
Buenos Aires;COLON;Privado;Urbano;8;8;8; ; ; ; ; ;8;3;5;2;7;7;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;3;3; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;20;18;17; ; ; ; ;1;15;1;1; ;12;8;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;2; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;49;45;44;1; ; ; ; ;42;7;10;4;31;26;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15;3;5; ;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ; 
