provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Catamarca;AMBATO;Estatal;Rural;37;28; ; ; ; ; ; ; ; ; ; ; ; ;212; ; ; ; ; ; ; ; ;399;76; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;551;533;67;127;12;3;17;6; ; ; ; ;139;52;13; ;1;13;13; ; ;19;1; ;4;1; ; ; ;3; ; ; ; ;3; ; ; 
Catamarca;ANCASTI;Estatal;Rural;37; ; ; ; ; ; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ;237;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;597;486; ;251; ; ;26;13; ;24; ; ; ; ;6; ; ;6;28; ; ;28;20; ;3;20; ;1; ; ; ;3; ; ; ; ; ; 
Catamarca;ANDALGALA;Estatal;Rural;36; ; ; ; ; ; ; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ;527;128; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1106;944;195;681;7;1;13;10; ;6; ; ;354; ;8; ;2;8;13; ; ;19;11; ;5;12; ; ;3;6; ;3;1; ;4; ; ; 
Catamarca;ANDALGALA;Estatal;Urbano;16;131; ; ;72; ; ; ; ; ; ; ; ; ;710; ; ; ; ; ; ; ; ;1352;220; ; ; ; ; ; ; ;69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;848;437;458;257; ;3;5;5;1;1; ; ; ; ;4; ;5;4;4; ;3;4;2; ;4;3;2; ; ;5; ;1;7; ;3; ; ; 
Catamarca;BELEN;Estatal;Rural;104;20;121;48; ; ; ; ; ; ; ; ; ; ;151; ; ; ; ; ; ; ; ;1521; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2289;2354;472;782;82; ;40;35; ;24; ; ;816; ;35; ;6;35;34; ; ;48;32; ;16;35; ; ;1;5;1;15;2; ;6; ; ; 
Catamarca;BELEN;Estatal;Urbano;19; ; ; ;9; ; ; ; ; ; ; ; ; ;235; ; ; ; ; ; ; ; ;1209; ; ; ; ; ; ; ; ;325; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1988;1395;81;1140; ;1;7;5;1;2; ; ;222;182;6; ;6;6;5; ;4;7;4; ;4;4; ; ; ;8; ;14; ; ;5; ; ; 
Catamarca;CAPAYAN;Estatal;Rural;54; ; ; ; ; ; ; ; ; ; ; ; ; ;33; ; ; ; ; ; ; ; ;1604;115; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ;1; ; ;3; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1375;1493;374;445; ;4;22;21; ;12; ; ;302; ;15; ;7;15;20; ; ;25;19; ;8;19; ; ; ;1;1;9; ; ;1; ; ; 
Catamarca;CAPAYAN;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ; ;199; ; ; ; ; ; ; ; ;655; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;716;760;727;306; ;2;4;3;2; ; ; ;146;183;7; ;4;7;3; ;3;3;3; ;1;3;1; ;1;6; ; ;3; ;3; ; ; 
Catamarca;CAPITAL;Estatal;Urbano;105; ; ; ;18;310; ; ; ; ; ;155; ; ;7485;901; ; ; ; ;507; ; ;7766;3447; ; ; ; ;28; ; ;411;178; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;9; ; ;5; ; ;4;1; ; ;3; ; ;4; ;1;3; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;1; ; ;4101;1394;9369;3671;225;6;31;26;7;8; ; ;266;557;33;1;31;33;31; ;29;32;33; ;21;30;23;3;11;45;39;20;15; ;12; ; ;10
Catamarca;CAPITAL;Privado;Urbano;23; ; ; ; ;1119; ; ; ; ; ; ; ; ;2736; ; ; ; ; ; ; ; ;4791; ; ; ; ; ;646; ; ;305; ;10; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1; ; ; ; ; ; ;1;1; ; ; ;1; ;1; ; ; ;1; ; ;3; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;322; ; ;8;10;11;7;1; ; ; ; ;11; ;11;11;7; ;10;7;10;1;4;10;3;8;3;4;25;5;2;18;10; ; ; 
Catamarca;EL ALTO;Estatal;Rural;50; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;497; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;902;892;205;212;18;3;19;7; ;10; ; ;107;75;15; ;6;15;26; ; ;28;12; ;4;12; ; ;1; ;1;2; ; ;2; ; ; 
Catamarca;Enmascarado;Estatal;Rural;23;21;7;1; ; ; ; ; ; ; ; ; ; ;254; ; ; ; ; ; ; ; ;331; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;472;472;104;228; ;1;9;7; ; ; ; ;222; ;10;1;1;10;5; ; ;10;6; ;2;7; ; ; ;3; ;4; ; ;1; ; ; 
Catamarca;Enmascarado;Privado;Urbano;13; ; ; ; ;398; ; ; ; ; ; ; ; ;1752; ; ; ; ; ; ; ; ;2169; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;8;9;1; ; ; ; ; ;7; ;9;7;5; ;9;5;8; ;2;8; ;2;2;1;6;6; ;2;6; ; ; 
Catamarca;FRAY MAMERTO ESQUIU;Estatal;Urbano;15; ; ; ; ;123; ; ; ; ; ; ; ; ;1188; ; ; ; ; ; ; ; ;474;160; ; ; ; ; ; ; ;133; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;686;511;265;371; ;4;6;2;1; ; ; ;146;194;5;1;4;5;4; ;3;4;4; ;1;4; ;2; ;7;3;1;1; ; ; ; ; 
Catamarca;LA PAZ;Estatal;Rural;75; ; ; ; ; ; ; ; ; ; ; ; ; ;333; ; ; ; ; ; ; ; ;997; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1558;1743;250;568;18;1;31;28;1;29; ; ;68;107;20; ;5;20;47; ;3;48;34; ;8;34; ; ;2;5;1;16;2; ;3; ; ; 
Catamarca;LA PAZ;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ;476; ; ; ; ; ; ; ; ;1579; ; ; ; ; ; ; ; ;371;58; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;638;847;1621;293;40; ;4;5;1;5; ; ;129;91;4; ;4;4;4; ;3;5;5; ;5;5; ;1;2;7;2;13;5; ; ; ; ; 
Catamarca;PACLIN;Estatal;Rural;34; ; ; ; ; ; ; ; ; ; ; ; ; ;403; ; ; ; ; ; ; ; ;669;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;717;810;13;109; ;1;11;7;1; ; ; ;212; ;15; ;3;15;12; ; ;13;3; ;4;4;1; ; ;1; ; ; ; ;4; ; ; 
Catamarca;POMAN;Estatal;Rural;33;38; ; ; ; ; ; ; ; ; ; ; ; ;87; ; ; ; ; ; ; ; ;484;107; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;916;984;171;399; ; ;11;5; ; ; ; ;295;26;8; ;5;8;16; ; ;18;4; ;6;4; ; ;3;8; ;2; ; ;4; ; ; 
Catamarca;POMAN;Estatal;Urbano;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;717; ; ; ; ; ; ; ; ;108;10;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;719;612; ;488; ;1;2;4;1; ; ; ;280; ;4; ;3;4;1; ; ;2;2; ;3;4;2;1; ; ; ; ; ; ;3; ; ; 
Catamarca;SANTA MARIA;Estatal;Rural;59; ;192;138; ; ; ; ; ; ; ; ; ; ;303; ; ; ; ; ; ; ; ;731;80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;990;1021;126;316;81; ;22;15; ;9; ; ;92;59;17; ;4;17;21; ;1;26;16; ;13;17; ; ;3;6; ;3; ; ;3; ; ; 
Catamarca;SANTA MARIA;Estatal;Urbano;22;117;5;44;122;83; ; ; ; ; ; ; ; ;1339; ; ; ; ; ; ; ; ;1962;195; ; ; ; ; ; ; ;163;61; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ;1396;633;1031;926; ;3;6;6;2;1; ; ;45;179;7; ;5;7;7; ;5;8;5;1;5;5;1;2;1;13;2;5;2;1; ; ; ;1
Catamarca;SANTA ROSA;Estatal;Rural;37; ; ; ; ; ; ; ; ; ; ; ; ; ;234; ; ; ; ; ; ; ; ;1085; ; ; ; ; ; ; ; ; ; ; ; ; ; ;43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;906;906;261;123; ; ;17;13;1;21; ; ;495; ;5; ; ;5;18; ; ;23;8; ;7;9; ; ; ;4;1;3; ; ;2; ; ; 
Catamarca;SANTA ROSA;Estatal;Urbano;7; ; ; ; ; ; ; ; ; ; ; ; ; ;156; ; ; ; ; ; ; ; ;364; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;639;741;38;140; ;1;2;2;1; ; ; ;354; ;2; ;1;2;1; ;1;2;2; ;1;2;1; ; ;6; ;2; ; ; ; ; ; 
Catamarca;TINOGASTA;Estatal;Rural;64; ; ; ; ; ; ; ; ; ; ; ; ; ;172; ; ; ; ; ; ; ; ;697; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1511;1515;3;351;25;3;23;16; ;11; ; ;632; ;24; ;7;24;16; ; ;29;19; ;4;19; ; ;2;2; ; ; ; ;3; ; ; 
Catamarca;TINOGASTA;Estatal;Urbano;28; ; ; ; ;122; ; ; ; ; ; ; ; ;1093; ; ; ; ; ; ; ; ;1921;141; ; ; ; ; ; ; ;178;1; ;3; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1332;1210;760;382; ;1;10;7;2; ; ; ;482;217;6; ;6;6;5; ;4;9;8;1;7;8; ; ; ;4;2;8; ; ;3; ; ; 
Catamarca;VALLE VIEJO;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ; ;107; ; ; ; ; ; ; ; ;300;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;403;293;52;301; ; ;5;5; ;4; ; ;185; ;4; ;1;4;2; ; ;7;7; ;2;7; ; ; ;4; ;1; ; ; ; ; ; 
Catamarca;VALLE VIEJO;Estatal;Urbano;24; ; ; ; ;461; ; ; ; ; ; ; ; ;2228; ; ; ; ; ; ; ; ;1339;442; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;902;378;840;1306; ;3;10;7;1;4; ; ;157;96;9; ;7;9;7; ;8;7;6; ;3;6;2; ;3;4;7;5;2;1;3; ; ; 
Chaco;1§ DE MAYO;Estatal;Rural;9;3;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95;130;240; ; ; ;5;1; ;2; ; ;113;49;1; ; ;3;5; ;3;7; ; ;1; ; ; ; ;11; ; ; ;1; ; ; ; 
Chaco;1§ DE MAYO;Estatal;Urbano;17;5;17;8; ; ; ; ; ; ; ; ; ; ;118; ; ; ; ; ; ; ; ;784;67;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1351;12; ;3;4;4; ;1; ; ; ;201;5; ;4;5;5; ;4;5;5; ;3;5; ;2;1;10;12; ;1; ; ; ; ; 
Chaco;12 DE OCTUBRE;Estatal;Rural;32; ;10;8; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ;282; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;705;1032;604;90;26;6;14;3; ;11; ; ;363;31;10; ;2;12;24; ;2;27; ; ;4; ; ; ;1;6; ;2; ; ; ; ; ; 
Chaco;12 DE OCTUBRE;Estatal;Urbano;19;1;4;5; ; ; ; ; ; ; ; ; ; ;243; ; ; ; ; ; ; ; ;1093;244; ; ; ; ; ; ; ;115; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;653;1187;2203;157;67;5;3;4;1;7; ; ;461;344;5; ;4;4;5; ;4;6;4; ;4;4;3; ;3;38; ; ;24; ;3; ; ; 
Chaco;2 DE ABRIL;Estatal;Rural;13;8; ; ; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ; ;78; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;188;228;150; ; ;2;8;1; ;2; ; ;10; ;6; ;1;6;11; ; ;12; ; ;1; ; ; ; ; ; ; ; ; ;3; ; ; 
Chaco;2 DE ABRIL;Estatal;Urbano;8; ; ; ; ; ; ; ; ; ; ; ; ; ;130; ; ; ; ; ; ; ; ;435; ; ; ; ; ; ; ; ;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;390;984; ; ;1;4;1;1; ; ; ; ;120;2; ;1;2;4; ;2;4;1; ;1;1;3; ; ;1; ; ;6; ; ; ; ; 
Chaco;25 DE MAYO;Estatal;Rural;36;236;964; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;679; ; ; ;182; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1610;1204;393; ; ;1;15;1; ;21; ; ;454;154;11; ;2;14;26; ;3;30; ; ; ; ; ; ; ;2; ;8; ; ; ; ; ; 
Chaco;25 DE MAYO;Estatal;Urbano;24;4;73;88;15; ; ; ; ; ; ; ; ; ;181; ; ; ; ; ; ; ; ;1697;190; ;89; ; ; ; ; ;403; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;535;223;3660;540;51;3;5;6;1;6; ; ; ;295;6; ;4;6;9; ;7;9;4; ;6;4;3; ; ;22;3;9;5;4; ;1; ; 
Chaco;9 DE JULIO;Estatal;Rural;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;971;1136;445;24; ;5;18; ; ;26; ; ;506;12;10; ; ;16;23; ; ;37; ; ; ; ; ; ;1; ;1;4; ; ; ; ; ; 
Chaco;9 DE JULIO;Estatal;Urbano;24;1;5; ; ; ; ; ; ; ; ; ; ; ;315; ; ; ; ; ; ; ; ;2218;225; ; ; ; ; ; ; ;125; ;37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1384;3215;2875;528;78;6;8;6;1; ; ; ;819;548;7; ;6;8;6; ;6;8;5; ;5;4;3; ; ;20;4;12; ; ;1;2; ; 
Chaco;ALMIRANTE BROWN;Estatal;Rural;48;12; ; ; ; ; ; ; ; ; ; ; ; ;42; ; ; ; ; ; ; ; ;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;824;969;262;564;435;2;11;1; ;23; ; ; ;111;13; ;2;13;43; ;3;43;2; ; ;2; ; ; ; ; ;2; ; ; ; ; ; 
Chaco;ALMIRANTE BROWN;Estatal;Urbano;40; ; ; ; ; ; ; ; ; ; ; ; ; ;929; ; ; ; ; ; ; ; ;2492;64; ; ; ; ; ; ; ;102; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3463;5378;4924;1937;28;3;10;6;3;11; ; ; ;1504;11; ;11;11;15;1;13;15;6; ;7;6; ; ;2;43;13;14;5; ; ;2; ;1
Chaco;ALMIRANTE BROWN;Privado;Urbano;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;846; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;367;306; ;306; ; ;1;3; ;3; ; ; ; ;2; ;1;2;1; ;1;1;3; ;2;3; ; ; ; ; ; ;4; ; ; ; ; 
Chaco;BERMEJO;Estatal;Rural;40;49;230;5; ; ; ; ; ; ; ; ; ; ;159; ; ; ; ; ; ; ; ;776; ;30; ; ; ; ; ; ;19; ; ; ; ; ; ; ; ;4; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;752;853;2425; ; ;2;15;6; ;1; ; ;493;410;10; ;4;17;16;1;6;25;6; ;5;6;2; ; ;10; ; ; ;1; ; ; ; 
Chaco;BERMEJO;Estatal;Urbano;15;32;160;57; ; ; ; ; ; ; ; ; ; ;136; ; ; ; ; ; ; ; ;1329; ; ; ; ; ; ; ; ;79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;864;2007;1591;666; ;1;6;3;1;3; ; ;91;326;2; ;2;2;6; ;5;7;4; ;2;4;3; ; ;18; ;2;8;1;9; ; ; 
