provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;ALBERTI;Estatal;Rural;18; ; ; ; ; ; ; ; ; ; ; ; ; ;131; ; ; ; ; ; ; ; ;109; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;247;165;109;306;99;4;8;2; ; ; ; ;34; ;2; ;5;2;3; ;6;4;2; ;1;2;3; ; ;9; ; ;5; ; ; ; ; 
Buenos Aires;ALBERTI;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ; ;329; ; ; ; ; ; ; ; ;576; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;291;172;556;408; ;4;3;3; ; ; ; ;74; ;2; ;4;2;2; ;2;3;3; ;2;2;3; ; ;8; ; ;6; ; ; ; ; 
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;230; ;41;5; ;1; ; ; ; ; ; ; ; ;18969; ; ; ; ; ; ; ; ;30967; ; ; ; ; ;47; ; ;59;15; ;20; ;10; ; ; ;11; ; ;1;1;16;4;1; ;1;3; ; ;224;6;6;6; ;470;43;13; ;16;14; ;3;198;6;8;8; ;432;29;13;2;23;4; ;1;5; ;1; ;4;5;6;1; ;1; ; ;1;21799;11627;12467;20971; ;27;76;80;1;666; ; ;1728;23;56; ;56;56;74; ;75;81;88;1;86;84;156;11;47;325;42;78;81;6;19;2;1; 
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;182; ;1;1; ;4166; ; ; ; ; ; ; ; ;20588; ; ; ; ; ;208; ; ;15532; ; ; ; ; ;399; ; ;172; ; ; ; ; ; ; ; ;4; ;1;1; ;5;2; ; ;1;2;1; ;7;4;2;4; ;44;20;2;1;13;33;8;3;10;5;4;8; ;68;13;6;1;7;6;7; ;13; ;1; ; ;8;7; ; ; ; ; ; ;58; ;187;165; ;36;42;58;4;115; ; ;295; ;63; ;63;65;45; ;44;46;54; ;26;55;18;47;21;58;115;49;20;20;7; ; ; 
Buenos Aires;ARRECIFES;Estatal;Rural;14; ; ; ; ; ; ; ; ; ; ; ; ; ;114; ; ; ; ; ; ; ; ;138; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;110;113;18;203; ;2;6;1; ; ; ; ; ; ;1; ;3;1;4; ;7;4;1; ; ;1;1; ; ;5;1; ;5; ; ; ; ; 
Buenos Aires;ARRECIFES;Estatal;Urbano;31; ; ; ; ; ; ; ; ; ; ; ; ; ;1335; ; ; ; ; ; ; ; ;2362; ; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;1; ;2;7; ; ; ;1; ; ; ;5; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2713;857;387;1630; ;4;9;9;1;4; ; ;130; ;8; ;9;9;6; ;8;7;7; ;3;5;12;3;4;32; ; ;17; ;1; ; ; 
Buenos Aires;AVELLANEDA;Estatal;Urbano;191;2; ; ;2; ; ; ; ; ; ; ; ; ;11383; ; ; ; ; ; ; ; ;15437; ; ; ; ; ;1729; ; ;265;24; ; ; ; ; ; ; ;17; ;1;1; ;50;29;7;1;2;6;1; ;75;8;4;7; ;365;134;13; ;16;17;2;2;97;10;6;12; ;424;138;32; ;28;8; ;2;28;8;33;20;3;38;30;12;4;9;15;5; ;17801;9022;5434;11184; ;50;51;35;10;93; ; ;2993; ;67;1;67;73;40; ;40;55;42; ;42;37;63;14;21;245;24;2;64;5;1; ; ;2
Buenos Aires;AVELLANEDA;Privado;Urbano;119; ; ; ; ;3086; ; ; ; ; ; ; ; ;13246; ; ; ; ; ;28; ; ;10418; ; ; ; ; ;91; ; ;217; ; ; ; ; ; ; ; ;2;1;1;1; ;3;1; ; ; ;11;1; ;7;7; ;8; ;21;8;3; ;10;31;1; ;19;7;6;4;2;58;25;10;1;12;8;1; ;23; ;3;1; ;32;6;4; ; ; ; ; ;392; ; ;444; ;26;30;33;7; ; ; ;1710; ;39; ;40;41;30;1;24;32;32; ;18;31;26;22;94;67;87;4;20;24;5; ; ; 
Buenos Aires;AYACUCHO;Estatal;Rural;42; ;2; ; ; ; ; ; ; ; ; ; ; ;231; ; ; ; ; ; ; ; ;248; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;322;294;19;248; ;1;11;4; ;4; ; ; ; ;5;3; ;5;18;8;4;18;2;1;1;2; ; ; ;17;4; ;3; ; ; ; ; 
Buenos Aires;AYACUCHO;Estatal;Urbano;24; ; ; ; ; ; ; ; ; ; ; ; ; ;987; ; ; ; ; ; ; ; ;1800; ; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;7; ; ; ;1; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;674;264;18;923;18;4;6;8;2;1; ; ;69; ;5; ;6;5;4;1;4;5;5;1;6;4;9; ; ;12; ; ;13; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Rural;49; ; ; ; ; ; ; ; ; ; ; ; ; ;246; ; ; ; ; ; ; ; ;145; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;157;77; ;222; ;2;24;1; ;2; ; ; ; ;6;1;5;4;11; ;20;8;3; ;1;4; ;1; ;3;4;1;2; ; ; ; ; 
Buenos Aires;AZUL;Estatal;Urbano;61; ; ; ; ; ; ; ; ; ; ; ; ; ;2460; ; ; ; ; ; ; ; ;3744; ; ; ; ; ; ; ; ;14; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;6; ;2; ; ;17; ; ; ; ;3; ; ; ; ;2; ; ;8;2; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1784;1033; ;2602; ;10;20;6;4;3; ; ;439; ;14; ;21;14;13; ;14;18;13; ;6;13;14;5;6;51;5; ;27;1; ; ; ; 
Buenos Aires;AZUL;Privado;Urbano;23; ; ; ; ;282; ; ; ; ; ; ; ; ;1541; ; ; ; ; ; ; ; ;1974; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;2; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66; ;5;7;6;3;104; ; ; ; ;5; ;5;5;4; ;6;4;8; ;2;7;2;3;2;5;6;1;4;1; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Rural;7; ; ; ; ; ; ; ; ; ; ; ; ; ;136; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;145;113; ;105; ;1;5; ; ;1; ; ;35; ;1; ; ;1;5; ;1;6; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; 
Buenos Aires;BAHIA BLANCA;Estatal;Urbano;205; ; ;2;5; ; ; ; ; ; ; ; ; ;10024; ; ; ; ; ; ; ; ;17885; ; ;29;17; ;402; ; ;1144;19;27;29;12; ; ; ; ;5;1;3; ; ;11;1; ; ; ;2;1; ;39;3;22;3;2;59;3;2;1;12;18;1;1;35;5;12;6; ;24;5;2; ;7;2; ; ;2; ;3; ; ;1;1; ; ; ; ; ; ;9929;3788;1592;9209; ;55;64;58;10;14; ; ;545; ;62; ;56;62;60;1;61;65;62;1;46;60;86;12;28;285;14;6;109;12;9; ; ;5
Buenos Aires;BAHIA BLANCA;Privado;Urbano;80; ; ; ; ;1726; ; ; ; ; ; ; ; ;6432; ; ; ; ; ;264; ; ;6830; ; ; ; ; ;388; ; ;1308;31;23;61; ; ; ; ; ; ;2;1; ; ; ;1; ; ;4;7; ; ; ;3;5;1;3;2; ; ;2;12;18;1;5; ;5;5;3;2; ; ; ; ;7;6;1; ;2;2;5;1; ;3;1; ; ; ;1; ; ;140; ; ;236; ;26;19;22;10;1; ; ;264; ;24; ;29;24;11; ;14;12;22; ;1;21;17;21;126;32;19;6;25;25; ;1;2; 
Buenos Aires;BALCARCE;Estatal;Rural;39; ; ; ; ; ; ; ; ; ; ; ; ; ;122; ; ; ; ; ;58; ; ;258; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;4; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;203;102;26;201; ;6;18;5; ;1; ; ; ; ;2;2;4;2;12;2;12;12;3; ;3;3; ; ; ;14; ; ;9; ;2; ; ; 
Buenos Aires;BALCARCE;Estatal;Urbano;45; ; ; ; ; ; ; ; ; ; ; ; ; ;1461; ; ;162; ; ;25; ; ;3418; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ;2; ; ;17;1; ; ; ;10; ; ;1;5;3; ; ;23; ; ; ; ;8; ;1; ; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ;968;350; ;1205; ;9;11;11;2;3; ; ;85; ;10; ;16;10;10; ;9;11;12; ;9;12;14; ; ;25;1;6;23; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ;413; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;6; ; ; ;1; ;1; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;90;151; ;33; ; ;1;2; ;3; ; ; ; ;1; ;1;1;2; ; ;2;1;1; ;1; ; ; ; ; ; ;4; ; ; ; ; 
Buenos Aires;BALCARCE;Privado;Urbano;5; ; ; ; ; ; ; ; ; ; ; ; ; ;724; ; ; ; ; ; ; ; ;215; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ;3; ;2; ;3;2;1; ; ;1;3; ; ;5;1; ; ; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Rural;25;1; ; ; ; ; ; ; ; ; ; ; ; ;304; ; ; ; ; ; ; ; ;400; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;373;482;226;570;97;3;8;4; ; ; ; ;59; ;1;1;4; ;4;2;8;4;2;1;1;4;1; ; ;14;3; ;5; ; ; ; ; 
Buenos Aires;BARADERO;Estatal;Urbano;38; ; ; ; ; ; ; ; ; ; ; ; ; ;1395; ; ; ; ; ; ; ; ;2273; ; ; ; ; ; ; ; ;125; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;2; ; ; ;1;1; ;11;20; ; ; ; ;6; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ; ;1;1; ; ;868;361; ;1276; ;5;7;7;2; ; ; ;107; ;6;1;16;6;4; ;9;5;8;1;5;8;17;5; ;36;5; ;12; ; ; ; ;1
Buenos Aires;BARADERO;Privado;Urbano;9; ; ; ; ; ; ; ; ; ; ; ; ; ;403; ; ; ; ; ; ; ; ;565; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;2; ; ; ; ; ; ;1; ;4;1;1; ;3;1;2; ; ;2;3;3; ;2;3; ; ;6; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Rural;13; ; ; ; ; ; ; ; ; ; ; ; ; ;178; ; ; ; ; ; ; ; ;164; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;255;517;57;472; ;4;5;3; ; ; ; ; ; ;1; ;5;1;1; ;5;1; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;BENITO JUAREZ;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ; ;670; ; ; ; ; ; ; ; ;1495; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ;1;1; ; ;1; ;1; ; ;2; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1318;621;193;1321;18;4;6;6;1; ; ; ;43; ;4; ;4;4;4; ;6;5;5;1;4;4;2;1;4;11;4;1;10;2; ; ; ; 
