provincia;departamento;sector;ambito;ini_dir_cub;ini_dir_ncub;ini_fte_cub;ini_fte_ncub;ini_apo_cub;ini_apo_ncub;ini_pu_cub;ini_pu_ncub;ini_nopof;pri_dir_cub;pri_dir_ncub;pri_fte_cub;pri_fte_ncub;pri_apo_cub;pri_apo_ncub;pri_pu_cub;pri_pu_ncub;pri_nopof;sec_dir_cub;sec_dir_ncub;sec_fte_cub;sec_fte_ncub;sec_apo_cub;sec_apo_ncub;sec_nopof;snu_dir_cub;snu_dir_ncub;snu_fte_cub;snu_fte_ncub;snu_apo_cub;snu_apo_ncub;snu_nopof;ini_hs_cub;ini_hs_ncub;ini_hs_nopof;pri_hs_cub;pri_hs_ncub;pri_hs_nopof;sec_hs_pro_cub;sec_hs_pro_ncub;sec_hs_docente_cub;sec_hs_docente_ncub;sec_hs_otros_cub;sec_hs_otros_ncub;sec_hs_fuera;snu_hs_dic_cub;snu_hs_dic_ncub;snu_hs_cap_cub;snu_hs_cap_ncub;snu_hs_com_cub;snu_hs_com_ncub;snu_hs_inv_cub;snu_hs_inv_ncub;snu_hs_otr_cub;snu_hs_otr_ncub;snu_hs_fuera
Buenos Aires;25 DE MAYO;Estatal;Rural;5;0;16;0;12;0;6;0;0;12;0;31;0;14;0;27;0;0;18;0;4;0;56;0;0; ; ; ; ; ; ; ;34;0;0;469,5;0;0;39;0;1822,5;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;25 DE MAYO;Estatal;Urbano;15;0;75;0;43;0;11;0;0;21;0;102;0;42;0;1;0;0;29;0;0;0;73;0;9;7;3;0;0;9;0;0;66;0;0;835,5;0;0;31,5;0;3457,5;0;49,5;0;0;1252,5;0;0;0;0;0;0;0;0;0;0
Buenos Aires;25 DE MAYO;Privado;Urbano;2;0;14;0;7;0;2;0;0;8;0;36;0;6;0;0;0;1;7;0;0;0;10;0;0; ; ; ; ; ; ; ;24;0;9;192;0;129;0;0;925,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;9 DE JULIO;Estatal;Rural;1;0;18;0;11;0;9;0;3;9;0;42;0;22;0;22;0;0;20;0;0;0;24;0;0; ; ; ; ; ; ; ;18;0;140;499,5;3;0;42;12;1512;31,5;25;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;9 DE JULIO;Estatal;Urbano;16;0;73;0;35;0;0;0;1;27;0;130;0;45;0;0;0;0;34;6;0;0;98;10;0;13;2;0;0;14;5;0;152;0;0;1015,5;0;0;234;0;5683,5;0;8;0;27;1257;0;18;0;0;0;0;0;0;0;0
Buenos Aires;9 DE JULIO;Privado;Urbano;0;0;15;0;8;0;0;0;2;9;0;31;0;9;0;0;0;3;8;0;0;0;13;0;5; ; ; ; ; ; ; ;33;0;9;148,5;0;30;0;0;555;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;1;0;13;0;5;0;2;0;0;4;0;12;0;6;0;16;0;1;2;0; ; ;5;0;0; ; ; ; ; ; ; ;9;0;0;159;0;0;0;0;403,5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;7;0;24;0;16;0;2;0;0;18;0;48;0;23;0;0;0;0;21;2;4;0;59;0;0; ; ; ; ; ; ; ;51;0;0;384;0;0;0;0;2142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;1;0;9;0;3;0;2;0;0;2;0;11;0;3;0;12;0;0;13;0; ; ;13;0;0; ; ; ; ; ; ; ;20;0;0;187,5;0;0;0;0;949,5;0;12;4;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano;6;0;23;0;13;0;0;0;0;7;0;32;0;17;0;0;0;0;10;1;0;0;22;0;0;2;0;0;0;3;0;0;36;0;0;303;0;0;19,5;0;1044;0;71;0;15;348;0;0;0;0;0;0;0;0;0;0
