provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaDesayuno;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaMerienda;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Buenos Aires;GENERAL PUEYRREDON;Estatal;Urbano;267; ; ; ; ; ; ; ; ; ; ; ; ;15706; ; ;128; ; ; ; ;27101; ; ; ;28; ; ; ;600;5;40; ; ; ; ; ;16;4;3;1;2;4;1; ;6; ;1; ;1;88;16;4;11;3;20;11;6;44;5;7;10; ;107;14;6;8;1;46;13;7;35;19;74;8;4;7;5;5;2;1;5;5;3;3;3;8; ; ;31724;12427;4893;25994;472;67;80;88;13;144;426;0;1670; ;71;1;70;72;70;2;76;77;87;2;64;88;143;17;72;873;55;106;707;40;38;4;3;19
Buenos Aires;GENERAL PUEYRREDON;Privado;Urbano;234; ; ; ; ;5688; ; ;297;94; ;330; ;17219; ; ; ;172; ;1803; ;18572; ; ; ; ; ;1931; ;1036;114;26; ; ; ;26; ; ;4; ; ;1; ;4;3;9;3;2;8;2; ;17;8;5; ; ;4;6;20;17;23;6;1;1;6;5;6; ;2;6;2;6;25;60;7;1;2;2;2;1; ;2;2;2;4;2;4; ; ;199;105; ;154; ;86;69;64;19;2;26;0;713; ;69;1;77;70;50;3;55;52;65; ;13;65;71;30;142;292;106;141;171;85;38; ;2;4
Buenos Aires;GENERAL RODRIGUEZ;Estatal;Rural;10; ; ; ; ; ; ; ; ; ; ; ; ;340; ; ; ; ; ; ; ;318; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;5; ; ; ; ;2;3;1; ; ;1; ; ;6; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;669;839; ;569; ;3;4;2; ;23;0;0;328; ; ; ;3; ;1; ;1;4;2;1;1;3; ; ;3;4;2;6;2; ; ; ; ; 
Buenos Aires;GENERAL RODRIGUEZ;Estatal;Urbano;66; ; ; ; ; ; ; ; ; ; ; ; ;5833; ; ; ; ; ; ; ;11391; ;103;103; ; ; ; ;214; ;16; ; ; ; ; ;8; ; ; ; ;38;4; ;4;1; ; ; ;38;2; ;2; ;165;24;2;7; ; ; ;2;130;2;1;5;1;338;39;6;6;4;4; ; ;11; ;1; ; ;10; ;2;2;5; ; ; ;13219;6979;2955;12869; ;24;16;14;2;51;2;0;386; ;26; ;26;26;17; ;18;18;19; ;17;19;45;12;44;92;31;57;68;4;6;2; ; 
Buenos Aires;GENERAL RODRIGUEZ;Privado;Urbano;27; ; ; ; ;287; ; ; ; ; ; ; ;1825; ; ; ; ; ; ; ;2440; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ;12; ; ; ; ;1; ; ; ; ;5;5; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;58;58; ;58; ;7;10;9;1;32;0;0; ; ;7; ;5;7;7; ;6;7;8; ;3;6;2;5;18;17;6;40;17;9;13; ; ; 
Buenos Aires;GENERAL SAN MARTIN;Estatal;Urbano;179; ; ; ; ;275; ; ; ; ;1; ; ;10914; ; ; ; ; ; ; ;19933; ; ; ;41;1; ; ;397; ; ; ; ; ; ; ;5;1; ;1;2;32;11;1;40;1; ;1;1;63;2;3;5;1;246;65;7;248;2;3; ;2;79;4; ;9;2;382;101;8;192;9;10;4;1;4;1;4;1; ;2;7; ;3;1;1; ; ;21427;13101;9590;22330;258;51;58;52;5;202;108;0;3592; ;52; ;52;54;42;2;40;60;49;1;50;51;35;39;180;184;94;202;113;49;45; ; ;4
Buenos Aires;GENERAL SAN MARTIN;Privado;Urbano;120; ; ; ; ;3301; ; ; ;398; ; ; ;10839; ; ; ;153; ;753; ;10769; ; ; ; ; ;1134; ;216; ;18;28; ; ; ; ; ;2;1;1;1;3;1; ;11;1;1; ; ;10;4;1;3;2;23;17;1;88;3;7;2; ;4;6;1;4;1;52;20;3;63;13;20;7; ;1;2;1; ; ;3;2; ; ;2; ; ; ;92; ; ;93; ;43;37;37;7;1;57;0; ; ;43; ;36;43;35;2;24;35;34; ;19;31;6;61;120;48;215;96;31;99;22; ; ;2
Buenos Aires;GENERAL VIAMONTE;Estatal;Rural;23; ;2;32; ; ; ; ; ; ; ; ; ;216; ; ; ; ; ; ; ;160; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;482;616;139;682;219;7;12;3; ; ;0;0;187; ;1; ;7;1;1; ;10;4;2; ; ;2;1; ; ;17; ;1;3; ; ; ; ; 
Buenos Aires;GENERAL VIAMONTE;Estatal;Urbano;15; ;78;105; ; ; ; ; ; ; ; ; ;660; ; ; ; ; ; ; ;955; ; ; ; ; ; ; ;87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;2; ; ; ;1; ; ; ; ; ; ; ;2; ; ;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ;862;500; ;1373;62;6;4;4;1; ;1;0;69; ;3; ;6;3;2; ;3;3;3; ;2;4;7; ; ;16; ;3;19; ; ; ; ;1
Buenos Aires;GENERAL VILLEGAS;Estatal;Rural;49; ; ; ; ; ; ; ; ; ; ; ; ;375; ; ; ; ; ; ; ;539; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;791;481;24;1012;50;13;23;7; ;11;6;0;201; ;5; ;14;5;8; ;13;12;3;1;5;3;4; ;2;12; ; ;19; ; ; ; ; 
Buenos Aires;GENERAL VILLEGAS;Estatal;Urbano;27; ; ; ; ; ; ; ; ; ; ; ; ;891; ; ; ; ; ; ; ;2109; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ;1;4; ; ; ; ; ; ; ; ; ;1; ;8; ; ; ; ; ; ; ;3; ; ; ; ;16; ; ; ; ;4; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1810;642;784;1808;50;11;7;6;1; ;35;0;100; ;9; ;9;9;7; ;6;7;6; ;6;5;6; ;2;57; ;13;33;5;12; ; ; 
Buenos Aires;GUAMINI;Estatal;Rural;27; ; ; ; ; ; ; ; ; ; ; ; ;252; ; ; ; ; ; ; ;176; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;466;145;62;520;55;7;13;3; ; ;2;0;90; ;7; ;4;7;8; ;5;10;2; ;1;3;1; ;1;8;1; ;5; ; ; ; ; 
Buenos Aires;GUAMINI;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ;320; ; ; ; ; ; ; ;646; ; ; ; ; ; ; ;75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;777;58;74;718; ;5;4;5;1; ;0;0; ; ;4; ;5;4;4; ;4;4;5; ;4;5;5; ;1;13; ;4;16; ; ; ; ; 
Buenos Aires;HIPOLITO YRIGOYEN;Estatal;Rural;7; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ;61; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;63;63;63;138;39;1;3;2; ;1;2;0; ; ; ; ;1; ; ; ;4; ;2; ;1;2; ; ; ;2; ; ;4; ; ; ; ; 
Buenos Aires;HIPOLITO YRIGOYEN;Estatal;Urbano;8; ; ; ; ; ; ; ; ; ; ; ; ;245; ; ; ; ; ; ; ;173; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;716;77;176;581; ;3;2;2; ; ;6;0;77; ;2; ;3;2;3; ;3;3;2; ;2;2;3; ; ;7; ; ;4;1; ; ; ; 
Buenos Aires;HURLINGHAM;Estatal;Urbano;95; ; ; ; ; ; ; ; ; ; ; ; ;5479; ; ; ; ; ; ; ;8867;82;82; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ;1; ;3;2;1;6;1; ; ; ;11; ;1;3;1;34;2;2;47;3; ; ; ;22;2;1;3; ;87;8;7;40;2;8; ;2; ; ; ; ; ;16; ; ; ; ; ; ; ;13104;7007;3891;12667; ;23;31;30;2;12;30;0;2644; ;25;1;25;30;22; ;24;31;28; ;25;29;23;18;103;129;37;50;92;6;15; ; ; 
Buenos Aires;HURLINGHAM;Privado;Urbano;50; ; ; ; ;1053; ; ; ;43; ;95; ;4104; ; ; ;352; ; ; ;4274; ; ; ; ; ;384; ;104; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;2; ; ;1; ;5; ; ;3;1;8; ; ;6;3; ;2; ;1;1;2;2; ;1;3; ;4;4;3;2; ;3;1; ; ; ;7;1; ;1; ; ; ; ; ; ; ; ; ;14;15;16;3;15;10;0; ; ;15; ;14;15;13; ;9;13;15; ;8;14;1;14;34;21;28;41;7;15;6; ; ; 
Buenos Aires;ITUZAINGO;Estatal;Urbano;69; ; ; ; ;126; ; ; ; ; ; ; ;3931; ; ; ; ; ; ; ;8569; ; ; ; ; ; ; ;286; ;6; ; ; ; ; ; ;2; ; ; ;4; ; ;3;1;1;4; ;19;3; ;1; ;9;2;2;22;1; ; ; ;16; ;2;1; ;25;4;2;23;2;2; ;1; ;2;1; ; ;2; ;1;1; ; ; ; ;7980;3778;2656;5918; ;19;21;21;3;53;8;0;86; ;20; ;20;23;21; ;20;21;22; ;21;22;19;33;119;95;44;99;97;28;46;1; ;3
Buenos Aires;ITUZAINGO;Privado;Urbano;69; ; ; ; ;1041; ; ;55; ; ; ; ;4298; ; ; ; ; ;146; ;5304; ; ; ; ; ;99; ;79;3; ; ; ; ; ; ; ; ; ;1; ; ;1; ;2; ; ; ; ;2;4; ;1; ;1;1;1;4;1;3;1; ;2; ; ;3; ;2;1;1;7;6;5;3;2; ; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ;25;23;25;5;1;2;0;146; ;24; ;13;25;21;1;11;22;23;1;8;22;1;31;37;17;49;64;24;39;24; ; ; 
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;114; ; ; ; ; ; ; ; ; ; ; ; ;13342; ; ; ; ; ; ; ;20931; ;129;129; ; ; ; ;25; ; ; ; ; ; ; ;5; ;1; ; ;13;1; ;6; ; ; ;1;55;1;2;5;1;330;15;8;33;1;1; ;2;63; ;1;8; ;688;70;8;16;2;5;2;1; ; ;1; ; ;10; ;1; ; ; ; ; ;25670;22495;7953;16446; ;26;37;41;1;324;95;0;2570; ;27; ;27;27;33;3;33;41;44; ;42;44;31;9;134;126;59;302;127;13;45; ; ;1
Buenos Aires;JOSE C. PAZ;Privado;Urbano;59; ; ; ; ;960; ; ; ; ; ; ; ;8579; ; ; ; ; ; ; ;5174; ; ; ; ; ;1064; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;1; ;1; ; ;1; ; ; ; ;17;7; ;12; ; ; ; ;6; ; ;7; ;40;11; ;5;6;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;144; ; ;174; ;21;21;17; ;110;63;0; ; ;22; ;24;22;20; ;21;20;17; ;11;17;2;16;85;39;50;146;35;43;20; ; ; 
Buenos Aires;JUNIN;Estatal;Rural;26;22; ;2; ; ; ; ; ; ; ; ; ;291; ; ; ; ; ; ; ;191; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;666;469; ;448; ;5;14;4; ;1;1;0;326; ;2;1;4;2;7; ;4;12;3; ;2;3;1; ; ;28; ; ;9; ;1; ; ; 
Buenos Aires;JUNIN;Estatal;Urbano;74; ; ;40; ; ; ; ; ; ; ; ; ;2977; ; ; ; ; ; ; ;6081; ;40; ; ; ; ; ;226;33; ; ; ; ; ; ;1; ; ;1; ; ; ;2;7; ; ; ;2;3; ; ;3;1;4; ; ;21; ; ; ; ;8; ; ;1; ;12; ;3;12; ; ;1; ; ; ; ; ; ; ; ;1;2; ; ; ; ;5826;2500;767;5042; ;23;20;22;6;12;16;0;194; ;18;1;21;18;17; ;17;19;21;1;11;20;39;1;5;220; ;4;168; ;6; ; ; 
Buenos Aires;JUNIN;Privado;Urbano;28; ; ; ; ;254; ; ; ; ; ; ; ;2952; ; ; ; ; ; ; ;1374; ; ; ; ; ; ; ;167; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;2; ; ; ; ; ;1;8; ; ; ; ; ;1; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;110;30; ;30; ;10;10;7;2; ;0;0;30; ;8; ;8;8;9; ;6;10;6; ;4;6;18;1;5;52;5;3;26; ;1; ; ; 
Buenos Aires;LA COSTA;Estatal;Urbano;53; ;1; ; ; ; ; ; ; ; ; ; ;3580; ; ; ; ; ; ; ;7446; ;83; ; ; ; ; ;175;24;10; ; ; ; ; ;5; ;2; ; ;2;2; ;1;1;1; ;1;53;1;1; ; ;19;3;1;5;1;2; ; ;88;1;1; ;1;67;1;5;5;4;10; ;1;5;1; ; ; ;5; ;3;2; ; ; ;1;9999;3600;1482;9279;560;19;15;14;3;11;14;0;1889; ;19; ;19;19;10; ;10;16;14; ;13;14;28;1;17;118;11;36;92;1;10; ;2;1
Buenos Aires;LA COSTA;Privado;Urbano;19; ; ; ; ;179; ; ; ; ; ; ; ;1117; ; ; ; ; ; ; ;1644; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ;1;2; ; ; ;1; ; ;1; ;3; ; ; ;3;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8;8;6; ; ;0;0; ; ;3; ;7;3;5; ;7;5;6; ;1;6;2;3;7;10;7;4;17; ;1; ; ; 
Buenos Aires;LA MATANZA;Estatal;Urbano;613; ; ; ;1; ; ; ; ; ; ; ; ;56216; ; ; ; ; ; ; ;95324; ; ; ; ; ;610; ;688; ;14; ; ; ; ; ;291;1; ;4;2;102;15;1;35; ; ;4; ;1827;22;72;18;1;1038;131;15;325;8;3;2;10;2193;22;5;29;1;2016;177;12;221;29;25;4;14;94;6;5;3;1;126;10;16;6;2;6; ; ;125038;90828;34551;93196; ;145;189;182;10;1080;164;0;13293; ;156; ;158;161;161;3;166;203;208;1;203;207;149;137;497;725;274;708;575;145;130;7; ;6
Buenos Aires;LA MATANZA;Privado;Urbano;372; ; ; ; ;9095; ; ; ; ; ; ; ;37552;381;295; ; ; ;651; ;32158; ; ; ; ; ;880; ;180; ; ; ; ; ; ; ;23;2; ; ;1;9;10; ;13;3;2;1;2;240;4;6;14; ;56;47;4;107;7;4;5;2;285;6;4;13; ;97;107;5;83;18;42;2;17;35; ; ; ; ;25;3;1;1; ; ; ; ;1224;1764; ;1230; ;131;120;118;11;267;103;0;728; ;130;4;132;128;108;3;102;111;121; ;62;117;24;208;320;43;574;290;21;202;57; ;1;1
Buenos Aires;LA PLATA;Estatal;Rural;9; ; ; ; ; ; ; ; ; ; ; ; ;331; ; ; ; ; ; ; ;1294; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15; ; ; ; ; ; ; ; ; ; ; ; ;92; ; ; ; ;1; ; ; ; ; ; ; ;271;1; ; ; ;10;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1135;1524; ;1034; ;2;3;3; ;6;6;0;163; ;3; ;2;3;2; ;1;3;3; ;3;3;1; ;3;10; ;3;19; ; ; ; ; 
Buenos Aires;LA PLATA;Estatal;Urbano;355; ;10;3; ; ; ; ; ; ; ; ; ;22220; ; ;127; ; ;420; ;35917;217;197; ; ; ; ; ;2013;35; ; ; ;1;135; ;92;8;3;2;1;43;9;2;18; ; ; ;3;666;33;8;24;3;321;86;4;180;23;2;2;1;790;20;4;35; ;819;306;13;131;21;38;8;8;82;5;10;6;1;73;64;3;18;2;2; ;1;45333;33730;6866;37326;1895;111;91;90;21;131;170;0;5461; ;106;1;106;111;72;2;77;90;95;3;99;93;107;46;90;679;58;96;531;43;23;5; ;13
Buenos Aires;LA PLATA;Privado;Urbano;314; ; ; ; ;5581; ; ;115; ;1;172; ;19362; ; ;83; ; ;702; ;18187; ;11; ; ; ;921; ;668;10; ; ; ; ; ; ;1;20;1; ;3;6;4;2;12; ;4;3;1;8;20;7;13; ;9;10;3;87;4;10;3; ;11;18;11;4; ;20;28;2;60;9;20;20;2;34;4;6;12;8;42;71;1;14;5; ; ; ;247;50; ;402; ;103;96;90;20;1;10;0;2097; ;92;1;72;89;75;2;58;83;90; ;20;80;15;66;174;140;147;191;84;120;47; ; ;3
Buenos Aires;LANUS;Estatal;Urbano;213; ; ;3; ; ; ; ; ; ; ; ; ;11812; ; ; ; ; ; ; ;22281; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;2;1;4; ;20;12;1;49;3; ;1;1;35;2;4;13;2;120;33;4;215;17;1;2;5;46;4;2;8;1;252;53;7;175;27;13;4;1; ; ; ; ; ;3; ; ; ;1; ; ; ;23917;8200;7791;18713; ;62;67;63;5;173;58;0;2100; ;63;1;59;65;59;3;60;68;66; ;66;65;105;23;122;457;95;78;371;54;27; ; ; 
Buenos Aires;LANUS;Privado;Urbano;149; ; ; ; ;3346; ; ; ;116;43;89; ;10841; ; ; ; ; ;856; ;11267; ; ; ; ; ;529; ;137; ; ; ; ; ; ; ;2;1; ;1;1;2; ; ;7;1; ; ; ;5;2;1;3;4;12;3;1;42; ;2;2;1;14;1; ;3;3;15;10;6;42;3;10;5; ;8;1; ; ; ;5; ;1;1; ; ; ;1; ; ; ; ; ;50;46;45;6;189;5;0;492; ;42; ;48;41;38;1;32;39;43;1;16;38;25;88;103;108;296;91;40;104;13; ; ; 
Buenos Aires;LAPRIDA;Estatal;Rural;14; ; ; ; ; ; ; ; ; ; ; ; ;42; ; ; ; ; ; ; ;48; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;30;42; ;104; ;4;9;1; ;2;0;0; ; ; ; ;4; ; ; ;9; ;1; ; ;1; ; ;1; ; ; ;2; ; ; ; ; 
Buenos Aires;LAPRIDA;Estatal;Urbano;19; ; ; ; ; ; ; ; ; ; ; ; ;548; ; ; ; ; ; ; ;1003; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;769;369; ;996;21;6;7;4;1;72;21;0;22; ;3; ;7;3;3; ;5;4;4; ;3;4;7; ; ;13; ;1;37; ; ; ; ; 
Buenos Aires;LAS FLORES;Estatal;Rural;39; ; ; ; ; ; ; ; ; ; ; ; ;151; ; ; ; ; ; ; ;253; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;310;309; ;468;119;7;24;3; ;3;0;0;28; ;1; ;7;1;6; ;21;7;2; ; ;3; ; ; ;5; ;1;2; ;1; ; ; 
Buenos Aires;LAS FLORES;Estatal;Urbano;21; ; ; ; ; ; ; ; ; ; ; ; ;952; ; ; ; ; ; ; ;1352; ; ; ; ; ; ; ;39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2;1; ; ;3; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1079;931; ;810; ;6;8;5;1;1;1;0;288; ;4; ;6;4;7; ;6;9;5; ;5;5;4;4;2;24; ;3;17;1;2; ; ; 
Buenos Aires;LAS FLORES;Privado;Urbano;5; ; ; ; ;61; ; ; ; ; ; ; ;390; ; ; ; ; ;177; ;360; ; ; ; ; ;183; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ;0;0; ; ;1; ;1;1;2; ;1;2;2; ; ;1;1;1; ;8;1;2;1;1; ; ; ; 
Buenos Aires;LEANDRO N. ALEM;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ;75; ; ; ; ; ; ; ;108; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;186;54; ;104; ;5;9;2; ; ;1;0;54; ;3; ;2;3;2; ;6;3;2; ; ;2;1; ; ;2; ; ;3; ; ; ; ; 
Buenos Aires;LEANDRO N. ALEM;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ;781; ; ; ; ; ; ; ;525; ; ; ; ; ; ; ;32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1765;456;130;1282; ;6;6;4;1;3;0;0;336; ;5; ;6;5;4; ;3;6;4; ;4;4;2; ;2;8;1;4;33; ;1; ; ;2
Buenos Aires;LEZAMA;Estatal;Rural;11; ; ; ; ; ; ; ; ; ; ; ; ;38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;21;46; ;63; ;2;7;1; ;1;0;0; ; ; ; ;2; ;4; ;4;4; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; 
Buenos Aires;LINCOLN;Estatal;Rural;51; ; ; ; ; ; ; ; ; ; ; ; ;466; ; ; ; ; ; ; ;369; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1093;500;57;929;28;16;26;5; ;5;3;0;348; ;10; ;10;10;8; ;17;14;4;1;3;4;7; ; ;22; ; ;3; ; ; ; ; 
Buenos Aires;LINCOLN;Estatal;Urbano;28; ; ; ; ; ; ; ; ; ; ; ; ;559; ; ; ; ; ; ; ;1668; ; ; ; ; ; ; ;310;30; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2;1;1; ;3; ; ;1; ; ; ; ;2; ; ; ; ;5; ; ;1; ; ; ; ;1; ; ; ; ;3; ; ; ; ;1; ; ;1628;680;260;3047;38;9;7;8;3; ;0;0;132; ;9; ;8;9;4; ;5;6;8; ;4;6;15; ;6;37;2; ;47; ;2; ; ; 
