provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Neuquén;CATAN LIL;Estatal;Rural;13;33;194; ; ; ; ; ; ; ;28; ; ; ; ; ; ; ; ;193; ; ; ;105; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;566;566;496;176;4;12;1; ;4;4; ;176; ;8; ;1;10;9; ;1;12;1; ; ;1;1; ; ;1; ;4; ; ; ; ; ; 
Neuquén;CHOS MALAL;Estatal;Rural;13;10;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;105; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;309;204;149;98; ;12;1; ;10;0; ;106;18;4; ;1;5;8; ;1;11;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Neuquén;CHOS MALAL;Estatal;Urbano;13; ; ; ;7; ; ; ; ; ; ; ; ; ;243; ; ; ; ; ; ; ; ;1089; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1379;347;1147; ;2;4;3;1; ;14; ; ; ;3; ;3;3;6; ;6;6;3; ;3;3;6; ; ;35; ; ;1; ; ; ; ; 
Neuquén;COLLON CURA;Estatal;Rural;6;16;70; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ;56; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;79;146;137; ;1;6; ; ;2;0; ; ; ;4; ;1;4;6; ;1;6; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; 
Neuquén;CONFLUENCIA;Estatal;Rural;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;252; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;418;532;1323;26;5;9;2; ; ;9; ;21; ;5; ;5;6;7; ;5;8;2; ;1;2; ;3;1;2;2; ; ;1; ; ; ; 
Neuquén;CONFLUENCIA;Estatal;Urbano;205;76;22;35;20; ; ; ; ; ; ; ; ; ;351; ; ; ; ; ; ; ; ;17726;682;30; ; ; ;1514; ; ;146; ; ; ; ;38;13; ; ;38; ;7; ; ;7;2;1; ;5;6; ; ;116;4;51; ; ;36;5;1; ;45;8; ; ;81;3;89; ; ;15;6;3; ;20;5; ;3;9; ;53; ; ;4;6; ; ;3;1; ; ;12451;2458;49129;469;47;104;49;11;23;151; ; ;114;81; ;79;81;109; ;106;109;49; ;47;50;59;41;42;342;116;211;25;3;8;6; ;1
Neuquén;CONFLUENCIA;Privado;Urbano;64; ; ; ; ;1323; ; ;41; ; ; ; ; ;3118; ; ;136; ; ; ; ; ;4444;49; ; ; ; ;551; ; ;950;75; ; ; ; ; ; ; ;1;1; ; ; ; ;2; ; ;4;2; ; ;2; ;3; ; ; ;3; ; ;5;4;2; ;4;1;13; ; ;1;1; ; ;11;2;1;3;6;6;34; ; ;3; ; ; ;6;2;1;1;1613;672;2473;23;23;23;17;17;1;5;0;598;428;27; ;26;25;16; ;15;19;9; ;5;16;3;13;8;18;25;47;2;13;7; ;3;2
Neuquén;Enmascarado;Estatal;Rural;10;6;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;40; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;190;255;220;89;3;9;1; ; ;7; ;107; ;4; ;2;6;5; ;1;9; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; 
Neuquén;Enmascarado;Estatal;Urbano;22;4;128;69;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2039; ; ; ; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;4;1;5; ; ; ; ; ; ; ; ; ; ;11; ;4; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1709;1025;3791; ;4;9;5;3; ;45; ; ; ;5; ;5;5;9; ;9;9;5; ;5;5;5; ;2;39; ;1; ;2;2; ; ; 
Neuquén;Enmascarado;Privado;Rural;4;9;43;92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;196; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;281;413;193;158; ;2;2; ; ;0; ;114; ; ;1; ; ;1; ; ;2; ; ; ;2; ; ; ; ;5; ; ; ; ; ; ; 
Neuquén;Enmascarado;Privado;Urbano;13; ; ;33; ;218; ; ; ; ; ; ; ; ;250; ; ; ; ; ; ; ; ;252; ;40; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;102;254;299;22;3;5;3;2; ;0; ;246;155;6; ;4;6;2; ;2;3;1; ; ;3; ;3; ;2;2; ; ; ;4; ; ; 
Neuquén;HUILICHES;Estatal;Rural;15;66;304;96; ; ; ; ; ; ;31; ; ; ; ; ; ; ; ;97; ; ; ;96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;446;446;396; ;5;11; ; ;3;9; ;27;28;11; ;3;11;10; ;1;11; ; ; ;1; ; ;1;7; ;1; ; ; ; ; ; 
Neuquén;HUILICHES;Estatal;Urbano;10;17;301; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;800; ;55; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;381;114;2295; ;2;4;1;2; ;29; ; ; ;2; ;3;2;4; ;4;4;2; ;2;2;8;1;1;31;3; ;1; ;1; ; ; 
Neuquén;HUILICHES;Privado;Urbano;4; ;32;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;259; ; ; ; ;65; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;130; ; ;2;2; ; ;0; ; ; ; ; ;1; ; ; ;2; ;1; ; ;2; ; ; ;11;1; ;7; ;1; ; ; 
Neuquén;LACAR;Estatal;Rural;8;33;99; ; ; ; ; ; ; ;41; ; ; ; ; ; ; ; ;119; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99;180;185;30;3;8; ; ; ;0; ;24; ;7; ; ;8;7; ; ;8; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; 
Neuquén;LACAR;Estatal;Urbano;20;28;18;48;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2531; ; ; ; ; ; ; ; ;18;144; ; ; ; ; ; ; ; ;1;4; ; ; ;1;1; ; ; ; ;2;3; ;11; ; ;1; ; ; ;2;4;3;1;1;1;22; ; ;3;1; ; ;1; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ;1608;291;5429; ;3;10;4;2; ;5; ; ; ;3; ;3;3;10; ;10;10;5; ;5;5;11;1; ;18;16;11;18; ;12; ; ;3
Neuquén;LACAR;Privado;Urbano;8; ; ;1; ;171; ; ; ; ; ; ; ; ;524; ; ; ; ; ; ; ; ;225; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3; ; ; ; ;1; ;1;6; ; ; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;376; ;103; ;1;4;3; ; ;3; ;728;34;4; ;3;4;1; ; ;4;1; ; ;3; ;4; ; ;12; ; ;2; ; ; ; 
Neuquén;LONCOPUE;Estatal;Rural;9;69;176; ; ; ; ; ; ; ;59; ; ; ; ; ; ; ; ;148; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;140;288;276;52;1;9; ; ;5;0; ;53;5; ;1;3; ;5;3;3;6; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; 
Neuquén;LOS LAGOS;Estatal;Urbano;8;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;719; ; ; ; ; ;42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;4; ;10; ; ;4; ; ; ;7;4; ; ;2; ;11; ; ;4; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1587; ;2;4;2; ;1;12; ; ; ;2; ;2;2;4; ;4;4;2; ;2;2;4; ; ;48;6; ;1; ;2; ; ; 
Neuquén;MINAS;Estatal;Rural;18;12;63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;89; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;741;785;817;38;1;16;2; ;5;0; ;126;8;7; ;5;7;15; ;5;15;1; ;1;2; ; ; ;9; ; ; ; ; ; ; ; 
Neuquén;PEHUENCHES;Estatal;Rural;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;438;293;286;41; ;7;1; ;6;9; ;86; ;1; ;2;2;3; ;2;6;1; ;1;1; ; ; ;2; ;2; ; ; ; ; ; 
Neuquén;PEHUENCHES;Estatal;Urbano;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1501; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ;2; ; ; ; ; ; ; ; ; ; ;37;2;6; ; ;7;1; ; ;13; ;1;1;8; ; ; ; ;2;1;1; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;808;209;2485; ;3;7;3; ;3;0; ; ; ;4; ;5;4;8; ;8;8;3; ;3;3;3; ; ;34;1; ; ; ; ; ; ; 
Neuquén;PICUN LEUFU;Estatal;Urbano;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;311; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;181;20;778; ;1;3;1; ; ;0; ; ; ;2; ;1;2;3; ;2;3;1; ;1;1;3;2;2; ; ; ; ;1; ; ; ; 
Neuquén;PICUNCHES;Estatal;Rural;10; ;60; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;87; ; ; ;145; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;477;541;636;59;2;8;1; ;1;0; ;59;28;4; ;2;4;7; ;2;7; ; ; ;1; ; ; ;5; ; ; ; ; ; ; ; 
Neuquén;ZAPALA;Estatal;Rural;15;28;51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;858;358;235;34;4;13; ; ;11;1; ;29; ;9; ;2;10;13; ;2;14; ; ; ; ; ; ; ;4; ;2; ; ; ; ; ; 
Neuquén;ZAPALA;Estatal;Urbano;26; ; ;1;18; ; ; ; ; ; ; ; ; ;237; ; ; ; ; ; ; ; ;2913; ; ; ; ; ; ; ; ; ; ; ; ; ; ;20; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;2; ; ;1; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2778;509;5681; ;7;13;6;1;5;20; ; ;65;9; ;13;9;13;1;14;13;6; ;5;6;8; ;4;19; ;2;1; ;1; ; ; 
Río Negro;25 DE MAYO;Estatal;Rural;10; ;77; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;159;159;139;58; ;6; ; ;6;0; ;146; ; ; ;2; ;2; ; ;7;3; ; ;3; ; ; ;1; ; ; ; ; ; ; ; 
Río Negro;25 DE MAYO;Estatal;Urbano;21; ; ; ; ; ; ; ; ; ; ; ; ; ;941; ; ; ; ; ; ; ; ;1348; ; ; ; ; ; ; ; ;95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1774;1099;2173; ;5;8;3;3;4;17; ;75;944;5; ;6;5;8; ;7;5;3; ;3;3;4; ; ;31; ; ;22; ;1; ; ; 
Río Negro;9 DE JULIO;Estatal;Rural;17; ; ;22; ; ; ; ; ; ; ; ; ; ;106; ; ; ; ; ; ; ; ;301; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;469;374;423;8;2;8;2; ; ;0; ;37;149;2; ;6;2;6; ;5;7;6; ;2;6;1; ; ;14; ; ;2; ; ;1; ; 
Río Negro;ÑORQUINCO;Estatal;Rural;13;25;162;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;109; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;215;203;282;17;1;9;1; ;6;11; ;39;17;1; ;2;1;8; ;2;8;3; ;1;3; ; ;1;2; ; ;3; ; ; ; ; 
Río Negro;ADOLFO ALSINA;Estatal;Rural;10; ; ; ; ; ; ; ; ; ; ; ; ; ;38; ; ; ; ; ; ; ; ;586; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ;2; ; ; ; ; ; ;23; ; ; ; ;5;5; ; ;1;2; ; ;17; ; ; ; ;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;793;408;675; ;1;6;2; ;2;8; ; ;68;1; ;4;1;4; ;4;4;3; ;2;3; ; ; ;1; ; ;2; ;1; ; ; 
Río Negro;ADOLFO ALSINA;Estatal;Urbano;57; ;19;11; ;34; ; ;98; ; ; ; ; ;723; ; ; ; ; ; ; ; ;2876;208; ; ; ; ;104; ; ;84; ; ; ; ; ; ; ; ;3; ; ; ; ;1; ; ; ;1; ; ;1;15;1;1; ; ;5; ; ; ;8;2; ; ; ; ; ; ; ;4; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ;5223;1447;3476; ;21;21;9;2;2;58; ;96;979;21; ;20;23;16; ;16;14;6; ;5;6;31; ;1;72;3;9;7;1;1; ; ; 
Río Negro;ADOLFO ALSINA;Privado;Urbano;19; ; ; ; ;120; ; ; ; ; ; ; ; ;778; ; ; ; ; ; ; ; ;758;138; ; ; ; ; ; ; ;21;11;10; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ; ; ; ; ; ;1;4; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;689;248;71; ;7;7;4;4; ;0; ; ;71;7; ;3;7;4; ;4;4;4; ;1;4;2;3;2;21;5;3;12;1;1; ; ; 
Río Negro;AVELLANEDA;Estatal;Rural;13;28; ; ; ; ; ; ; ; ; ; ; ; ;79; ; ; ; ; ; ; ; ;279; ; ; ; ; ;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10;1;2; ; ; ; ; ; ; ;1; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;928;313;737; ;4;7;3; ;2;9; ; ;120;4; ;4;4;6; ;4;6;3; ;3;3;1; ;1;9;1; ;1; ; ; ; ; 
Río Negro;AVELLANEDA;Estatal;Urbano;35; ; ; ;1; ; ; ; ; ; ; ; ; ;334; ; ; ; ; ; ; ; ;2436; ; ; ; ; ; ; ; ;297; ; ; ; ; ; ; ; ;2; ;3; ; ;1; ; ; ;2;1; ; ;47; ;10; ; ;17; ;1; ;2; ; ;1;21; ;1; ; ;9; ; ; ;3;1; ; ;4; ;7; ; ; ; ; ; ; ; ; ; ;4596;925;2263; ;10;18;6;2;2;46; ;21;418;9; ;13;9;17; ;16;14;6; ;6;6;16; ;4;48; ;23;18; ;3; ; ;3
Río Negro;AVELLANEDA;Privado;Urbano;6; ; ; ; ;62; ; ; ; ; ; ; ; ;242; ; ; ; ; ; ; ; ;171; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;1;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;493; ;205; ; ;3;2; ; ;0; ; ;143; ; ;3; ;2; ;4;2;2; ; ;2; ;1; ;5;8;2;3; ; ; ; ; 
Río Negro;BARILOCHE;Estatal;Rural;17;13;52;14; ; ; ; ; ; ; ; ; ; ;230; ; ; ; ; ; ; ; ;164; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;8; ; ;1; ;1; ;3;3; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;961;958;748;28;5;15;1; ;6;21; ;71;234;9; ;7;9;11; ;3;14;1; ; ;2;3; ; ;21;3; ;2; ;1; ; ; 
Río Negro;BARILOCHE;Estatal;Urbano;79;221;8;31;13; ; ; ; ; ; ; ; ; ;641; ; ; ; ; ; ; ; ;6351;47; ; ; ; ;445; ; ;51;62; ; ; ; ;101; ; ;5; ;8; ; ; ;1;1; ;2;7; ; ;37;1;47; ; ;11; ;1; ;18;9;1;1;12;1;33; ; ;5; ;3; ;11;4;1; ;2;3;31; ; ; ;13; ; ;4;2; ; ;11436;2349;9775;7;25;31;19;2;6;37; ;730;526;28; ;29;28;31; ;30;30;17;1;13;17;66;6;10;152;10;4;51; ;7; ;1;3
Río Negro;BARILOCHE;Privado;Urbano;46;60;1;26; ;537; ; ; ;151; ;68; ; ;3160; ; ; ; ; ;624; ; ;3182; ; ;30; ; ;601; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;3;11; ; ;1;5;6; ; ;1;1; ; ;14;41;1; ; ;1;8; ; ;1;2;3; ;14;21; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1828;1259;970; ;16;17;17;3; ;2; ;2308;131;18; ;12;19;7; ;5;16;12;1;3;17;3;8;1;5;25;2;4;7;3; ; ; 
Río Negro;CONESA;Estatal;Urbano;8; ; ; ; ; ; ; ; ; ; ; ; ; ;348; ; ; ; ; ; ; ; ;571; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17; ;1; ; ; ; ; ; ; ; ; ; ;11; ;1; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;806;174;798; ;2;2;2;1; ;1; ; ;529;3; ;2;3;2; ;2;1;1; ;1;2;5; ; ;1; ; ;3; ; ; ; ; 
Río Negro;EL CUY;Estatal;Rural;13; ;15; ; ; ; ; ; ; ; ; ; ; ;96; ; ; ; ; ; ; ; ;94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;411;377;322;7;1;5;2; ;1;2; ;67;169;1; ;5;1;3; ;3;5;4; ;1;4; ; ; ;5; ; ;5; ; ; ; ; 
Río Negro;Enmascarado;Estatal;Rural;15; ; ; ; ; ; ; ; ; ; ; ; ; ;266; ; ; ; ; ; ; ; ;74; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;1; ; ; ; ; ; ; ;33; ;4; ; ;3; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;441;516;463; ;3;12;1; ;1;19; ;1;316;2; ;6;2;6; ;7;3; ; ; ;1;2;1; ;13; ; ; ; ; ; ; ; 
