provincia;departamento;sector;ambito;ini_dir_cub;ini_dir_ncub;ini_fte_cub;ini_fte_ncub;ini_apo_cub;ini_apo_ncub;ini_pu_cub;ini_pu_ncub;ini_nopof;pri_dir_cub;pri_dir_ncub;pri_fte_cub;pri_fte_ncub;pri_apo_cub;pri_apo_ncub;pri_pu_cub;pri_pu_ncub;pri_nopof;sec_dir_cub;sec_dir_ncub;sec_fte_cub;sec_fte_ncub;sec_apo_cub;sec_apo_ncub;sec_nopof;snu_dir_cub;snu_dir_ncub;snu_fte_cub;snu_fte_ncub;snu_apo_cub;snu_apo_ncub;snu_nopof;ini_hs_cub;ini_hs_ncub;ini_hs_nopof;pri_hs_cub;pri_hs_ncub;pri_hs_nopof;sec_hs_pro_cub;sec_hs_pro_ncub;sec_hs_docente_cub;sec_hs_docente_ncub;sec_hs_otros_cub;sec_hs_otros_ncub;sec_hs_fuera;snu_hs_dic_cub;snu_hs_dic_ncub;snu_hs_cap_cub;snu_hs_cap_ncub;snu_hs_com_cub;snu_hs_com_ncub;snu_hs_inv_cub;snu_hs_inv_ncub;snu_hs_otr_cub;snu_hs_otr_ncub;snu_hs_fuera
Buenos Aires;25 DE MAYO;Estatal;Rural;3;0;16;0;12;0;5;0;0;8;0;36;0;18;0;25;0;0;17;0;4;0;60;0;0; ; ; ; ; ; ; ;23;0;0;379,5;0;0;16;0;1779;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;25 DE MAYO;Estatal;Urbano;14;0;70;0;45;0;1;0;2;20;0;103;0;40;1;1;0;0;28;0;0;0;81;0;4;8;1; ; ;8;0;0;84;0;0;840;0;0;31,5;0;3285;0;54;0;0;1198,5;0;0;0;0;0;0;0;33;21;0
Buenos Aires;25 DE MAYO;Privado;Urbano;2;0;13;0;6;0;2;0;0;7;0;35;0;7;0;1;0;5;7;0;0;0;10;0;0; ; ; ; ; ; ; ;61;0;9;511,5;0;99;0;0;883,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;9 DE JULIO;Estatal;Rural;1;0;17;0;11;0;8;0;1;9;0;43;0;22;0;24;0;0;22;0;0;0;24;1;0; ; ; ; ; ; ; ;18;0;140;505,5;6;9;36;0;1260;24;8;0;15;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;9 DE JULIO;Estatal;Urbano;16;0;72;0;37;0;0;0;3;29;0;130;0;54;0;1;0;0;37;6;0;0;103;9;1;13;2;79;0;15;4;0;126;0;0;913,5;3;0;178;0;5784;9;243;0;27;1445;40,5;18;0;24;0;603;0;0;0;0
Buenos Aires;9 DE JULIO;Privado;Urbano;0;0;15;0;8;0;0;0;2;9;0;31;0;8;0;0;0;0;8;0;0;0;11;0;5; ; ; ; ; ; ; ;19;1;10;138;0;36;0;0;936;0;0;0;102;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO ALSINA;Estatal;Rural;1;0;13;0;5;0;2;0;0;4;0;12;0;7;0;16;0;1;2;0; ; ;5;0;0; ; ; ; ; ; ; ;12;0;0;141;0;0;0;0;313,5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO ALSINA;Estatal;Urbano;7;0;24;0;16;0;2;0;0;14;0;54;0;21;0;0;0;0;23;1;4;0;56;2;0; ; ; ; ; ; ; ;48;0;0;399;3;0;0;0;2046;0;24;0;31,5;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Rural;1;0;8;0;4;0;2;0;0;11;0;2;0;3;0;11;0;0;9;0; ; ;14;0;0; ; ; ; ; ; ; ;12;0;0;204;0;0;0;0;692,5;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ADOLFO GONZALES CHAVES;Estatal;Urbano;5;0;22;0;12;0;0;0;0;7;0;33;0;12;0;0;0;0;8;0;0;0;24;0;0;2;0;0;0;3;0;0;33;0;0;315;0;0;19,5;0;921;0;12;0;15;304,5;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ALBERTI;Estatal;Rural;1;0;9;0;9;0;3;0;0;3;0;14;0;7;0;6;0;0;10;0;5;0;19;0;0; ; ; ; ; ; ; ;9;0;0;130,5;0;0;0;0;532,5;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ALBERTI;Estatal;Urbano;3;0;15;0;10;0;1;0;0;7;0;24;0;9;0;0;0;0;6;0;0;0;16;0;0; ; ; ; ; ; ; ;41;0;0;220,5;0;0;0;0;469,5;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;103;3;433;0;222;3;0;0;8;294;0;1544;0;286;0;0;0;16;277;10;1;0;874;26;0;5;7;0;0;10;10;0;1063;0;0;11199;24;111;397,5;0;45892,5;15;371;0;36;960;120;0;0;0;0;0;0;375;27;0
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;78;0;407;0;187;0;3;0;9;150;0;715;0;27;0;1;0;35;144;0;4;0;235;0;15;10;0;0;0;7;0;1;709;9;26;11385;0;795;0;0;23420,5;0;0;0;265,5;1457;0;0;0;0;0;0;0;0;0;2
Buenos Aires;ARRECIFES;Estatal;Rural;1;0;5;0;4;0;2;0;0;2;0;11;0;0;0;8;0;1;1;0; ; ;3;0;0; ; ; ; ; ; ; ;5;0;1;106,5;9;0;0;0;205,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Buenos Aires;ARRECIFES;Estatal;Urbano;12;0;55;0;28;0;0;0;0;22;0;98;0;31;0;0;0;0;24;0;6;0;80;0;5;2;2;0;0;2;0;0;96;0;6;645;0;0;27;0;3553,5;0;76;0;60;94,5;25,5;0;0;0;0;0;0;0;0;0
Buenos Aires;AVELLANEDA;Estatal;Urbano;119;0;429;1;230;0;0;0;0;224;2;929;1;256;0;0;0;14;248;18;22;0;830;25;14;49;16;1;0;98;24;3;949;9;3;6522;12;16,5;232,5;0;29904;18;399;0;66;11330,5;672;0;0;0;12;0;0;80;12;0
